F2F Morgan,@TPP,0.767890025794214
F2F Morgan,ALP FP,0.6907916958472443
F2F Morgan,GRN FP,1.835438029834876
F2F Morgan,LIB FP,0.7673622136901893
F2F Morgan,NAT FP,0.5264238189083553
F2F Morgan,OTH FP,0.9189550409576589
Newspoll,@TPP,1.113644833223283
Newspoll,ALP FP,1.180936664019312
Newspoll,GRN FP,1.1125408160573804
Newspoll,LIB FP,0.8255000022627925
Newspoll,NAT FP,0.6027996091841473
Newspoll,OTH FP,0.7126331843569341
Westpoll,@TPP,0.8079015017245024
Westpoll,ALP FP,0.4145913711855619
Westpoll,GRN FP,0.7733464116301062
Westpoll,LIB FP,0.449176556607993
Westpoll,NAT FP,0.6477094294131751
Westpoll,OTH FP,0.4157586756831094
