Essential,@TPP,0.17387588323632094,2.675189456404549
Essential,ALP FP,0.06884917929154298,2.432763952795498
Essential,GRN FP,-0.07644208120883968,2.3044791647926823
Essential,LNP FP,-0.2087835917512209,2.4464564280285854
Essential,OTH FP,0.36180742601510996,2.4558601782447256
Galaxy,@TPP,-0.09691775633450761,2.3652257478655097
Galaxy,ALP FP,-0.29696431331747736,2.33114126615432
Galaxy,GRN FP,0.3370797675186083,2.3313808276484997
Galaxy,LNP FP,0.07815276638503936,2.15221678541335
Galaxy,OTH FP,-0.02809888785874819,2.4241517172440576
Newspoll,@TPP,0.007893836660643342,2.4884824927757005
Newspoll,ALP FP,-0.28955535424912526,2.4416507065904596
Newspoll,GRN FP,0.3137247992977355,2.4796814105305667
Newspoll,LNP FP,-0.550560020041394,2.3609949113328206
Newspoll,OTH FP,0.47573361004694775,2.7996209050783243
Newspoll2,@TPP,0.6089655134480197,3.1668752575636328
Newspoll2,ALP FP,-0.09650983383791002,2.9847908364986413
Newspoll2,GRN FP,-0.03834627419746808,2.952044561572308
Newspoll2,LNP FP,-0.5214110612174065,3.269414598056269
Newspoll2,OTH FP,0.9496461285064729,3.592903540488264
ReachTEL,@TPP,-0.6819438129570207,2.9651002408663842
ReachTEL,ALP FP,-0.7101266492978444,2.507929640855551
ReachTEL,GRN FP,-0.18164576806011237,2.552745198606334
ReachTEL,LNP FP,0.15578267947636246,2.7655187740952867
ReachTEL,OTH FP,0.8089568967331122,2.565669348440244
SMS Morgan,@TPP,-0.6011661438814386,2.8699663132595266
SMS Morgan,ALP FP,-1.2539124700593645,2.9586043564006888
SMS Morgan,GRN FP,0.9532691068854293,2.953521376787474
SMS Morgan,LNP FP,-0.11537014930931223,2.8147659094543247
SMS Morgan,OTH FP,0.4798912306814882,2.950457664062926
uComms,@TPP,-0.5114578597177655,3.268189247816765
uComms,ALP FP,-0.5325949869733833,2.9684736458312124
uComms,GRN FP,-0.13623432604508445,2.9822085161761276
uComms,LNP FP,0.11683700960727195,3.1209967739505564
uComms,OTH FP,0.6067176725498342,3.009932975256941
