Division;Polling Place;Informal Vote
Boothby;Brighton South;27
Boothby;Clapham;39
Boothby;Clarence Gardens;19
Boothby;Colonel Light Gardens;25
Boothby;Coromandel Valley (Boothby);3
Boothby;Darlington;96
Boothby;Daw Park;64
Boothby;Dover Gardens;70
Boothby;Eden Hills;25
Boothby;Hawthorn;10
Boothby;Hawthorn West;29
Boothby;Hawthorndene;25
Boothby;Kingswood;35
Boothby;Marino;30
Boothby;Marion;43
Boothby;Melrose Park;69
Boothby;Mitcham;39
Boothby;Mitchell Park;107
Boothby;Netherby;22
Boothby;North Brighton;36
Boothby;Oaklands Park;56
Boothby;Panorama;45
Boothby;Pasadena;56
Boothby;Seacliff;46
Boothby;Seacombe Heights;50
Boothby;Seaview Downs;41
Boothby;Special Hospital Team 1;5
Boothby;Special Hospital Team 2;10
Boothby;Special Hospital Team 3;6
Boothby;Special Hospital Team 4;7
Boothby;Special Hospital Team 5;5
Boothby;Special Hospital Team 6;1
Boothby;St Marys;115
Boothby;Sturt;52
Boothby;Tonsley Park;94
Boothby;Warradale;69
Boothby;West Brighton;40
Boothby;Westbourne Park;35
Boothby;ABSENT;197
Boothby;POSTAL;37
Boothby;PRE POLL;52
Boothby;PROVISIONAL;9
Grey;Andamooka;19
Grey;Arno Bay;7
Grey;Blyth;6
Grey;Booborowie;4
Grey;Booleroo Centre;15
Grey;Brinkworth;7
Grey;Burra;43
Grey;Caltowie;3
Grey;Carrieton;1
Grey;Ceduna;65
Grey;Clare;82
Grey;Cleve;30
Grey;Coffin Bay;10
Grey;Coober Pedy;68
Grey;Cowell;37
Grey;Crystal Brook;39
Grey;Cummins;20
Grey;Darke Peak;4
Grey;Davenport;135
Grey;Ellendale;72
Grey;Elliston;10
Grey;Farrell Flat;2
Grey;Fisk;51
Grey;Georgetown;5
Grey;Gladstone;22
Grey;Gulnare;0
Grey;Hallett;9
Grey;Hawker;11
Grey;Iron Knob;6
Grey;Jamestown;35
Grey;Kapinnie;2
Grey;Karkoo;2
Grey;Kimba;21
Grey;Kirton Point;69
Grey;Koolunga;0
Grey;Laura;20
Grey;Leigh Creek;37
Grey;Lochiel;4
Grey;Lock;12
Grey;Melrose;7
Grey;Minnipa;5
Grey;Moomba;0
Grey;Mount Bryan;2
Grey;Mundoora;2
Grey;Murray Town;3
Grey;Napperby;10
Grey;North Shields;5
Grey;Orroroo;24
Grey;Peterborough;75
Grey;Pirie South;81
Grey;Poochera;3
Grey;Port Augusta;70
Grey;Port Augusta West;111
Grey;Port Broughton;42
Grey;Port Germein;13
Grey;Port Kenny;7
Grey;Port Lincoln;133
Grey;Port Lincoln Central;47
Grey;Port Lincoln South;81
Grey;Port Neill;11
Grey;Port Pirie West;77
Grey;Prison Mobile Team 1;0
Grey;Prison Mobile Team 2;0
Grey;Quorn;45
Grey;Redhill;2
Grey;Remote Mobile Team 1;20
Grey;Remote Mobile Team 2;17
Grey;Remote Mobile Team 3;0
Grey;Remote Mobile Team 4;8
Grey;Risdon Park East;65
Grey;Risdon Park South;65
Grey;Risdon Park West;64
Grey;Roxby Downs;50
Grey;Rudall;2
Grey;Scott;128
Grey;Smoky Bay;4
Grey;Snowtown;19
Grey;Solomontown;77
Grey;Spalding;5
Grey;Special Hospital Team 1;2
Grey;Special Hospital Team 2;2
Grey;Special Hospital Team 3;7
Grey;Special Hospital Team 4;0
Grey;Special Hospital Team 5;0
Grey;Special Hospital Team 6;3
Grey;Special Hospital Team 7;2
Grey;Special Hospital Team 8;0
Grey;Special Hospital Team 9;6
Grey;Stirling North;46
Grey;Streaky Bay;21
Grey;Terowie;10
Grey;Thevenard;9
Grey;Tumby Bay;41
Grey;Ungarra;0
Grey;Wandearah;0
Grey;Wangary;10
Grey;Wanilla;1
Grey;Warnertown;7
Grey;Warramboo;1
Grey;Whyalla;38
Grey;Whyalla Norrie;100
Grey;Whyalla Norrie South;67
Grey;Whyalla South;102
Grey;Whyalla Stuart;48
Grey;Whyalla West;92
Grey;Willsden;78
Grey;Wilmington;6
Grey;Wirrabara;10
Grey;Wirrulla;3
Grey;Woomera;10
Grey;Wudinna;22
Grey;Yacka;6
Grey;ABSENT;139
Grey;POSTAL;34
Grey;PRE POLL;65
Grey;PROVISIONAL;12
Hindmarsh;Adelaide (Hindmarsh);7
Hindmarsh;Ascot Park South;69
Hindmarsh;Brooklyn Park;128
Hindmarsh;Brooklyn Park South;71
Hindmarsh;Camden Park;64
Hindmarsh;Cowandilla;190
Hindmarsh;Cowandilla West;21
Hindmarsh;Edwardstown;78
Hindmarsh;Flinders Park;208
Hindmarsh;Forbes;160
Hindmarsh;Fulham;72
Hindmarsh;Fulham Gardens;206
Hindmarsh;Glandore;51
Hindmarsh;Glandore South;71
Hindmarsh;Glenelg Central;76
Hindmarsh;Glenelg East;71
Hindmarsh;Glenelg North;94
Hindmarsh;Glenelg South;67
Hindmarsh;Glengowrie;64
Hindmarsh;Grovene;48
Hindmarsh;Henley Beach;89
Hindmarsh;Henley South;75
Hindmarsh;Kidman Park;68
Hindmarsh;Kidman Park South;119
Hindmarsh;Kurralta Park;97
Hindmarsh;Lockleys;65
Hindmarsh;Lockleys North;67
Hindmarsh;Morphettville;66
Hindmarsh;Netley;93
Hindmarsh;Novar Gardens;69
Hindmarsh;Park Holme;100
Hindmarsh;Park Holme South;108
Hindmarsh;Plympton;99
Hindmarsh;Plympton West;76
Hindmarsh;Richmond;96
Hindmarsh;Somerton Park East;74
Hindmarsh;South Plympton;39
Hindmarsh;Special Hospital Team 1;19
Hindmarsh;Special Hospital Team 2;8
Hindmarsh;Special Hospital Team 3;9
Hindmarsh;Torrensville;185
Hindmarsh;West Beach;87
Hindmarsh;West Richmond;76
Hindmarsh;ABSENT;371
Hindmarsh;POSTAL;56
Hindmarsh;PRE POLL;70
Hindmarsh;PROVISIONAL;14
Kingston;Adelaide (Kingston);6
Kingston;Aldinga Beach;92
Kingston;Christie Downs;132
Kingston;Christies Beach;95
Kingston;Christies North;36
Kingston;Hackham;128
Kingston;Hackham East;122
Kingston;Hackham South;74
Kingston;Hallett Cove;69
Kingston;Happy Valley;59
Kingston;Karrara;96
Kingston;Lonsdale;37
Kingston;Maslin Beach;8
Kingston;Mclaren Flat;26
Kingston;Mclaren Vale;59
Kingston;Moana;87
Kingston;Morphett Vale;168
Kingston;Morphett Vale East;142
Kingston;Morphett Vale North;73
Kingston;Morphett Vale South;44
Kingston;Noarlunga Downs;54
Kingston;O'Halloran Hill;80
Kingston;O'Sullivan Beach;50
Kingston;Old Noarlunga;25
Kingston;Pimpala;68
Kingston;Port Noarlunga;55
Kingston;Reynella;55
Kingston;Reynella East;116
Kingston;Reynella South;144
Kingston;Seaford;104
Kingston;Sellicks Beach;42
Kingston;Sheidow Park;76
Kingston;Special Hospital Team 1;2
Kingston;Special Hospital Team 2;9
Kingston;Trott Park;13
Kingston;Willunga;19
Kingston;Woodcroft;51
Kingston;ABSENT;182
Kingston;POSTAL;32
Kingston;PRE POLL;65
Kingston;PROVISIONAL;11
Makin;Banksia Park;79
Makin;Enfield North (Makin);34
Makin;Fairview Park;57
Makin;Golden Grove;10
Makin;Golden Grove Central;56
Makin;Holden Hill North;72
Makin;Hope Valley;43
Makin;Ingle Farm;184
Makin;Ingle Farm North;41
Makin;Modbury Central;69
Makin;Modbury Heights;124
Makin;Modbury North;86
Makin;Modbury West;149
Makin;Para Hills;222
Makin;Para Hills East;69
Makin;Para Hills West;96
Makin;Para Vista;125
Makin;Pooraka;179
Makin;Redwood Park;77
Makin;Ridgehaven;135
Makin;Salisbury East;83
Makin;Salisbury East Central;159
Makin;Salisbury Heights;66
Makin;Special Hospital Team 1;2
Makin;Special Hospital Team 2;0
Makin;St Agnes;100
Makin;St Agnes West;43
Makin;Surrey Downs;83
Makin;Tea Tree Gully;23
Makin;Valley View;61
Makin;Wynn Vale;106
Makin;ABSENT;252
Makin;POSTAL;31
Makin;PRE POLL;41
Makin;PROVISIONAL;9
Mayo;Aberfoyle Park;127
Mayo;Adelaide (Mayo);3
Mayo;Aldgate;44
Mayo;Athelstone;132
Mayo;Athelstone West;191
Mayo;Balhannah;23
Mayo;Basket Range;2
Mayo;Bridgewater;55
Mayo;Brukunga;15
Mayo;Callington;5
Mayo;Charleston;2
Mayo;Cherry Gardens;12
Mayo;Clarendon;16
Mayo;Coromandel Valley (Mayo);32
Mayo;Crafers;37
Mayo;Cudlee Creek;7
Mayo;Dernancourt;70
Mayo;Echunga;25
Mayo;Flagstaff Hill;113
Mayo;Flagstaff Hill East;6
Mayo;Hahndorf;48
Mayo;Harrogate;4
Mayo;Highbury East;44
Mayo;Highbury South;130
Mayo;Holden Hill (mayo);71
Mayo;Houghton;9
Mayo;Kangarilla;18
Mayo;Langhorne Creek;11
Mayo;Lenswood;13
Mayo;Littlehampton;21
Mayo;Lobethal;44
Mayo;Longwood;5
Mayo;Macclesfield;26
Mayo;Magill (mayo);46
Mayo;Meadows;22
Mayo;Montacute;3
Mayo;Mount Barker;140
Mayo;Mylor;12
Mayo;Nairne;45
Mayo;Newton;89
Mayo;Norton Summit;12
Mayo;Paracombe;3
Mayo;Paradise;158
Mayo;Paradise West;44
Mayo;Piccadilly;11
Mayo;Prospect Hill;4
Mayo;Rostrevor;141
Mayo;Rostrevor South;48
Mayo;Special Hospital Team 1;5
Mayo;Special Hospital Team 2;7
Mayo;Stirling East;20
Mayo;Stirling West;41
Mayo;Strathalbyn;70
Mayo;Summertown;20
Mayo;Upper Sturt;11
Mayo;Uraidla;19
Mayo;Woodchester;4
Mayo;Woodside;35
Mayo;ABSENT;280
Mayo;POSTAL;16
Mayo;PRE POLL;75
Mayo;PROVISIONAL;9
Port Adelaide;Adelaide (Port Adelaide);7
Port Adelaide;Albert Park;76
Port Adelaide;Allenby Gardens;61
Port Adelaide;Angle Park;260
Port Adelaide;Beverley;47
Port Adelaide;Birkenhead;111
Port Adelaide;Cheltenham;82
Port Adelaide;Croydon Park West (Port Adelaide;26
Port Adelaide;Dry Creek;8
Port Adelaide;Ethelton;59
Port Adelaide;Ferryden Park;85
Port Adelaide;Findon;123
Port Adelaide;Findon North;75
Port Adelaide;Grange;132
Port Adelaide;Kilkenny;50
Port Adelaide;Largs Bay;134
Port Adelaide;North Haven;82
Port Adelaide;Ottoway;100
Port Adelaide;Pennington;123
Port Adelaide;Peterhead;40
Port Adelaide;Port Adelaide;81
Port Adelaide;Queenstown;143
Port Adelaide;Rosewater;117
Port Adelaide;Royal Park;149
Port Adelaide;Royal Park South;119
Port Adelaide;Seaton;99
Port Adelaide;Seaton Park;163
Port Adelaide;Semaphore;93
Port Adelaide;Semaphore Park;61
Port Adelaide;Semaphore Park South;58
Port Adelaide;Semaphore South;46
Port Adelaide;Special Hospital Team 1;3
Port Adelaide;Special Hospital Team 2;2
Port Adelaide;Special Hospital Team 3;1
Port Adelaide;Special Hospital Team 4;1
Port Adelaide;Special Hospital Team 5;3
Port Adelaide;Special Hospital Team 6;5
Port Adelaide;St Kilda;16
Port Adelaide;Taperoo;143
Port Adelaide;Taperoo East;82
Port Adelaide;West Croydon (Port Adelaide);49
Port Adelaide;West Lakes Shore;146
Port Adelaide;Woodville;81
Port Adelaide;Woodville Central;36
Port Adelaide;Woodville Gardens;248
Port Adelaide;Woodville North;107
Port Adelaide;Woodville South;104
Port Adelaide;Woodville West;104
Port Adelaide;ABSENT;220
Port Adelaide;POSTAL;47
Port Adelaide;PRE POLL;65
Port Adelaide;PROVISIONAL;15
Sturt;Adelaide (Sturt);2
Sturt;Aldersgate;16
Sturt;Beaumont;47
Sturt;Beulah Park;98
Sturt;Burnside;82
Sturt;Campbelltown;234
Sturt;Gilles Plains;27
Sturt;Gilles Plains East;64
Sturt;Glen Osmond;24
Sturt;Glenunga;20
Sturt;Glenunga North;42
Sturt;Glynde;132
Sturt;Greenacres;94
Sturt;Hampstead Gardens;20
Sturt;Hectorville North;253
Sturt;Hillcrest;107
Sturt;Holden Hill (Sturt);106
Sturt;Kensington Gardens;52
Sturt;Kensington Park;21
Sturt;Kent Town;18
Sturt;Klemzig;147
Sturt;Linden Park;41
Sturt;Magill (Sturt);127
Sturt;Magill North;146
Sturt;Marden;53
Sturt;Marden West (Sturt);151
Sturt;Marryatville;30
Sturt;Maylands;84
Sturt;Northfield;59
Sturt;Northfield South (Sturt);22
Sturt;Norwood;88
Sturt;Norwood West;70
Sturt;Parkside East (Sturt);11
Sturt;Rose Park;26
Sturt;Special Hospital Team 1;4
Sturt;Special Hospital Team 2;11
Sturt;Special Hospital Team 3;5
Sturt;St Morris;80
Sturt;Stonyfell;40
Sturt;Toorak Gardens;42
Sturt;Tranmere;56
Sturt;Trinity Gardens;121
Sturt;Tusmore;41
Sturt;Vale Park;67
Sturt;Windsor Gardens East;65
Sturt;Windsor Gardens West;64
Sturt;ABSENT;201
Sturt;POSTAL;55
Sturt;PRE POLL;65
Sturt;PROVISIONAL;8
Wakefield;Alford;2
Wakefield;Angaston;58
Wakefield;Ardrossan;41
Wakefield;Arthurton;3
Wakefield;Auburn;12
Wakefield;Balaklava;38
Wakefield;Barmera;128
Wakefield;Berri;179
Wakefield;Birdwood;24
Wakefield;Blanchetown;8
Wakefield;Brentwood;5
Wakefield;Bute;11
Wakefield;Cadell;11
Wakefield;Cobdogla;17
Wakefield;Coobowie;13
Wakefield;Corny Point;3
Wakefield;Curramulka;6
Wakefield;Dublin;10
Wakefield;Eden Valley;5
Wakefield;Edithburgh;21
Wakefield;Eudunda;36
Wakefield;Evanston;40
Wakefield;Evanston Gardens;77
Wakefield;Forreston;4
Wakefield;Freeling;22
Wakefield;Gawler;57
Wakefield;Gawler East;29
Wakefield;Gawler River;13
Wakefield;Gawler South;64
Wakefield;Gawler West;61
Wakefield;Glossop;49
Wakefield;Greenock;26
Wakefield;Gumeracha;19
Wakefield;Hamley Bridge;14
Wakefield;Jerusalem;13
Wakefield;Kadina;85
Wakefield;Kapunda;79
Wakefield;Kersbrook;14
Wakefield;Kingston-On-Murray;9
Wakefield;Loveday;6
Wakefield;Loxton;120
Wakefield;Loxton North;23
Wakefield;Lyndoch;32
Wakefield;Lyrup;15
Wakefield;Maitland;23
Wakefield;Mallala;11
Wakefield;Manoora;0
Wakefield;Marion Bay;2
Wakefield;Marrabel;4
Wakefield;Minlaton;29
Wakefield;Moculta;4
Wakefield;Monash;22
Wakefield;Moonta;73
Wakefield;Moonta Mines;14
Wakefield;Moorook;14
Wakefield;Morgan;12
Wakefield;Mount Pleasant;24
Wakefield;Mount Torrens;17
Wakefield;North Yelta;5
Wakefield;Nuriootpa;120
Wakefield;Owen;20
Wakefield;Palmer;0
Wakefield;Paringa;36
Wakefield;Paskeville;0
Wakefield;Pine Point;4
Wakefield;Point Pass;5
Wakefield;Port Clinton;15
Wakefield;Port Victoria;7
Wakefield;Port Vincent;12
Wakefield;Port Wakefield;30
Wakefield;Ramco;10
Wakefield;Renmark;177
Wakefield;Renmark North;17
Wakefield;Renmark West;27
Wakefield;Riverton;25
Wakefield;Robertstown;7
Wakefield;Roseworthy;16
Wakefield;Saddleworth;12
Wakefield;Sandy Creek;15
Wakefield;Special Hospital Team 1;2
Wakefield;Special Hospital Team 10;1
Wakefield;Special Hospital Team 11;1
Wakefield;Special Hospital Team 2;0
Wakefield;Special Hospital Team 3;2
Wakefield;Special Hospital Team 4;0
Wakefield;Special Hospital Team 5;1
Wakefield;Special Hospital Team 6;4
Wakefield;Special Hospital Team 7;5
Wakefield;Special Hospital Team 8;0
Wakefield;Special Hospital Team 9;2
Wakefield;Springton;9
Wakefield;Stansbury;17
Wakefield;Stockwell;9
Wakefield;Tanunda;81
Wakefield;Tarlee;8
Wakefield;Truro;12
Wakefield;Two Wells;97
Wakefield;Waikerie;103
Wakefield;Wallaroo;80
Wakefield;Wallaroo Mines;29
Wakefield;Warooka;7
Wakefield;Wasleys;3
Wakefield;Watervale;7
Wakefield;Weetulta;1
Wakefield;Willaston;91
Wakefield;Williamstown;25
Wakefield;Winkie;10
Wakefield;Yorketown;34
Wakefield;ABSENT;180
Wakefield;POSTAL;19
Wakefield;PRE POLL;41
Wakefield;PROVISIONAL;8
Bass;Alanvale;138
Bass;Blessington Upper;4
Bass;Branxholm;12
Bass;Bridport;35
Bass;Cape Barren Island;1
Bass;Cosgrove Park;9
Bass;Derby;7
Bass;Dilston;15
Bass;Elphin;24
Bass;Emita;3
Bass;Franklin Village;8
Bass;General Hospital;19
Bass;George Town;87
Bass;George Town South;17
Bass;Gladstone;5
Bass;Hillwood;10
Bass;Inveresk;52
Bass;Invermay;65
Bass;Karoola;5
Bass;Kings Meadows;44
Bass;Lady Barron;3
Bass;Launceston;28
Bass;Launceston Central;22
Bass;Launceston East;31
Bass;Launceston South;72
Bass;Launceston West;51
Bass;Lebrina;5
Bass;Legana (Bass);23
Bass;Lilydale;25
Bass;Mowbray;54
Bass;Myrtle Park;2
Bass;Nabowla;3
Bass;Newstead;24
Bass;Norwood;41
Bass;Nunamara;2
Bass;Ockerby Gardens;29
Bass;Pioneer;5
Bass;Pipers River;6
Bass;Prospect;109
Bass;Prospect Vale;17
Bass;Ravenswood;125
Bass;Ringarooma;17
Bass;Riverside;53
Bass;Riverside West;24
Bass;Rocherlea;51
Bass;Scottsdale;66
Bass;Special Hospital Team 1;5
Bass;Special Hospital Team 2;5
Bass;Special Hospital Team 3;0
Bass;Special Hospital Team 4;4
Bass;St Leonards;43
Bass;Trevallyn;38
Bass;Waverley;48
Bass;Weymouth;6
Bass;Whitemark;12
Bass;Windmill Hill;13
Bass;Winnaleah;7
Bass;Young Town;47
Bass;ABSENT;59
Bass;POSTAL;17
Bass;PRE POLL;46
Bass;PROVISIONAL;3
Braddon;Abbotsham;4
Braddon;Acton;85
Braddon;Addison Street;35
Braddon;Blythe Heads;14
Braddon;Boat Harbour;5
Braddon;Brooklyn;7
Braddon;Burnie;29
Braddon;Burnie South;8
Braddon;Calder;2
Braddon;Cooee;23
Braddon;Cuprona;4
Braddon;Currie;40
Braddon;Devonport Central;43
Braddon;Devonport East;115
Braddon;Devonport North;12
Braddon;Devonport South;68
Braddon;Don;13
Braddon;Edith Creek;3
Braddon;Elliott;7
Braddon;Forest;7
Braddon;Forth;28
Braddon;Gawler;13
Braddon;Grassy;1
Braddon;Gunns Plains;2
Braddon;Havenview;16
Braddon;Highclere;3
Braddon;Irishtown;5
Braddon;Lileah;1
Braddon;Malonga Park;11
Braddon;Marrawah;5
Braddon;Mawbanna;1
Braddon;Melrose;8
Braddon;Montagu;3
Braddon;Montello;50
Braddon;Moorleah;3
Braddon;Natone;5
Braddon;Nietta;4
Braddon;Nixon Street;71
Braddon;North Motton;10
Braddon;Penguin;39
Braddon;Preston;7
Braddon;Redpa;2
Braddon;Reekara;1
Braddon;Riana;7
Braddon;Ridgley;18
Braddon;Rocky Cape;8
Braddon;Savage River;10
Braddon;Sisters Beach;5
Braddon;Sisters Creek;4
Braddon;Smithton;72
Braddon;Somerset;86
Braddon;South Riana;5
Braddon;Special Hospital Team 1;2
Braddon;Special Hospital Team 2;7
Braddon;Special Hospital Team 3;6
Braddon;Special Hospital Team 4;3
Braddon;Sprent;2
Braddon;Spreyton;35
Braddon;Stanley;17
Braddon;Stowport;12
Braddon;Sulphur Creek;14
Braddon;Togari;4
Braddon;Trowutta;1
Braddon;Turners Beach;17
Braddon;Ulverstone;54
Braddon;Ulverstone East;23
Braddon;Ulverstone South;60
Braddon;Ulverstone West;78
Braddon;Upper Burnie;39
Braddon;Valley Road;52
Braddon;Waratah;6
Braddon;West Wynyard;27
Braddon;Wivenhoe;5
Braddon;Wynyard;68
Braddon;Wynyard East;20
Braddon;Yolla;13
Braddon;ABSENT;65
Braddon;POSTAL;15
Braddon;PRE POLL;31
Braddon;PROVISIONAL;1
Denison;Abbotsfield;51
Denison;Albuera;2
Denison;Austins Ferry;38
Denison;Battery Point;19
Denison;Bowen Road;86
Denison;Brent Street;28
Denison;Cascades;35
Denison;Chigwell;77
Denison;Claremont;65
Denison;Collinsvale;11
Denison;Cornelian Bay;17
Denison;Cosgrove;45
Denison;Creek Road;21
Denison;Cross Street;50
Denison;Dynnyrne;18
Denison;Elizabeth Street;19
Denison;Elwick;19
Denison;Fern Tree;4
Denison;Glenorchy;90
Denison;Glenorchy East;99
Denison;Goodwood;49
Denison;Hill Street;11
Denison;Hobart;20
Denison;Hobart Central;3
Denison;Hobart North;20
Denison;Hobart South;28
Denison;Hobart West;27
Denison;Lansdowne Crescent;20
Denison;Lenah Valley;37
Denison;Lower Sandy Bay;38
Denison;Lutana;30
Denison;Montrose;9
Denison;Moonah;95
Denison;Moonah North;36
Denison;Mount Nelson;22
Denison;Mount Stuart;18
Denison;New Town;27
Denison;Newdegate;24
Denison;Queenborough;13
Denison;Roseneath;5
Denison;Rosetta;20
Denison;Sandy Bay;17
Denison;Sandy Bay Beach;18
Denison;Special Hospital Team 1;0
Denison;Special Hospital Team 2;0
Denison;Special Hospital Team 3;4
Denison;Special Hospital Team 4;4
Denison;Special Hospital Team 5;5
Denison;St Johns Park;4
Denison;St Peters;18
Denison;Swan;26
Denison;Taroona;22
Denison;Tolosa;51
Denison;Waimea Heights;12
Denison;Windermere;32
Denison;ABSENT;91
Denison;POSTAL;26
Denison;PRE POLL;39
Denison;PROVISIONAL;2
Franklin;Adventure Bay;4
Franklin;Alonnah;3
Franklin;Barnes Bay;2
Franklin;Bellerive;56
Franklin;Blackmans Bay;40
Franklin;Bligh;40
Franklin;Bridgewater;99
Franklin;Cambridge;19
Franklin;Castle Forbes Bay;6
Franklin;Clarendon Vale;32
Franklin;Cradoc;4
Franklin;Cygnet;50
Franklin;Dover;22
Franklin;East Risdon;2
Franklin;Franklin;24
Franklin;Gagebrook;74
Franklin;Geeveston;22
Franklin;Geilston Bay;26
Franklin;Glen Huon;3
Franklin;Grove;26
Franklin;Howden;3
Franklin;Howrah;62
Franklin;Huonville;74
Franklin;Judbury;1
Franklin;Kettering;8
Franklin;Kingston;92
Franklin;Kingston Beach;51
Franklin;Lauderdale;53
Franklin;Lindisfarne;51
Franklin;Loatta Road;40
Franklin;Margate;31
Franklin;Middleton;11
Franklin;Montagu Bay;27
Franklin;Mornington;16
Franklin;Opossum Bay;1
Franklin;Port Huon;3
Franklin;Prison Mobile Team 1;1
Franklin;Ranelagh;24
Franklin;Risdon Vale;60
Franklin;Rokeby;70
Franklin;Sandfly;18
Franklin;Sandford;8
Franklin;Seven Mile Beach;10
Franklin;Snug;26
Franklin;South Arm;6
Franklin;Southport;4
Franklin;Special Hospital Team 1;1
Franklin;Special Hospital Team 2;2
Franklin;Strathblane;3
Franklin;Surges Bay;3
Franklin;Tranmere;29
Franklin;Warrane;53
Franklin;Wentworth Street;33
Franklin;Woodbridge;13
Franklin;ABSENT;95
Franklin;POSTAL;14
Franklin;PRE POLL;20
Franklin;PROVISIONAL;5
Lyons;Avoca;5
Lyons;Bagdad;26
Lyons;Barrington;1
Lyons;Beaconsfield;35
Lyons;Beauty Point;37
Lyons;Bicheno;15
Lyons;Bishopsbourne;4
Lyons;Bothwell;16
Lyons;Bracknell;9
Lyons;Brighton;26
Lyons;Broadmarsh;2
Lyons;Bronte;1
Lyons;Buckland;3
Lyons;Campania;9
Lyons;Campbell Town;32
Lyons;Carrick;9
Lyons;Chudleigh;16
Lyons;Claude Road;3
Lyons;Colebrook;10
Lyons;Coles Bay;6
Lyons;Copping;4
Lyons;Cressy;21
Lyons;Deloraine;54
Lyons;Dodges Ferry;49
Lyons;Dromedary;3
Lyons;Dunalley;9
Lyons;Eaglehawk Neck;7
Lyons;Elizabeth Town;7
Lyons;Ellendale;8
Lyons;Epping;2
Lyons;Evandale;18
Lyons;Exeter;29
Lyons;Fingal;7
Lyons;Forcett;10
Lyons;Frankford;4
Lyons;Glengarry;5
Lyons;Glenora;20
Lyons;Granton;3
Lyons;Gravelly Beach;15
Lyons;Greens Beach;2
Lyons;Gretna;3
Lyons;Hadspen;22
Lyons;Hagley;5
Lyons;Hamilton;13
Lyons;Kempton;8
Lyons;Koonya;3
Lyons;Lachlan;9
Lyons;Latrobe;62
Lyons;Legana (Lyons);11
Lyons;Levendale;5
Lyons;Longford;70
Lyons;Lower Barrington;5
Lyons;Magra;15
Lyons;Mathinna;1
Lyons;Maydena;6
Lyons;Meander;4
Lyons;Midway Point;29
Lyons;Mole Creek;14
Lyons;Molesworth;9
Lyons;Moriarty;3
Lyons;New Norfolk;113
Lyons;New Norfolk North;34
Lyons;Nubeena;10
Lyons;Oatlands;13
Lyons;Orford;6
Lyons;Ouse;14
Lyons;Parattah;7
Lyons;Perth;49
Lyons;Pontville;9
Lyons;Port Arthur;3
Lyons;Port Sorell;22
Lyons;Primrose Sands;9
Lyons;Prison Mobile Team 1;0
Lyons;Pyengana;3
Lyons;Queenstown;69
Lyons;Queenstown South;8
Lyons;Railton;39
Lyons;Richmond;26
Lyons;Rosebery;23
Lyons;Ross;11
Lyons;Rossarden;6
Lyons;Saltwater River;3
Lyons;Sassafras;8
Lyons;Scamander;17
Lyons;Sheffield;36
Lyons;Sidmouth;6
Lyons;Sorell;43
Lyons;Special Hospital Team 1;1
Lyons;Special Hospital Team 2;0
Lyons;Special Hospital Team 3;3
Lyons;Special Hospital Team 4;0
Lyons;Special Hospital Team 5;0
Lyons;Special Hospital Team 6;0
Lyons;St Helens;43
Lyons;St Marys;18
Lyons;Strahan;10
Lyons;Swansea;22
Lyons;Tarraleah;4
Lyons;Tea Tree;1
Lyons;Triabunna;22
Lyons;Tullah;10
Lyons;Tunbridge;2
Lyons;Tunnack;4
Lyons;Wesley Vale;9
Lyons;West Kentish;4
Lyons;Westbury;72
Lyons;Westerway;13
Lyons;Whitemore;2
Lyons;Wilmot;10
Lyons;Zeehan;26
Lyons;ABSENT;84
Lyons;POSTAL;28
Lyons;PRE POLL;14
Lyons;PROVISIONAL;3
Canberra;Bonython;40
Canberra;Calwell;106
Canberra;Chapman;64
Canberra;Chifley;47
Canberra;Chisholm;52
Canberra;Curtin;82
Canberra;Deakin;30
Canberra;Duffy;64
Canberra;Fadden;49
Canberra;Farrer;85
Canberra;Gilmore;75
Canberra;Gordon;47
Canberra;Gowrie;50
Canberra;Holder;38
Canberra;Hughes;53
Canberra;Isabella Plains;97
Canberra;Kambah East;56
Canberra;Kambah North;54
Canberra;Kambah South;41
Canberra;Kambah West;86
Canberra;Lyons;58
Canberra;Mawson;79
Canberra;Monash;75
Canberra;Oaks Estate;15
Canberra;Pearce;67
Canberra;Richardson;81
Canberra;Rivett;67
Canberra;Special Hospital Team 1;9
Canberra;Tharwa;4
Canberra;Theodore;38
Canberra;Uriarra;5
Canberra;Wanniassa;101
Canberra;Wanniassa Hills;58
Canberra;Waramanga;132
Canberra;Weston;57
Canberra;Woden Valley Hospital;25
Canberra;ABSENT;103
Canberra;POSTAL;44
Canberra;PRE POLL;368
Canberra;PROVISIONAL;37
Fraser;Ainslie;105
Fraser;Ainslie North;104
Fraser;Aranda;108
Fraser;Baker Gardens;35
Fraser;Belconnen;58
Fraser;Bruce;9
Fraser;Campbell;58
Fraser;Charnwood;109
Fraser;City;42
Fraser;Dickson;50
Fraser;Downer;85
Fraser;Evatt;136
Fraser;Evatt South;42
Fraser;Florey;114
Fraser;Flynn;56
Fraser;Giralang;130
Fraser;Griffith;64
Fraser;Hall;10
Fraser;Higgins;95
Fraser;Holt;98
Fraser;Jervis Bay;3
Fraser;Kaleen;160
Fraser;Kaleen South;71
Fraser;Latham;92
Fraser;Lyneham;209
Fraser;Macgregor;57
Fraser;Macquarie;82
Fraser;Manuka;50
Fraser;Melba;50
Fraser;Narrabundah;135
Fraser;Page;48
Fraser;Red Hill;54
Fraser;Reid;17
Fraser;Scullin;115
Fraser;Special Hospital Team 1;16
