Division;Polling Place;ALP TPP Vote;ALP TPP Pc;ALP Swing;Coalition TPP Vote;Coalition Party;TPP Exhausted;Informal Vote
Riverina;Tolland;565;37.94;4.61;924;NP;0;39
Riverina;Turvey Park;611;35.26;3.42;1122;NP;0;50
Riverina;Ungarie;81;22.69;-0.39;276;NP;0;9
Riverina;Uranquinty;145;35.11;6.38;268;NP;0;16
Riverina;Wagga Wagga;545;38.54;5.14;869;NP;0;40
Riverina;Wagga Wagga High;168;31.64;-3.37;363;NP;0;8
Riverina;Wagga Wagga Hospital;89;39.38;14.38;137;NP;0;8
Riverina;Wagga Wagga North;470;33.22;2.78;945;NP;0;43
Riverina;Wagga Wagga South;557;39.06;5.47;869;NP;0;63
Riverina;Wagga Wagga West;688;37.51;5.81;1146;NP;0;48
Riverina;Wamoon;77;31.05;4.49;171;NP;0;10
Riverina;Wantabadgery;23;19.49;8.27;95;NP;0;1
Riverina;Weethalle;52;19.05;4.19;221;NP;0;6
Riverina;West Wyalong;471;28.67;8.90;1172;NP;0;64
Riverina;Whitton;154;36.58;4.46;267;NP;0;13
Riverina;Wyalong;169;32.07;6.88;358;NP;0;15
Riverina;Yanco;255;40.54;6.24;374;NP;0;31
Riverina;Yenda;306;33.66;9.66;603;NP;0;36
Riverina;Yerong Creek;38;19.00;4.89;162;NP;0;2
Riverina;Yoogali;203;33.01;7.02;412;NP;0;30
Riverina;ABSENT;1506;35.39;;2750;NP;0;114
Riverina;POSTAL;1030;30.68;;2327;NP;0;35
Riverina;PRE POLL;1894;34.04;;3670;NP;0;76
Riverina;PROVISIONAL;387;41.93;;536;NP;0;41
Robertson;Avoca Beach;793;43.50;1.44;1030;LP;0;57
Robertson;Booker Bay;271;51.62;2.74;254;LP;0;29
Robertson;Copacabana;577;49.40;-1.44;591;LP;0;25
Robertson;Davistown;656;50.38;2.18;646;LP;0;38
Robertson;Empire Bay;1002;44.02;3.61;1274;LP;0;87
Robertson;Erina;1689;41.77;-1.20;2355;LP;0;137
Robertson;Erina Heights (Robertson);281;36.30;-1.37;493;LP;0;14
Robertson;Ettalong;1802;53.81;1.76;1547;LP;0;129
Robertson;Ettalong South;347;60.77;0.97;224;LP;0;14
Robertson;Ettalong West;1567;62.31;4.65;948;LP;0;88
Robertson;Gosford;591;51.26;6.59;562;LP;0;24
Robertson;Gosford East;1020;39.28;-0.63;1577;LP;0;85
Robertson;Gosford West;499;44.51;1.66;622;LP;0;30
Robertson;Green Point;396;39.56;6.83;605;LP;0;21
Robertson;Hardys Bay;163;50.31;9.05;161;LP;0;5
Robertson;Henry Kendall;231;45.38;-4.53;278;LP;0;15
Robertson;Kariong;1078;40.90;0.09;1558;LP;0;76
Robertson;Kincumber;1467;47.26;4.02;1637;LP;0;92
Robertson;Kincumber Central;504;45.69;-0.06;599;LP;0;33
Robertson;Macmasters Beach;185;43.12;3.08;244;LP;0;10
Robertson;Mangrove Mountain;123;29.36;5.30;296;LP;0;26
Robertson;Mooney Mooney;107;43.15;-0.51;141;LP;0;14
Robertson;Mount White;35;43.21;4.75;46;LP;0;3
Robertson;Narara South;555;41.86;0.92;771;LP;0;34
Robertson;Niagara Park (Robertson);147;48.68;2.44;155;LP;0;7
Robertson;Ocean Beach;1385;56.74;3.21;1056;LP;0;81
Robertson;Patonga;96;46.83;-7.02;109;LP;0;4
Robertson;Pearl Beach;151;47.48;4.07;167;LP;0;9
Robertson;Peats Ridge;74;29.96;4.86;173;LP;0;4
Robertson;Point Clare;1126;45.92;1.36;1326;LP;0;69
Robertson;Pretty Beach;295;47.58;-2.11;325;LP;0;16
Robertson;Saratoga;787;45.02;3.01;961;LP;0;45
Robertson;Somersby;144;28.92;1.39;354;LP;0;7
Robertson;Special Hospital Team 1;47;37.01;1.61;80;LP;0;4
Robertson;Special Hospital Team 2;118;47.97;-0.75;128;LP;0;12
Robertson;Special Hospital Team 3;61;38.85;-2.10;96;LP;0;10
Robertson;Spencer;92;51.11;2.72;88;LP;0;4
Robertson;Springfield;804;54.10;0.36;682;LP;0;41
Robertson;Sydney (Robertson);33;49.25;3.92;34;LP;0;3
Robertson;Terrigal (Robertson);1060;37.68;-1.39;1753;LP;0;67
Robertson;Terrigal Central;171;30.16;-4.06;396;LP;0;12
Robertson;Umina Bullion St.;825;58.84;4.00;577;LP;0;38
Robertson;Umina Central;1296;57.50;2.38;958;LP;0;76
Robertson;Umina Mall;961;54.57;0.02;800;LP;0;67
Robertson;Woy Woy;1645;57.32;5.17;1225;LP;0;98
Robertson;Woy Woy Bay;109;41.29;-10.20;155;LP;0;6
Robertson;Woy Woy South;577;55.64;4.48;460;LP;0;30
Robertson;Wyoming (Robertson);575;48.89;0.10;601;LP;0;32
Robertson;ABSENT;2689;49.40;;2754;LP;0;223
Robertson;POSTAL;1877;47.59;;2067;LP;0;42
Robertson;PRE POLL;2375;46.38;;2746;LP;0;118
Robertson;PROVISIONAL;575;61.11;;366;LP;0;43
Shortland;Belmont;893;67.24;7.97;435;LP;0;47
Shortland;Belmont Central;1111;68.92;6.05;501;LP;0;53
Shortland;Belmont North;1191;68.25;5.31;554;LP;0;50
Shortland;Belmont West;619;63.68;8.41;353;LP;0;30
Shortland;Blacksmiths;695;74.57;2.96;237;LP;0;29
Shortland;Budgewoi;1360;65.54;7.20;715;LP;0;52
Shortland;Budgewoi Central;662;62.22;8.02;402;LP;0;52
Shortland;Buff Point;836;58.22;1.68;600;LP;0;48
Shortland;Catherine Hill Bay;108;75.00;-7.31;36;LP;0;7
Shortland;Caves Beach;1748;64.91;5.89;945;LP;0;66
Shortland;Chain Valley Bay;390;61.81;4.85;241;LP;0;18
Shortland;Charlestown;1318;58.84;3.32;922;LP;0;72
Shortland;Charlestown East;676;62.36;5.25;408;LP;0;34
Shortland;Charlestown South;630;62.13;7.64;384;LP;0;22
Shortland;Dudley;787;57.74;2.70;576;LP;0;37
Shortland;Eleebana;1232;43.89;2.95;1575;LP;0;66
Shortland;Floraville;726;58.08;-1.13;524;LP;0;39
Shortland;Gateshead;1043;68.94;4.50;470;LP;0;43
Shortland;Gateshead West;922;80.95;2.12;217;LP;0;52
Shortland;Gwandalan;735;60.49;5.00;480;LP;0;47
Shortland;Hillsborough (Shortland);521;55.66;4.25;415;LP;0;17
Shortland;Jewells;1071;59.50;5.11;729;LP;0;47
Shortland;Kahibah;1123;60.97;4.10;719;LP;0;67
Shortland;Lake Munmorah;1354;61.69;6.17;841;LP;0;60
Shortland;Mannering Park;837;66.27;6.70;426;LP;0;39
Shortland;Marks Point;907;68.04;7.87;426;LP;0;39
Shortland;Mount Hutton (Shortland);885;64.65;7.04;484;LP;0;42
Shortland;Norah Head;426;56.13;5.08;333;LP;0;26
Shortland;Nords Wharf;278;57.44;-2.00;206;LP;0;13
Shortland;Pelican;525;76.64;2.87;160;LP;0;17
Shortland;Redhead;1027;66.43;6.90;519;LP;0;58
Shortland;San Remo (Shortland);1177;64.78;6.31;640;LP;0;66
Shortland;Special Hospital Team 1;80;55.56;-5.56;64;LP;0;2
Shortland;Special Hospital Team 2;105;50.97;-2.67;101;LP;0;12
Shortland;Special Hospital Team 3;69;58.97;-3.82;48;LP;0;6
Shortland;Summerland Point;538;57.79;3.61;393;LP;0;38
Shortland;Swansea;1342;74.89;7.38;450;LP;0;48
Shortland;Swansea North;829;78.43;-0.04;228;LP;0;34
Shortland;Sydney (Shortland);9;52.94;23.77;8;LP;0;1
Shortland;Tingira Heights;391;57.50;2.32;289;LP;0;12
Shortland;Toukley;782;54.69;3.58;648;LP;0;39
Shortland;Toukley East;1236;59.80;5.95;831;LP;0;76
Shortland;Valentine;1274;49.00;3.34;1326;LP;0;61
Shortland;Valentine East;256;55.53;5.60;205;LP;0;9
Shortland;Warners Bay Central (Shortland);194;62.78;6.74;115;LP;0;9
Shortland;Whitebridge;675;61.48;4.68;423;LP;0;26
Shortland;Windale;1705;83.46;3.35;338;LP;0;97
Shortland;ABSENT;3062;60.75;;1978;LP;0;170
Shortland;POSTAL;1936;64.66;;1058;LP;0;36
Shortland;PRE POLL;3398;60.81;;2190;LP;0;110
Shortland;PROVISIONAL;406;75.19;;134;LP;0;26
Sydney;Alexandria;867;72.67;3.81;326;LP;0;51
Sydney;Annandale North (Sydney);845;66.69;3.45;422;LP;0;40
Sydney;Bald Rock;183;63.76;0.81;104;LP;0;4
Sydney;Balmain;1292;65.45;3.21;682;LP;0;75
Sydney;Balmain East;516;64.82;4.78;280;LP;0;25
Sydney;Balmain Hospital;164;57.75;-4.69;120;LP;0;6
Sydney;Barcom;427;68.54;4.92;196;LP;0;25
Sydney;Beaconsfield;235;77.81;8.52;67;LP;0;7
Sydney;Birchgrove;1037;61.25;-1.77;656;LP;0;34
Sydney;Blackfriars;305;78.41;6.56;84;LP;0;16
Sydney;Camperdown (Sydney);206;74.64;2.06;70;LP;0;7
Sydney;Centennial Park;152;39.18;-3.51;236;LP;0;13
Sydney;Chippendale;638;81.69;10.21;143;LP;0;24
Sydney;Darlinghurst;615;74.73;2.49;208;LP;0;40
Sydney;Darlington;695;76.29;3.53;216;LP;0;47
Sydney;East Sydney;1105;75.27;7.51;363;LP;0;106
Sydney;Erskineville;1634;77.92;4.36;463;LP;0;79
Sydney;Flinders;448;68.71;-0.76;204;LP;0;39
Sydney;Forest Lodge;753;74.70;6.17;255;LP;0;35
Sydney;Gardeners Road;315;75.54;15.77;102;LP;0;30
Sydney;Gladstone Park;881;67.15;0.07;431;LP;0;38
Sydney;Glebe;845;73.86;4.05;299;LP;0;42
Sydney;Glebe East;1122;81.84;7.17;249;LP;0;74
Sydney;Glebe North;616;69.29;2.16;273;LP;0;34
Sydney;Glenmore;976;50.23;0.13;967;LP;0;67
Sydney;Holdsworth;370;38.58;5.07;589;LP;0;34
Sydney;Hyde Park;231;61.11;-2.07;147;LP;0;18
Sydney;Kings Cross;1020;69.01;-0.83;458;LP;0;49
Sydney;Lilyfield;876;65.77;3.59;456;LP;0;53
Sydney;Lilyfield North;512;65.56;7.16;269;LP;0;35
Sydney;Lord Howe Island;89;51.15;9.58;85;LP;0;5
Sydney;Millers Point;516;72.68;2.60;194;LP;0;33
Sydney;Newtown East;312;83.42;8.71;62;LP;0;15
Sydney;Newtown North (Sydney);1165;82.04;3.85;255;LP;0;56
Sydney;Paddington;447;50.00;3.44;447;LP;0;21
Sydney;Paddington North;356;57.23;-4.18;266;LP;0;13
Sydney;Paddington South;955;57.63;2.64;702;LP;0;75
Sydney;Plunkett Street;617;71.33;4.45;248;LP;0;54
Sydney;Potts Point;1504;59.80;2.61;1011;LP;0;89
Sydney;Prince Alfred Hospital;261;67.97;10.18;123;LP;0;14
Sydney;Pyrmont;456;62.21;-2.11;277;LP;0;26
Sydney;Rachel Forster Hospital;1024;76.36;4.84;317;LP;0;98
Sydney;Redfern;1216;80.85;8.86;288;LP;0;161
Sydney;Redfern East;1371;80.32;7.48;336;LP;0;173
Sydney;Rosebery;680;65.64;10.67;356;LP;0;84
Sydney;Roslyn Gardens;593;56.48;6.01;457;LP;0;43
Sydney;Rozelle;1686;68.99;3.37;758;LP;0;104
Sydney;South Sydney Hospital;112;65.50;-0.36;59;LP;0;6
Sydney;Special Hospital Team 1;43;43.00;4.54;57;LP;0;3
Sydney;Special Hospital Team 2;81;74.31;2.27;28;LP;0;3
Sydney;Special Hospital Team 3;22;38.60;3.75;35;LP;0;3
Sydney;St Vincents Hospital;134;68.02;11.67;63;LP;0;13
Sydney;Surry Hills;306;75.37;0.20;100;LP;0;14
Sydney;Surry Hills North;926;72.80;-2.86;346;LP;0;50
Sydney;Surry Hills South;816;69.86;-1.44;352;LP;0;51
Sydney;Sydney (Sydney);1212;62.03;3.92;742;LP;0;83
Sydney;Toxteth;645;69.43;6.27;284;LP;0;36
Sydney;Ultimo;588;77.88;9.94;167;LP;0;32
Sydney;Waterloo;715;82.28;6.53;154;LP;0;85
Sydney;Zetland;122;81.33;4.25;28;LP;0;8
Sydney;ABSENT;4944;60.24;;3263;LP;0;402
Sydney;POSTAL;1873;64.39;;1036;LP;0;43
Sydney;PRE POLL;3807;61.96;;2337;LP;0;181
Sydney;PROVISIONAL;988;70.88;;406;LP;0;107
Throsby;Albion Park;725;68.01;3.16;341;LP;0;28
Throsby;Albion Park Rail;2510;70.45;1.88;1053;LP;0;143
Throsby;Albion Park South;1708;64.89;0.05;924;LP;0;103
Throsby;Barrack Heights;1126;78.85;4.12;302;LP;0;72
Throsby;Berkeley;1529;80.86;5.62;362;LP;0;95
Throsby;Berkeley South;542;77.99;0.93;153;LP;0;20
Throsby;Berkeley West;1389;80.76;2.59;331;LP;0;62
Throsby;Blackbutt;559;65.76;-7.28;291;LP;0;17
Throsby;Brownsville;826;65.45;5.04;436;LP;0;40
Throsby;Cringila;1168;91.25;6.40;112;LP;0;65
Throsby;Dapto;1796;72.62;6.11;677;LP;0;100
Throsby;Farmborough Road;1769;66.11;2.30;907;LP;0;105
Throsby;Figtree (Throsby);439;67.54;3.40;211;LP;0;44
Throsby;Hayes Park;1556;67.21;4.82;759;LP;0;84
Throsby;Kemblawarra;711;83.65;6.37;139;LP;0;50
Throsby;Koonawarra;1882;79.54;3.37;484;LP;0;76
Throsby;Lake Heights;933;78.40;4.66;257;LP;0;68
Throsby;Lake Illawarra;1477;74.48;6.14;506;LP;0;76
Throsby;Lakelands;1261;74.00;7.77;443;LP;0;46
Throsby;Marshall Mount;26;28.26;5.31;66;LP;0;3
Throsby;Mount Brown;1244;67.21;6.04;607;LP;0;67
Throsby;Mount Terry;598;69.45;4.61;263;LP;0;11
Throsby;Mount Warrigal;1721;74.70;4.85;583;LP;0;107
Throsby;Oak Flats;2193;70.67;4.32;910;LP;0;123
Throsby;Oak Flats East;564;70.50;3.10;236;LP;0;20
Throsby;Port Kembla;1172;79.24;1.65;307;LP;0;82
Throsby;Port Kembla Central;710;85.44;7.56;121;LP;0;63
Throsby;Primbee;651;72.66;3.61;245;LP;0;64
Throsby;Shellharbour;1731;67.59;1.73;830;LP;0;106
Throsby;Special Hospital Team 1;98;50.26;1.00;97;LP;0;6
Throsby;Special Hospital Team 2;56;46.28;;65;LP;0;5
Throsby;Sydney (Throsby);20;57.14;-0.55;15;LP;0;1
Throsby;Unanderra (Throsby);375;68.68;4.66;171;LP;0;27
Throsby;Unanderra Central (Throsby);171;59.37;-4.68;117;LP;0;22
Throsby;Warilla;1189;78.07;3.82;334;LP;0;70
Throsby;Warilla East;862;70.66;4.12;358;LP;0;42
Throsby;Warilla North;1468;85.45;4.55;250;LP;0;87
Throsby;Warilla South;1659;71.23;1.99;670;LP;0;77
Throsby;Warrawong;1436;83.39;2.62;286;LP;0;126
Throsby;Warrawong Central;1162;82.53;2.87;246;LP;0;128
Throsby;West Dapto;988;68.47;3.06;455;LP;0;51
Throsby;Windang;1007;68.41;0.49;465;LP;0;81
Throsby;ABSENT;2798;66.86;;1387;LP;0;151
Throsby;POSTAL;1877;66.77;;934;LP;0;38
Throsby;PRE POLL;2299;66.62;;1152;LP;0;66
Throsby;PROVISIONAL;612;82.37;;131;LP;0;30
Warringah;Allambie;279;43.19;2.27;367;LP;0;19
Warringah;Allambie Heights;1102;39.61;4.56;1680;LP;0;132
Warringah;Balgowlah;471;35.02;6.94;874;LP;0;55
Warringah;Balgowlah Heights;552;24.15;1.50;1734;LP;0;53
Warringah;Balmoral;220;22.04;-7.57;778;LP;0;21
Warringah;Beacon Hill (Warringah);428;38.80;4.13;675;LP;0;51
Warringah;Beauty Point;305;28.01;7.83;784;LP;0;23
Warringah;Brookvale;669;45.48;2.79;802;LP;0;112
Warringah;Cremorne South (Warringah);100;33.22;1.80;201;LP;0;9
Warringah;Curl Curl;1100;45.25;2.32;1331;LP;0;83
Warringah;Dee Why Central (Warringah);143;44.00;-2.72;182;LP;0;21
Warringah;Fairlight;573;37.65;3.82;949;LP;0;34
Warringah;Forestville;1304;36.74;4.95;2245;LP;0;111
Warringah;Forestville East;290;34.36;3.72;554;LP;0;25
Warringah;Frenchs Forest (Warringah);432;36.67;4.08;746;LP;0;42
Warringah;Freshwater;242;42.98;0.11;321;LP;0;12
Warringah;Harbord;1329;46.99;4.04;1499;LP;0;113
Warringah;Killarney Heights;532;31.63;5.12;1150;LP;0;48
Warringah;Manly;1538;43.64;1.97;1986;LP;0;109
Warringah;Manly Central;449;43.98;-1.30;572;LP;0;33
Warringah;Manly Hospital;121;36.89;-1.76;207;LP;0;9
Warringah;Manly Vale;1088;48.66;6.87;1148;LP;0;90
Warringah;Manly West;793;41.87;0.85;1101;LP;0;58
Warringah;Middle Harbour;386;30.39;1.50;884;LP;0;30
Warringah;Mosman;1223;31.01;1.37;2721;LP;0;96
Warringah;Mosman Bay;552;26.07;0.38;1565;LP;0;58
Warringah;Mosman West;178;32.36;2.55;372;LP;0;17
Warringah;North Balgowlah;661;40.90;4.47;955;LP;0;46
Warringah;North Manly;362;38.97;2.87;567;LP;0;38
Warringah;Queenscliff;595;40.53;2.25;873;LP;0;62
Warringah;Seaforth;849;34.18;1.94;1635;LP;0;70
Warringah;Seaforth East;552;32.99;3.73;1121;LP;0;58
Warringah;Special Hospital Team 1;14;18.92;-4.61;60;LP;0;3
Warringah;Special Hospital Team 2;8;15.69;-10.07;43;LP;0;1
Warringah;Special Hospital Team 3;35;29.66;13.64;83;LP;0;7
Warringah;Spit Junction;422;34.25;-0.16;810;LP;0;46
Warringah;Sydney (Warringah);55;53.92;-0.98;47;LP;0;6
Warringah;Wingala;803;45.32;3.09;969;LP;0;89
Warringah;ABSENT;2165;35.71;;3898;LP;0;231
Warringah;POSTAL;900;29.82;;2118;LP;0;27
Warringah;PRE POLL;2395;36.74;;4123;LP;0;96
Warringah;PROVISIONAL;316;43.23;;415;LP;0;29
Watson;Bardwell Park;471;50.21;5.70;467;LP;0;43
Watson;Belmore Central;1409;75.59;5.96;455;LP;0;116
Watson;Belmore North;1535;76.10;4.35;482;LP;0;115
Watson;Belmore South;1425;73.00;5.49;527;LP;0;108
Watson;Beverly Hills;723;53.87;8.62;619;LP;0;56
Watson;Beverly Hills South;637;57.59;1.38;469;LP;0;33
Watson;Bexley North;638;58.32;7.12;456;LP;0;68
Watson;Bexley West;1127;59.35;0.72;772;LP;0;86
Watson;Campsie;1907;86.21;10.41;305;LP;0;126
Watson;Campsie South;1247;79.28;8.81;326;LP;0;101
Watson;Canterbury;419;77.02;7.14;125;LP;0;33
Watson;Canterbury Hospital;520;72.52;1.81;197;LP;0;52
Watson;Canterbury South;649;75.64;8.41;209;LP;0;49
Watson;Carlton West;840;66.40;4.06;425;LP;0;72
Watson;Clemton Park;1780;63.59;4.77;1019;LP;0;169
Watson;Cup & Saucer;1077;72.23;7.41;414;LP;0;100
Watson;Earlwood;593;64.46;7.83;327;LP;0;42
Watson;Earlwood North;1719;60.51;4.23;1122;LP;0;174
Watson;Earlwood South;1526;67.05;5.28;750;LP;0;135
Watson;Gilchrist Park;613;57.67;6.11;450;LP;0;45
Watson;Harcourt;2074;77.62;9.01;598;LP;0;126
Watson;Harcourt Central;1330;77.64;6.10;383;LP;0;116
Watson;Harcourt North;699;63.89;4.23;395;LP;0;66
Watson;Hurstville;1589;70.75;5.82;657;LP;0;130
Watson;Hurstville East;1028;68.90;5.27;464;LP;0;78
Watson;Hurstville North;1208;58.24;4.33;866;LP;0;92
Watson;Kingsgrove;1163;61.80;9.37;719;LP;0;91
Watson;Kingsgrove North;572;64.41;9.83;316;LP;0;39
Watson;Kingsgrove South;739;62.15;6.46;450;LP;0;61
Watson;Lakemba;1515;80.41;6.95;369;LP;0;97
Watson;Lakemba Central;1328;75.80;9.15;424;LP;0;127
Watson;Lakemba North;1230;85.30;7.10;212;LP;0;88
Watson;Mccallums Hill;2013;64.40;7.44;1113;LP;0;201
Watson;Penshurst;790;58.22;3.70;567;LP;0;68
Watson;Ponyara Road;822;58.30;10.33;588;LP;0;36
Watson;Special Hospital Team 1;33;58.93;1.79;23;LP;0;0
Watson;Special Hospital Team 2;41;59.42;8.88;28;LP;0;3
Watson;Sutton Park;715;63.50;0.70;411;LP;0;49
Watson;Sydney (Watson);90;73.17;-5.13;33;LP;0;11
Watson;Undercliffe;847;59.27;2.96;582;LP;0;57
Watson;Wiley Park East;664;81.17;4.66;154;LP;0;56
Watson;ABSENT;3196;62.74;;1898;LP;0;250
Watson;POSTAL;1581;60.14;;1048;LP;0;28
Watson;PRE POLL;2071;64.54;;1138;LP;0;108
Watson;PROVISIONAL;656;76.28;;204;LP;0;90
Wentworth;Bellevue Hill;863;31.52;2.20;1875;LP;0;101
Wentworth;Bellevue Park;286;34.05;-1.45;554;LP;0;32
Wentworth;Ben Buckler;162;60.90;2.72;104;LP;0;6
Wentworth;Bondi;1786;52.62;1.55;1608;LP;0;253
Wentworth;Bondi Beach;2860;59.48;1.72;1948;LP;0;234
Wentworth;Bondi Junction;1267;52.20;0.33;1160;LP;0;111
Wentworth;Bondi North;809;47.28;3.52;902;LP;0;79
Wentworth;Bronte;912;51.91;0.72;845;LP;0;60
Wentworth;Castlefield;353;56.57;5.93;271;LP;0;30
Wentworth;Charing Cross;832;55.06;3.46;679;LP;0;54
Wentworth;Clovelly;931;53.82;-1.90;799;LP;0;51
Wentworth;Clovelly Beach;467;58.82;1.38;327;LP;0;24
Wentworth;Clovelly North;1128;54.94;3.50;925;LP;0;75
Wentworth;Coogee Beach (Wentworth);917;56.99;4.50;692;LP;0;51
Wentworth;Cooper Park;210;22.53;-2.08;722;LP;0;21
Wentworth;Darling Point;358;20.94;-1.12;1352;LP;0;61
Wentworth;Diamond Bay;775;32.47;2.46;1612;LP;0;104
Wentworth;Double Bay;771;27.96;1.24;1987;LP;0;112
Wentworth;Dover Heights;664;26.97;1.19;1798;LP;0;115
Wentworth;Edgecliff;115;24.73;-0.32;350;LP;0;12
Wentworth;Parsley Bay;80;15.15;-1.43;448;LP;0;14
Wentworth;Peters Corner (Wentworth);948;55.70;1.90;754;LP;0;74
Wentworth;Randwick;850;54.24;0.67;717;LP;0;51
Wentworth;Randwick East;508;53.19;4.76;447;LP;0;37
Wentworth;Randwick North;1309;53.23;2.97;1150;LP;0;93
Wentworth;Rose Bay;755;32.50;2.13;1568;LP;0;121
Wentworth;Rose Bay Central;254;27.34;1.90;675;LP;0;35
Wentworth;Special Hospital Team 1;53;44.17;-4.61;67;LP;0;5
Wentworth;Special Hospital Team 2;46;31.72;-5.03;99;LP;0;9
Wentworth;Special Hospital Team 3;56;42.11;-4.11;77;LP;0;7
Wentworth;Sydney (Wentworth);143;62.17;1.40;87;LP;0;8
Wentworth;Vaucluse;156;17.65;3.88;728;LP;0;26
Wentworth;Watsons Bay;244;27.45;0.01;645;LP;0;32
Wentworth;Waverley;550;50.37;-1.47;542;LP;0;44
Wentworth;Waverley College;445;45.22;-4.57;539;LP;0;37
Wentworth;Woollahra;477;34.29;1.25;914;LP;0;33
Wentworth;Woollahra East;590;42.91;3.88;785;LP;0;21
Wentworth;ABSENT;3173;45.72;;3767;LP;0;280
Wentworth;POSTAL;1067;35.40;;1947;LP;0;40
Wentworth;PRE POLL;3263;43.41;;4254;LP;0;170
Wentworth;PROVISIONAL;477;52.77;;427;LP;0;48
Werriwa;Airds (Werriwa);541;78.18;0.20;151;LP;0;41
Werriwa;Airds North;592;85.43;8.56;101;LP;0;43
Werriwa;Blairmount;506;73.76;13.27;180;LP;0;29
Werriwa;Bradbury (Werriwa);112;52.09;-25.98;103;LP;0;15
Werriwa;Campbellfield;852;73.20;7.29;312;LP;0;69
Werriwa;Campbelltown (Werriwa);1025;61.78;7.58;634;LP;0;70
Werriwa;Campbelltown East;1343;60.55;8.03;875;LP;0;130
Werriwa;Campbelltown North;484;61.81;8.04;299;LP;0;24
Werriwa;Casula;2232;64.53;7.92;1227;LP;0;264
Werriwa;Casula South;520;55.26;5.37;421;LP;0;53
Werriwa;Claymore;1010;81.91;8.04;223;LP;0;63
Werriwa;Curran;900;76.40;8.26;278;LP;0;85
Werriwa;Eagle Vale;824;66.18;5.85;421;LP;0;68
Werriwa;Eschol Park;1412;63.60;7.49;808;LP;0;102
Werriwa;Glenfield;1388;64.11;10.27;777;LP;0;111
Werriwa;Glenfield East;781;63.14;9.02;456;LP;0;71
Werriwa;Guise;904;80.64;4.87;217;LP;0;95
Werriwa;Hoxton Park;842;69.53;14.07;369;LP;0;31
Werriwa;Ingleburn;2240;59.23;6.72;1542;LP;0;205
Werriwa;Ingleburn High;580;55.77;7.12;460;LP;0;30
Werriwa;Ingleburn Military Camp;162;36.40;4.16;283;LP;0;18
Werriwa;Kentlyn;282;41.11;4.38;404;LP;0;25
Werriwa;Leumeah;1337;64.28;6.40;743;LP;0;105
Werriwa;Leumeah North;832;55.61;9.01;664;LP;0;52
Werriwa;Liverpool West (Werriwa);237;66.76;4.58;118;LP;0;31
Werriwa;Lurnea;1608;74.03;8.82;564;LP;0;156
Werriwa;Macquarie Fields;1631;60.34;7.57;1072;LP;0;154
Werriwa;Macquarie Fields North;460;66.86;11.15;228;LP;0;36
Werriwa;Minto;1306;66.91;9.50;646;LP;0;123
Werriwa;Prestons;1314;60.14;8.05;871;LP;0;181
Werriwa;Prestons West;539;59.69;7.52;364;LP;0;29
Werriwa;Robert Townson;1970;63.49;6.69;1133;LP;0;167
Werriwa;Ruse;1598;54.35;4.83;1342;LP;0;111
Werriwa;Sackville Street;1205;58.87;6.20;842;LP;0;59
Werriwa;St Andrews;1553;60.69;2.88;1006;LP;0;113
Werriwa;St Andrews South;655;63.16;5.02;382;LP;0;32
Werriwa;Sydney (Werriwa);50;60.98;2.64;32;LP;0;9
Werriwa;The Grange;1039;73.01;13.23;384;LP;0;61
Werriwa;Whiddon Homes;96;53.93;8.44;82;LP;0;34
Werriwa;Woodbine;758;57.56;5.25;559;LP;0;71
Werriwa;ABSENT;3844;58.12;;2770;LP;0;366
Werriwa;POSTAL;1800;59.31;;1235;LP;0;48
Werriwa;PRE POLL;2096;56.79;;1595;LP;0;125
Werriwa;PROVISIONAL;514;71.19;;208;LP;0;61
Aston;Bayswater;1136;53.36;3.47;993;LP;0;87
Aston;Bayswater South;692;50.25;2.99;685;LP;0;53
Aston;Bayswater West;981;48.88;4.16;1026;LP;0;67
Aston;Blackwood Park;623;50.45;2.29;612;LP;0;49
Aston;Charlesworth Park;1315;41.47;0.49;1856;LP;0;89
Aston;Eastmont;648;45.16;2.36;787;LP;0;31
Aston;Flamingo;804;41.10;4.05;1152;LP;0;47
Aston;Heany Park;1115;42.33;0.14;1519;LP;0;75
Aston;Heathmont East;547;42.90;2.69;728;LP;0;24
Aston;Heathmont High;686;41.83;0.82;954;LP;0;32
Aston;Karoo;778;45.85;-2.28;919;LP;0;46
Aston;Knox Gardens;1318;44.01;2.00;1677;LP;0;107
Aston;Knoxfield;1818;50.22;2.14;1802;LP;0;116
Aston;Knoxfield North;633;47.95;2.31;687;LP;0;46
Aston;Lysterfield;436;39.14;2.77;678;LP;0;36
Aston;Melbourne (Aston);32;59.26;12.71;22;LP;0;0
Aston;Morack;948;40.58;-0.59;1388;LP;0;70
Aston;Mountain Gate;1842;51.20;-0.64;1756;LP;0;138
Aston;Park Ridge;990;45.50;0.16;1186;LP;0;63
Aston;Parkmore;1312;52.48;2.70;1188;LP;0;96
Aston;Rowville;1910;46.47;1.60;2200;LP;0;108
Aston;Rowville East;1393;46.68;0.14;1591;LP;0;95
Aston;Scoresby;1319;50.63;0.65;1286;LP;0;78
Aston;Scoresby East;391;49.75;1.01;395;LP;0;19
Aston;Special Hospital Team 1;53;46.90;14.23;60;LP;0;3
Aston;Special Hospital Team 2;65;28.38;5.27;164;LP;0;3
Aston;Studfield East;1430;51.14;1.70;1366;LP;0;94
Aston;Templeton;700;50.58;2.98;684;LP;0;50
