Division;Polling Place;ALP TPP Vote;ALP TPP Pc;ALP Swing;Coalition TPP Vote;Coalition Party;TPP Exhausted;Informal Vote
Menzies;Templestowe Park;783;31.78;0.95;1681;LP;10;62
Menzies;Templestowe Valley;742;42.87;1.32;989;LP;14;33
Menzies;The Pines;339;36.97;-2.42;578;LP;1;16
Menzies;Tunstall;636;41.51;-1.33;896;LP;6;31
Menzies;Waldau;1018;44.38;0.95;1276;LP;11;59
Menzies;Warrandyte;994;37.67;-0.95;1645;LP;25;40
Menzies;Warrandyte South;256;31.96;-8.52;545;LP;6;18
Menzies;Warranwood;470;35.34;-5.15;860;LP;15;19
Menzies;Wonga Park;422;27.62;-0.87;1106;LP;12;30
Menzies;Yarraleen;1168;44.09;1.27;1481;LP;4;97
Menzies;ABSENT;1470;40.17;;2189;LP;40;142
Menzies;POSTAL;632;34.09;;1222;LP;1;16
Menzies;PRE POLL;1011;35.02;;1876;LP;6;65
Menzies;PROVISIONAL;144;43.11;;190;LP;3;19
Murray;Ardmona;96;22.97;;322;LP;1;12
Murray;Ballendella;9;5.70;;149;LP;0;1
Murray;Bamawm;18;8.82;;186;LP;0;5
Murray;Bamawm Extension;16;10.53;;136;LP;0;4
Murray;Barmah;62;33.16;;125;LP;0;3
Murray;Boort;127;15.84;;675;LP;0;8
Murray;Bunbartha;38;16.38;;194;LP;0;6
Murray;Byrneside;23;13.37;;149;LP;0;3
Murray;Calivil;11;6.63;;155;LP;0;3
Murray;Cobram;950;30.96;;2118;LP;5;108
Murray;Cohuna;393;19.47;;1625;LP;5;49
Murray;Colbinabbin;28;11.29;;220;LP;0;4
Murray;Congupna;63;15.56;;342;LP;0;4
Murray;Cooma;5;3.16;;153;LP;1;5
Murray;Corop;8;9.09;;80;LP;1;3
Murray;Dhurringile;22;13.17;;145;LP;0;3
Murray;Dingee;26;11.40;;202;LP;0;5
Murray;Dingwall;5;4.55;;105;LP;0;1
Murray;Dookie;45;19.91;;181;LP;0;4
Murray;Dookie College;20;22.47;;69;LP;0;0
Murray;Durham Ox;9;8.57;;96;LP;1;1
Murray;Echuca;738;30.47;;1684;LP;8;56
Murray;Echuca Central;141;27.12;;379;LP;2;12
Murray;Echuca East;407;35.67;;734;LP;3;51
Murray;Echuca Hospital;105;27.27;;280;LP;0;11
Murray;Echuca South;594;30.56;;1350;LP;4;56
Murray;Echuca Village;68;20.86;;258;LP;1;8
Murray;Echuca West;39;12.00;;286;LP;1;5
Murray;Girgarre;74;16.05;;387;LP;0;14
Murray;Goulburn Valley Base Hospital;120;30.15;;278;LP;0;8
Murray;Gowrie Street;896;36.68;;1547;LP;3;95
Murray;Grahamvale;28;13.02;;187;LP;0;9
Murray;Gunbower;104;25.30;;307;LP;1;14
Murray;Guthrie Street;331;22.41;;1146;LP;6;38
Murray;Katamatite;44;15.33;;243;LP;1;2
Murray;Katunga;68;15.18;;380;LP;0;10
Murray;Kerang;445;22.63;;1521;LP;3;52
Murray;Kerang North;196;21.10;;733;LP;1;20
Murray;Kialla;76;19.54;;313;LP;2;1
Murray;Kialla West;79;21.18;;294;LP;0;10
Murray;Knight Street;509;26.12;;1440;LP;4;45
Murray;Koondrook;184;27.30;;490;LP;0;17
Murray;Koroop;9;9.28;;88;LP;0;0
Murray;Kotta;13;11.11;;104;LP;0;2
Murray;Kotupna;10;11.11;;80;LP;0;2
Murray;Koyuga;18;13.14;;119;LP;0;3
Murray;Ky Valley;23;9.58;;217;LP;0;4
Murray;Kyabram;557;24.06;;1758;LP;11;52
Murray;Kyabram West;446;26.66;;1227;LP;1;50
Murray;Lake Charm;64;24.81;;194;LP;4;2
Murray;Lalbert;8;6.06;;124;LP;0;1
Murray;Lancaster;32;11.90;;237;LP;2;7
Murray;Leitchville;62;11.19;;492;LP;1;23
Murray;Lemnos;49;14.58;;287;LP;1;13
Murray;Lockington;79;14.71;;458;LP;0;13
Murray;Macorna;12;8.96;;122;LP;0;1
Murray;Melbourne (Murray);30;33.71;;59;LP;1;0
Murray;Merrigum;123;21.62;;446;LP;0;23
Murray;Mitiamo;22;19.13;;93;LP;0;6
Murray;Mooroopna;672;34.11;;1298;LP;4;69
Murray;Mooroopna Park;768;37.03;;1306;LP;1;66
Murray;Murchison;146;27.09;;393;LP;1;12
Murray;Murrabit;46;11.95;;339;LP;1;14
Murray;Nanneella;33;11.96;;243;LP;1;11
Murray;Naring;7;6.48;;101;LP;1;2
Murray;Nathalia;285;24.87;;861;LP;2;36
Murray;Numurkah;555;22.84;;1875;LP;3;42
Murray;Orrvale;54;14.92;;308;LP;0;12
Murray;Picola;30;15.71;;161;LP;0;4
Murray;Pine Lodge;16;13.33;;104;LP;1;1
Murray;Pyramid Hill;95;19.39;;395;LP;2;17
Murray;Quambatook;48;16.22;;248;LP;0;10
Murray;Rochester;501;23.57;;1625;LP;1;67
Murray;Rushworth;325;33.64;;641;LP;4;39
Murray;Serpentine;32;15.31;;177;LP;1;4
Murray;Shepparton;216;30.42;;494;LP;4;28
Murray;Shepparton Central;204;22.30;;711;LP;1;30
Murray;Shepparton East;127;20.58;;490;LP;3;29
Murray;Shepparton North;416;22.35;;1445;LP;0;42
Murray;Shepparton South;522;32.08;;1105;LP;5;67
Murray;Special Hospital Team 1;16;18.18;;72;LP;0;2
Murray;Special Hospital Team 2;40;46.51;;46;LP;0;1
Murray;Special Hospital Team 3;19;17.92;;87;LP;0;5
Murray;Special Hospital Team 4;25;17.99;;114;LP;0;10
Murray;Special Hospital Team 5;30;23.81;;96;LP;1;1
Murray;Stanhope;131;17.63;;612;LP;0;16
Murray;Strathmerton;174;24.30;;542;LP;1;26
Murray;Tallygaroopna;53;14.10;;323;LP;0;8
Murray;Tatura;656;27.54;;1726;LP;8;75
Murray;Tennyson;3;2.29;;128;LP;0;2
Murray;Tongala;268;22.64;;916;LP;3;21
Murray;Toolamba;79;23.24;;261;LP;0;5
Murray;Toolleen;27;18.88;;116;LP;1;6
Murray;Torrumbarry;41;18.72;;178;LP;1;2
Murray;Undera;42;12.57;;292;LP;0;9
Murray;Waaia;37;11.60;;282;LP;0;6
Murray;Wanganui;486;48.26;;521;LP;1;36
Murray;Wilmot Road;1359;36.40;;2375;LP;15;162
Murray;Wunghnu;52;20.80;;198;LP;0;7
Murray;Wyuna;33;18.03;;150;LP;0;3
Murray;Wyuna East;15;13.16;;99;LP;0;3
Murray;Yarrawalla South;10;8.77;;104;LP;0;3
Murray;Yarroweyah;53;12.50;;371;LP;0;3
Murray;Yielima;23;16.55;;116;LP;0;1
Murray;ABSENT;1145;31.73;;2464;LP;11;80
Murray;POSTAL;465;23.92;;1479;LP;4;15
Murray;PRE POLL;596;29.58;;1419;LP;5;32
Murray;PROVISIONAL;213;37.97;;348;LP;3;20
Scullin;Apollo Parkways;1776;53.33;0.76;1554;LP;9;86
Scullin;Bundoora North;1132;72.15;0.10;437;LP;7;45
Scullin;Epping;1726;68.90;0.35;779;LP;2;127
Scullin;Epping East;2210;73.54;-1.10;795;LP;12;110
Scullin;Epping South;965;78.39;1.78;266;LP;2;48
Scullin;Findon;2077;72.47;1.54;789;LP;14;83
Scullin;Greenhills;831;47.30;-2.84;926;LP;11;45
Scullin;Greensborough;702;55.54;-0.71;562;LP;7;44
Scullin;Greensborough East;521;44.27;-10.57;656;LP;2;24
Scullin;Grimshaw;1116;58.43;-2.07;794;LP;2;58
Scullin;Keelbundoora;330;63.58;-2.51;189;LP;3;10
Scullin;Lalor;2039;77.44;-1.90;594;LP;7;136
Scullin;Lalor East;2667;80.28;-0.24;655;LP;8;138
Scullin;Lalor North;1717;82.99;-2.65;352;LP;6;94
Scullin;Lalor Park;1860;80.00;-1.68;465;LP;7;117
Scullin;Lalor South;1417;85.05;-0.05;249;LP;2;72
Scullin;Lalor West;1871;82.24;-0.66;404;LP;2;96
Scullin;Meadowglen;1177;73.93;-0.69;415;LP;2;60
Scullin;Melbourne (Scullin);48;72.73;-27.27;18;LP;0;6
Scullin;Mill Park;1743;69.30;-0.48;772;LP;11;78
Scullin;Mill Park Heights;2146;75.78;1.76;686;LP;2;93
Scullin;Morang South;671;56.72;4.30;512;LP;2;33
Scullin;Norris Bank;1838;68.92;-2.21;829;LP;7;107
Scullin;Plenty;185;34.45;-21.36;352;LP;1;19
Scullin;Special Hospital Team 1;80;55.94;;63;LP;0;2
Scullin;The Stables;2722;71.03;-2.00;1110;LP;4;130
Scullin;Thomastown;940;79.93;0.36;236;LP;8;50
Scullin;Thomastown East;1823;80.03;-2.45;455;LP;5;101
Scullin;Thomastown Meadows;2008;85.41;-1.11;343;LP;9;90
Scullin;Thomastown West;3838;81.71;-3.15;859;LP;8;223
Scullin;Watsonia North;2315;59.99;-0.40;1544;LP;17;117
Scullin;ABSENT;1822;61.24;;1153;LP;13;114
Scullin;POSTAL;956;69.13;;427;LP;2;20
Scullin;PRE POLL;901;61.59;;562;LP;3;35
Scullin;PROVISIONAL;324;79.02;;86;LP;1;19
Wannon;Allansford;236;31.42;-2.65;515;LP;1;11
Wannon;Ararat;1955;57.47;-3.34;1447;LP;6;75
Wannon;Ararat West;709;47.62;-3.81;780;LP;2;15
Wannon;Balmoral;100;32.89;-0.35;204;LP;1;8
Wannon;Beaufort;543;42.42;-2.42;737;LP;3;40
Wannon;Berrybank;17;14.66;3.39;99;LP;0;0
Wannon;Bolwarra;161;41.49;-1.36;227;LP;0;12
Wannon;Branxholme;64;22.70;-5.59;218;LP;1;4
Wannon;Buangor;53;28.04;3.04;136;LP;0;2
Wannon;Byaduk;17;12.78;-1.60;116;LP;0;4
Wannon;Camperdown;964;35.62;-2.78;1742;LP;5;45
Wannon;Cape Clear;98;38.43;-6.06;157;LP;0;8
Wannon;Caramut;83;33.74;-2.50;163;LP;1;4
Wannon;Carpendeit;32;16.16;-13.25;166;LP;1;0
Wannon;Casterton;647;35.61;-3.10;1170;LP;0;38
Wannon;Cavendish;75;19.13;2.22;317;LP;0;6
Wannon;Chetwynd;19;28.79;-0.51;47;LP;0;2
Wannon;Cobden;393;25.55;-3.74;1145;LP;1;37
Wannon;Coleraine;370;34.42;-3.87;705;LP;1;11
Wannon;Condah;43;22.51;0.56;148;LP;0;4
Wannon;Dartmoor;141;37.90;-5.25;231;LP;0;10
Wannon;Dennington;257;41.12;-5.75;368;LP;0;21
Wannon;Dergholm;15;14.56;-7.01;88;LP;0;1
Wannon;Derrinallum;112;24.45;0.24;346;LP;3;9
Wannon;Dunkeld;168;31.94;-2.07;358;LP;3;8
Wannon;Ecklin South;22;8.73;-0.82;230;LP;0;4
Wannon;Elmhurst;43;33.33;-5.48;86;LP;0;4
Wannon;Glenthompson;76;29.92;-1.06;178;LP;0;1
Wannon;Gorae West;54;27.41;3.05;143;LP;0;3
Wannon;Hamilton;1471;41.05;-1.19;2112;LP;10;73
Wannon;Hamilton Central;339;38.48;-7.27;542;LP;0;10
Wannon;Hamilton East;200;42.64;-9.30;269;LP;3;5
Wannon;Hamilton North;175;43.97;-1.27;223;LP;0;8
Wannon;Hawkesdale;70;20.00;-0.96;280;LP;0;5
Wannon;Heywood;447;33.33;-5.52;894;LP;9;54
Wannon;Kennedy Street;612;46.75;-7.08;697;LP;4;15
Wannon;Kings College;473;33.50;-9.27;939;LP;3;21
Wannon;Koroit;507;36.93;-4.15;866;LP;4;33
Wannon;Lake Bolac;98;24.20;2.93;307;LP;0;4
Wannon;Linton;203;50.25;-1.14;201;LP;0;13
Wannon;Lismore;100;24.33;1.66;311;LP;1;10
Wannon;Lyndoch;151;41.26;-1.92;215;LP;2;4
Wannon;Macarthur;126;25.00;-0.37;378;LP;2;7
Wannon;Mailors Flat;106;26.37;3.91;296;LP;1;5
Wannon;Melbourne (Wannon);33;35.87;;59;LP;1;2
Wannon;Merino;150;39.68;-0.01;228;LP;0;7
Wannon;Merrivale;205;48.81;-3.49;215;LP;2;15
Wannon;Mortlake;349;31.13;-3.16;772;LP;3;19
Wannon;Moyston;71;34.80;-3.38;133;LP;0;5
Wannon;Naringal;24;12.70;2.64;165;LP;0;4
Wannon;Narrawong;87;37.18;-0.75;147;LP;2;2
Wannon;Nelson;63;36.21;4.39;111;LP;2;5
Wannon;Noorat;89;18.70;-6.12;387;LP;2;15
Wannon;Nullawarre;51;11.59;-1.78;389;LP;1;9
Wannon;Orford;27;22.88;0.28;91;LP;0;0
Wannon;Panmure;103;24.64;-0.02;315;LP;0;13
Wannon;Patterson Park;560;52.14;-0.88;514;LP;2;26
Wannon;Penshurst;178;32.07;0.15;377;LP;2;20
Wannon;Peterborough;56;29.79;-0.15;132;LP;1;1
Wannon;Pigeon Ponds;24;21.82;-6.39;86;LP;0;0
Wannon;Pirron Yallock (Wannon);49;31.41;-6.77;107;LP;0;2
Wannon;Pomonal;80;40.20;-0.62;119;LP;1;3
Wannon;Poolaijelo;10;13.33;3.19;65;LP;0;4
Wannon;Port Campbell;90;29.32;-0.85;217;LP;0;6
Wannon;Port Fairy;824;43.21;-1.42;1083;LP;10;25
Wannon;Portland Central;1628;48.18;-4.79;1751;LP;8;72
Wannon;Portland North;89;37.24;0.00;150;LP;0;1
Wannon;Portland South;613;48.69;-3.45;646;LP;1;33
Wannon;Purnim;68;22.44;-3.62;235;LP;2;6
Wannon;Scotts Creek;17;8.99;4.99;172;LP;1;3
Wannon;Simpson (Wannon);73;14.17;0.66;442;LP;0;8
Wannon;Skipton;139;27.97;-1.96;358;LP;1;14
Wannon;Smythesdale;411;55.99;-2.84;323;LP;3;23
Wannon;Snake Valley;232;49.26;-0.74;239;LP;2;11
Wannon;Special Hospital Team 1;38;50.00;;38;LP;0;1
Wannon;Special Hospital Team 2;23;24.47;;71;LP;0;3
Wannon;Special Hospital Team 3;15;26.32;;42;LP;0;1
Wannon;Streatham;37;13.75;0.10;232;LP;0;4
Wannon;Tarrington;52;19.70;3.98;212;LP;0;6
Wannon;Tatyoon;26;15.48;4.98;142;LP;0;4
Wannon;Terang;495;32.65;-3.64;1021;LP;4;50
Wannon;The Sisters;12;8.57;4.16;128;LP;0;3
Wannon;Timboon;211;20.39;-3.09;824;LP;6;17
Wannon;Tower Square;325;40.12;-1.06;485;LP;1;10
Wannon;Tyrendarra;34;17.00;-6.21;166;LP;0;2
Wannon;Wangoom;43;22.16;-4.76;151;LP;0;0
Wannon;Warrnambool;1551;40.78;-4.37;2252;LP;14;88
Wannon;Warrnambool Base Hospital;171;42.43;-5.19;232;LP;0;5
Wannon;Warrnambool East;787;43.48;-5.60;1023;LP;10;41
Wannon;Warrnambool Education Centre;433;43.04;-4.58;573;LP;0;29
Wannon;Warrnambool North;572;42.28;2.00;781;LP;5;24
Wannon;Warrnambool South;206;44.40;-4.08;258;LP;0;9
Wannon;Warrnambool West;957;43.42;-4.97;1247;LP;4;50
Wannon;Willaura;108;26.15;-3.20;305;LP;0;7
Wannon;Wiridjil (Wannon);9;7.32;2.01;114;LP;0;1
Wannon;Woodford;116;35.15;2.53;214;LP;3;4
Wannon;Woolsthorpe;86;27.83;-4.75;223;LP;0;4
Wannon;Woorndoo;30;15.31;-0.29;166;LP;0;2
Wannon;Yambuk;33;15.79;-1.45;176;LP;1;4
Wannon;ABSENT;1400;39.51;;2143;LP;9;71
Wannon;POSTAL;972;32.14;;2052;LP;4;36
Wannon;PRE POLL;1254;39.80;;1897;LP;11;69
Wannon;PROVISIONAL;288;47.45;;319;LP;3;34
Wills;Anstey;650;83.23;;131;LP;9;27
Wills;Brunswick North;3084;82.42;;658;LP;28;138
Wills;Brunswick North East;1431;81.91;;316;LP;15;83
Wills;Brunswick North West;820;76.21;;256;LP;6;62
Wills;Coburg;1856;82.60;;391;LP;20;91
Wills;Coburg East;1678;77.87;;477;LP;18;105
Wills;Coburg North;1679;80.26;;413;LP;3;85
Wills;Coburg South;1242;80.28;;305;LP;10;73
Wills;Coburg South West;2635;78.12;;738;LP;33;127
Wills;Coburg West;0;0.00;;0;LP;0;0
Wills;Essendon;635;55.46;;510;LP;6;38
Wills;Essendon North;736;62.85;;435;LP;1;24
Wills;Essendon South;1325;60.06;;881;LP;16;37
Wills;Fawkner;463;74.20;;161;LP;4;41
Wills;Fawkner East;1307;84.49;;240;LP;3;75
Wills;Fawkner North;2077;81.58;;469;LP;2;116
Wills;Gaffney;621;66.77;;309;LP;3;42
Wills;Glenbervie;676;55.23;;548;LP;4;27
Wills;Glenroy;869;70.54;;363;LP;5;48
Wills;Glenroy Central;1211;73.44;;438;LP;8;82
Wills;Glenroy East;2294;76.24;;715;LP;11;167
Wills;Glenroy North;1753;80.93;;413;LP;8;125
Wills;Gowrie Park;854;77.36;;250;LP;4;66
Wills;Hadfield;673;76.56;;206;LP;3;26
Wills;Lake Park;312;75.18;;103;LP;1;25
Wills;Melbourne (Wills);66;69.47;;29;LP;1;4
Wills;Melville;757;78.20;;211;LP;6;38
Wills;Merlynston;873;75.00;;291;LP;8;35
Wills;Mitchell;1262;81.63;;284;LP;28;74
Wills;Moomba Park;1542;75.07;;512;LP;7;111
Wills;Moonee Ponds North;2065;70.24;;875;LP;18;72
Wills;Moreland;1629;79.54;;419;LP;8;87
Wills;Pascoe Vale;1866;70.39;;785;LP;2;97
Wills;Pascoe Vale Central;758;67.62;;363;LP;6;40
Wills;Pascoe Vale North;1655;75.71;;531;LP;9;98
Wills;Pascoe Vale South;1598;68.26;;743;LP;13;50
Wills;Pascoe Vale West;956;69.73;;415;LP;6;48
Wills;Special Hospital Team 1;6;33.33;;12;LP;0;1
Wills;Strathmore;1381;50.75;;1340;LP;7;64
Wills;Strathmore North;1250;60.07;;831;LP;7;64
Wills;Strathmore South;384;47.12;;431;LP;12;8
Wills;Westgate;1297;68.92;;585;LP;3;73
Wills;ABSENT;2475;66.96;;1221;LP;25;153
Wills;POSTAL;1571;59.49;;1070;LP;8;34
Wills;PRE POLL;1397;64.17;;780;LP;19;45
Wills;PROVISIONAL;398;76.83;;120;LP;4;31
Bowman;Alexandra Hills;1499;56.40;-9.12;1159;LP;7;88
Bowman;Alexandra Park;1248;50.12;-6.61;1242;LP;3;52
Bowman;Amity Point;132;50.19;-17.42;131;LP;0;10
Bowman;Birkdale;1737;46.34;-8.91;2011;LP;9;107
Bowman;Birkdale South;1511;51.64;-10.55;1415;LP;10;50
Bowman;Brisbane City (Bowman);78;63.41;-8.31;45;LP;1;0
Bowman;Capalaba;1093;49.19;-9.40;1129;LP;5;57
Bowman;Capalaba School (Bowman);1508;51.57;-10.27;1416;LP;3;86
Bowman;Cleveland;708;39.51;-8.71;1084;LP;4;40
Bowman;Cleveland School;1346;36.55;-8.58;2337;LP;1;59
Bowman;Coolnwynpin;911;48.93;-6.90;951;LP;1;40
Bowman;Dunwich;293;56.89;-9.64;222;LP;2;14
Bowman;Hemmant;465;61.02;-7.37;297;LP;7;24
Bowman;Hilliard;713;43.66;-9.44;920;LP;2;32
Bowman;Lake Sherrin;190;31.00;-8.09;423;LP;2;8
Bowman;Lindum;645;62.80;-6.68;382;LP;1;24
Bowman;Lota;874;59.95;-10.49;584;LP;6;41
Bowman;Manly;427;50.12;-9.49;425;LP;4;29
Bowman;Manly School;807;49.12;-8.98;836;LP;6;35
Bowman;Manly West;1042;47.47;-9.59;1153;LP;9;40
Bowman;Ormiston;756;37.89;-8.94;1239;LP;3;34
Bowman;Point Lookout;234;56.80;-7.90;178;LP;1;8
Bowman;Special Hospital Team 1;96;44.44;;120;LP;0;5
Bowman;Special Hospital Team 2;100;52.36;;91;LP;0;1
Bowman;Tangalooma;19;35.19;-7.00;35;LP;0;3
Bowman;Thorneside;823;52.15;-10.55;755;LP;4;42
Bowman;Thornlands;1472;39.75;-8.84;2231;LP;8;71
Bowman;Vienna Woods;1201;49.36;-10.71;1232;LP;8;84
Bowman;Wellington Point;1439;46.23;-9.48;1674;LP;7;69
Bowman;Wondall Heights;1368;51.20;-9.46;1304;LP;3;47
Bowman;Wynnum;792;56.41;-4.55;612;LP;8;26
Bowman;Wynnum Central;765;55.92;-13.97;603;LP;2;40
Bowman;Wynnum High;707;55.19;-10.80;574;LP;7;40
Bowman;Wynnum North;1204;55.66;-8.85;959;LP;8;45
Bowman;Wynnum North High;716;58.45;-8.79;509;LP;2;32
Bowman;Wynnum West;1561;59.11;-7.14;1080;LP;7;43
Bowman;ABSENT;1867;48.76;;1962;LP;12;83
Bowman;POSTAL;1317;50.69;;1281;LP;7;27
Bowman;PRE POLL;1011;42.12;;1389;LP;7;40
Bowman;PROVISIONAL;161;58.55;;114;LP;0;11
Brisbane;Alderley;1062;51.88;-4.43;985;LP;4;61
Brisbane;Ashgrove;1294;46.05;-6.47;1516;LP;5;43
Brisbane;Ashgrove West;850;40.40;-9.26;1254;LP;2;25
Brisbane;Auchenflower;641;39.35;-6.59;988;LP;11;35
Brisbane;Ballymore;277;44.89;-9.22;340;LP;4;17
Brisbane;Bardon;605;47.64;-2.69;665;LP;8;30
Brisbane;Brisbane City (Brisbane);1036;56.30;-4.10;804;LP;21;55
Brisbane;Buranda (Brisbane);253;54.18;-11.07;214;LP;0;23
Brisbane;Dorrington;591;46.61;-5.90;677;LP;3;17
Brisbane;Dutton Park;604;58.47;-8.00;429;LP;6;39
Brisbane;East Brisbane;1324;52.37;-6.65;1204;LP;20;107
Brisbane;Enoggera;377;50.60;-6.08;368;LP;4;7
Brisbane;Fortitude Valley;204;55.14;-3.05;166;LP;1;11
Brisbane;Gaythorne (Brisbane);446;49.89;-10.39;448;LP;2;19
Brisbane;Grange;675;48.01;-4.52;731;LP;4;28
Brisbane;Grange West;347;46.33;-5.08;402;LP;1;15
Brisbane;Ithaca Creek;690;51.88;-5.92;640;LP;10;21
Brisbane;Ithaca South;893;51.23;-7.35;850;LP;15;39
Brisbane;Kangaroo Point;483;40.42;-10.67;712;LP;11;29
Brisbane;Kelvin Grove;638;48.96;-6.53;665;LP;7;30
Brisbane;Lutwyche;681;49.64;-7.58;691;LP;10;43
Brisbane;Lutwyche East (Brisbane);360;52.33;-9.27;328;LP;5;21
Brisbane;Mater Hospital;702;59.49;-4.33;478;LP;7;50
Brisbane;Merthyr;941;49.37;-6.76;965;LP;8;58
Brisbane;Milton;1371;49.32;-4.71;1409;LP;19;57
Brisbane;Moonyah;257;50.59;-5.72;251;LP;3;9
Brisbane;New Farm;1538;56.67;-4.62;1176;LP;10;145
Brisbane;Newmarket;844;48.59;-6.55;893;LP;12;44
Brisbane;Newmarket South;386;48.25;-9.73;414;LP;2;17
Brisbane;Paddington;643;52.36;-3.28;585;LP;11;35
Brisbane;Petrie Terrace;507;58.08;-3.82;366;LP;7;24
Brisbane;Princess Alexandra Hospital;213;60.34;-1.54;140;LP;4;17
Brisbane;Prison Mobile Team 1;0;0.00;;0;LP;0;0
Brisbane;Rainworth;731;41.02;-9.43;1051;LP;9;16
Brisbane;Royal Brisbane Hospital;165;48.67;-15.65;174;LP;5;11
Brisbane;South Brisbane;1131;60.90;-3.81;726;LP;16;49
Brisbane;Special Hospital Team 1;69;45.10;;84;LP;0;5
Brisbane;Special Hospital Team 2;104;58.76;;73;LP;2;4
Brisbane;Special Hospital Team 3;39;42.39;;53;LP;0;5
Brisbane;Special Hospital Team 4;97;45.12;;118;LP;0;4
Brisbane;Spring Hill;461;48.83;-6.41;483;LP;6;30
Brisbane;Stafford (Brisbane);450;51.25;-7.49;428;LP;3;17
Brisbane;Stafford Central;583;53.54;-5.77;506;LP;3;26
Brisbane;Stafford Heights (Brisbane);173;55.63;-3.23;138;LP;5;9
Brisbane;Stafford West (Brisbane);259;59.27;-0.09;178;LP;0;16
Brisbane;Toowong (Brisbane);937;43.81;-4.70;1202;LP;9;41
Brisbane;Toowong West;433;44.96;-4.88;530;LP;5;12
Brisbane;West End;2068;66.73;-2.37;1031;LP;32;128
Brisbane;Wilston School;1112;47.56;-9.45;1226;LP;12;45
Brisbane;Windsor;825;51.69;-7.87;771;LP;10;41
Brisbane;ABSENT;3412;48.30;;3652;LP;63;185
Brisbane;POSTAL;2039;50.37;;2009;LP;6;32
Brisbane;PRE POLL;1709;46.41;;1973;LP;29;49
Brisbane;PROVISIONAL;362;67.66;;173;LP;4;21
Capricornia;Allenstown;1057;44.28;-7.52;1330;NP;6;43
Capricornia;Alpha;112;33.23;-2.79;225;NP;1;4
Capricornia;Alton Downs;129;27.16;-5.58;346;NP;0;5
Capricornia;Applegarth;87;46.77;-3.76;99;NP;0;5
Capricornia;Archer Park;185;44.58;-12.76;230;NP;0;16
Capricornia;Bajool;57;28.50;-13.25;143;NP;0;3
Capricornia;Banana;17;11.81;-17.94;127;NP;0;4
Capricornia;Baralaba;83;20.80;-5.71;316;NP;0;8
Capricornia;Baree;204;64.56;-5.53;112;NP;1;11
Capricornia;Bauhinia Downs;5;3.60;-1.77;134;NP;0;1
Capricornia;Berserker;1262;50.72;-10.73;1226;NP;3;65
Capricornia;Blackwater;982;60.62;-5.22;638;NP;1;39
Capricornia;Blackwater North;702;68.82;-4.49;318;NP;3;17
Capricornia;Bluff;148;60.41;-2.82;97;NP;0;4
Capricornia;Bouldercombe;209;42.31;-4.56;285;NP;0;12
Capricornia;Brisbane City (Capricornia);40;42.11;-1.94;55;NP;0;2
Capricornia;Burnett Street;301;52.17;-5.56;276;NP;2;23
Capricornia;Capella;191;29.80;-3.15;450;NP;0;11
Capricornia;Cawarral;236;36.36;-10.60;413;NP;3;14
Capricornia;Clarke Creek;0;0.00;-3.77;62;NP;0;1
Capricornia;Clermont;701;44.45;-0.34;876;NP;1;27
Capricornia;Cooee Bay;593;34.44;-6.93;1129;NP;5;33
Capricornia;Crescent Lagoon;559;50.36;-5.79;551;NP;1;25
Capricornia;Depot Hill;405;63.98;-10.95;228;NP;1;16
Capricornia;Dingo;30;17.96;-6.04;137;NP;0;6
Capricornia;Duaringa;55;25.35;-3.17;162;NP;0;7
Capricornia;Dululu;22;16.42;-7.89;112;NP;0;3
Capricornia;Dysart;1237;71.88;-0.01;484;NP;1;28
Capricornia;Emmaus College;391;43.69;-4.96;504;NP;2;14
Capricornia;Emu Park;808;46.46;-4.97;931;NP;5;50
Capricornia;Farnborough;334;35.05;-5.52;619;NP;3;21
Capricornia;Frenchville;724;37.61;-8.13;1201;NP;4;41
Capricornia;Glenmore;1613;46.02;-7.83;1892;NP;5;97
Capricornia;Gogango;8;13.33;2.22;52;NP;0;0
Capricornia;Gracemere;1077;41.81;-7.49;1499;NP;4;71
Capricornia;Jericho;36;27.07;-2.70;97;NP;0;3
Capricornia;Keppel Sands;146;47.56;-6.59;161;NP;1;9
Capricornia;Kilcummin;2;2.99;-1.36;65;NP;0;0
Capricornia;Koongal;456;54.48;-7.15;381;NP;0;22
Capricornia;Lakes Creek;443;50.92;-11.40;427;NP;2;26
Capricornia;Marlborough;29;19.21;-0.05;122;NP;0;3
Capricornia;Marmor;39;29.77;-10.07;92;NP;0;5
Capricornia;Middlemount;682;69.95;0.65;293;NP;3;15
Capricornia;Moranbah;1346;77.00;2.24;402;NP;7;33
Capricornia;Moranbah West;923;68.22;-1.98;430;NP;1;55
Capricornia;Mount Archer;928;47.20;-6.04;1038;NP;3;44
Capricornia;Mount Morgan;796;59.49;-8.67;542;NP;1;35
Capricornia;Moura;620;49.88;-10.49;623;NP;1;35
Capricornia;Norman Road;320;39.80;-11.89;484;NP;2;13
Capricornia;North Rockhampton;1818;44.52;-9.15;2266;NP;8;89
Capricornia;Ogmore;19;31.15;-5.12;42;NP;0;0
Capricornia;Park Avenue;1398;52.18;-6.84;1281;NP;2;79
Capricornia;Parkhurst;438;34.14;-7.65;845;NP;3;19
Capricornia;Port Curtis;134;47.52;-8.48;148;NP;0;8
Capricornia;Prison Mobile Team 1;3;100.00;;0;NP;0;0
Capricornia;Ridgelands;26;13.98;1.61;160;NP;0;11
Capricornia;Rockhampton;334;49.34;-2.08;343;NP;1;14
