### FILE: Adelaide.csv ###
"Electoral Commission SA, 2022 State Election, House of Assembly First preference votes by district and polling place",,,,,,,,,,,,,,,,,
,Adelaide,,,,,,,,,,,,,,,,
,No. enrolled,,27331,,,,,,,,,,,,,,
,Formal votes,,23323,( 97.6  % of total ballot papers),,,,,,,,,,,,,
,Informal ballot papers,,569,(   2.4 % of total ballot papers),,,,,,,,,,,,,
,Total Ballot papers,,23892,(   87.4 % of total ballot papers),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,First Preference Votes,,,,,,,,,,,,Ballot Papers,,,,
,"SANDERSON, Rachel (LIB)",,"HOOD, Lucy (ALP)",,"CARBONE, Deanna (AJP)",,"BIRDSEYE, Tom (RCH)",,"WALKER, Robert (AFP)",,"CULLEN-MACASKILL, Sean (GRN)",,Formal Votes,,Informal Votes,,Total Votes
Polling Place,Votes,%,Votes,%,Votes,%,Votes,%,Votes,%,Votes,%,Votes,%,Votes,%,
Adelaide,505,32.5,635,40.9,38,2.4,21,1.4,43,2.8,312,20.1,"1,554",97.7,36,2.3,"1,590"
Adelaide South,502,30.4,717,43.4,43,2.6,23,1.4,26,1.6,342,20.7,"1,653",97.6,40,2.4,"1,693"
Adelaide West,216,25.6,374,44.3,23,2.7,23,2.7,13,1.5,195,23.1,844,96.6,30,3.4,874
Nailsworth,276,39.9,302,43.7,11,1.6,10,1.4,15,2.2,77,11.1,691,97.2,20,2.8,711
North Adelaide,952,44,844,39,41,1.9,33,1.5,46,2.1,250,11.5,"2,166",97,67,3,"2,233"
North Adelaide East,404,46.4,311,35.7,20,2.3,15,1.7,12,1.4,108,12.4,870,97.8,20,2.2,890
Prospect,784,35.4,"1,066",48.1,27,1.2,30,1.4,54,2.4,254,11.5,"2,215",97.2,64,2.8,"2,279"
Prospect North,79,29.6,128,47.9,5,1.9,11,4.1,7,2.6,37,13.9,267,97.1,8,2.9,275
Prospect South,629,37.3,779,46.2,37,2.2,24,1.4,55,3.3,162,9.6,"1,686",97.7,40,2.3,"1,726"
Walkerville,845,48.7,614,35.4,31,1.8,12,0.7,59,3.4,173,10,"1,734",98,36,2,"1,770"
Walkerville North,328,53.8,192,31.5,16,2.6,6,1,23,3.8,45,7.4,610,98.7,8,1.3,618
Ordinary Votes,"5,520",38.6,"5,962",41.7,292,2,208,1.5,353,2.5,"1,955",13.7,"14,290",97.5,369,2.5,"14,659"
Declaration Votes,"3,753",41.5,"3,515",38.9,210,2.3,172,1.9,192,2.1,"1,191",13.2,"9,033",97.8,200,2.2,"9,233"
District Total,"9,273",39.8,"9,477",40.6,502,2.2,380,1.6,545,2.3,"3,146",13.5,"23,323",97.6,569,2.4,"23,892"

### FILE: Badcoe.csv ###
"Electoral Commission SA, 2022 State Election, House of Assembly First preference votes by district and polling place",,,,,,,,,,,,,,,,,,,
,Badcoe,,,,,,,,,,,,,,,,,,
,No. enrolled,,"27,481",,,,,,,,,,,,,,,,
,Formal votes,,"23,562",(   96.2 % of total ballot papers),,,,,,,,,,,,,,,
,Informal ballot papers,,931,(   3.8 % of total ballot papers),,,,,,,,,,,,,,,
,Total Ballot papers,,"24,493",(  89.1  % of total ballot papers),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,First Preference Votes,,,,,,,,,,,,,,Ballot Papers,,,,
,"HUSSEY, Nicole (AFP)",,"STINSON, Jayne (ALP)",,"CAULFIELD, Finn (GRN)",,"TURNER, Ken (FFP)",,"IVESON, Tristan (ONP)",,"DODD, Jordan (LIB)",,"ECKERSLEY, Fiona (AJP)",,Formal Votes,,Informal Votes,,Total Votes
Polling Place,Votes,%,Votes,%,Votes,%,Votes,%,Votes,%,Votes,%,Votes,%,Votes,%,Votes,%,
Ascot Park,19,5.1,175,46.5,54,14.4,11,2.9,17,4.5,88,23.4,12,3.2,376,94.7,21,5.3,397
Black Forest,27,2,741,56.2,153,11.6,15,1.1,42,3.2,322,24.4,19,1.4,"1,319",97.3,37,2.7,"1,356"
Black Forest East,13,1.2,457,41.4,192,17.4,24,2.2,23,2.1,369,33.4,27,2.4,"1,105",97.5,28,2.5,"1,133"
Edwardstown,38,2.5,734,48.9,184,12.3,33,2.2,42,2.8,419,27.9,52,3.5,"1,502",95.5,70,4.5,"1,572"
Goodwood,4,0.7,272,49.2,106,19.2,8,1.4,10,1.8,145,26.2,8,1.4,553,95.7,25,4.3,578
Keswick,13,1.8,402,54.3,93,12.6,10,1.3,24,3.2,177,23.9,22,3,741,97.2,21,2.8,762
Kurralta Park,22,1.5,814,53.9,194,12.8,24,1.6,37,2.5,367,24.3,52,3.4,"1,510",99,15,1,"1,525"
Netley,27,2.8,483,49.6,70,7.2,25,2.6,36,3.7,321,33,12,1.2,974,94.7,55,5.3,"1,029"
