State,Division,PPVC,Issue Date,Total Votes
NSW,Lindsay,Mount Druitt LINDSAY PPVC,24/04/2025,94
NSW,Lindsay,Mount Druitt LINDSAY PPVC,26/04/2025,95
NSW,Lindsay,Mount Druitt LINDSAY PPVC,28/04/2025,133
NSW,Lindsay,Mount Druitt LINDSAY PPVC,29/04/2025,108
NSW,Lindsay,Mount Druitt LINDSAY PPVC,30/04/2025,116
NSW,Lindsay,Mount Druitt LINDSAY PPVC,1/05/2025,113
NSW,Lindsay,Mount Druitt LINDSAY PPVC,2/05/2025,191
NSW,Lindsay,Penrith LINDSAY PPVC,22/04/2025,1923
NSW,Lindsay,Penrith LINDSAY PPVC,23/04/2025,1938
NSW,Lindsay,Penrith LINDSAY PPVC,24/04/2025,2203
NSW,Lindsay,Penrith LINDSAY PPVC,26/04/2025,2002
NSW,Lindsay,Penrith LINDSAY PPVC,28/04/2025,2541
NSW,Lindsay,Penrith LINDSAY PPVC,29/04/2025,2117
NSW,Lindsay,Penrith LINDSAY PPVC,30/04/2025,2372
NSW,Lindsay,Penrith LINDSAY PPVC,1/05/2025,2487
NSW,Lindsay,Penrith LINDSAY PPVC,2/05/2025,2974
NSW,Lindsay,Richmond LINDSAY PPVC,22/04/2025,52
NSW,Lindsay,Richmond LINDSAY PPVC,23/04/2025,68
NSW,Lindsay,Richmond LINDSAY PPVC,24/04/2025,111
NSW,Lindsay,Richmond LINDSAY PPVC,26/04/2025,88
NSW,Lindsay,Richmond LINDSAY PPVC,28/04/2025,139
NSW,Lindsay,Richmond LINDSAY PPVC,29/04/2025,111
NSW,Lindsay,Richmond LINDSAY PPVC,30/04/2025,123
NSW,Lindsay,Richmond LINDSAY PPVC,1/05/2025,130
NSW,Lindsay,Richmond LINDSAY PPVC,2/05/2025,147
NSW,Lindsay,St Marys LINDSAY PPVC,22/04/2025,598
NSW,Lindsay,St Marys LINDSAY PPVC,23/04/2025,621
NSW,Lindsay,St Marys LINDSAY PPVC,24/04/2025,768
NSW,Lindsay,St Marys LINDSAY PPVC,26/04/2025,752
NSW,Lindsay,St Marys LINDSAY PPVC,28/04/2025,872
NSW,Lindsay,St Marys LINDSAY PPVC,29/04/2025,706
NSW,Lindsay,St Marys LINDSAY PPVC,30/04/2025,804
NSW,Lindsay,St Marys LINDSAY PPVC,1/05/2025,901
NSW,Lindsay,St Marys LINDSAY PPVC,2/05/2025,1243
NSW,Lyne,Camden Haven PPVC,22/04/2025,756
NSW,Lyne,Camden Haven PPVC,23/04/2025,732
NSW,Lyne,Camden Haven PPVC,24/04/2025,858
NSW,Lyne,Camden Haven PPVC,26/04/2025,540
NSW,Lyne,Camden Haven PPVC,28/04/2025,881
NSW,Lyne,Camden Haven PPVC,29/04/2025,862
NSW,Lyne,Camden Haven PPVC,30/04/2025,807
NSW,Lyne,Camden Haven PPVC,1/05/2025,795
NSW,Lyne,Camden Haven PPVC,2/05/2025,933
NSW,Lyne,East Maitland LYNE PPVC,22/04/2025,238
NSW,Lyne,East Maitland LYNE PPVC,23/04/2025,248
NSW,Lyne,East Maitland LYNE PPVC,24/04/2025,319
NSW,Lyne,East Maitland LYNE PPVC,26/04/2025,238
NSW,Lyne,East Maitland LYNE PPVC,28/04/2025,412
NSW,Lyne,East Maitland LYNE PPVC,29/04/2025,337
NSW,Lyne,East Maitland LYNE PPVC,30/04/2025,357
NSW,Lyne,East Maitland LYNE PPVC,1/05/2025,338
NSW,Lyne,East Maitland LYNE PPVC,2/05/2025,382
NSW,Lyne,Forster-Tuncurry PPVC,22/04/2025,1612
NSW,Lyne,Forster-Tuncurry PPVC,23/04/2025,1426
NSW,Lyne,Forster-Tuncurry PPVC,24/04/2025,1708
NSW,Lyne,Forster-Tuncurry PPVC,26/04/2025,1135
NSW,Lyne,Forster-Tuncurry PPVC,28/04/2025,1905
NSW,Lyne,Forster-Tuncurry PPVC,29/04/2025,1816
NSW,Lyne,Forster-Tuncurry PPVC,30/04/2025,1501
NSW,Lyne,Forster-Tuncurry PPVC,1/05/2025,1545
NSW,Lyne,Forster-Tuncurry PPVC,2/05/2025,1836
NSW,Lyne,Gloucester PPVC,26/04/2025,422
NSW,Lyne,Gloucester PPVC,28/04/2025,550
NSW,Lyne,Gloucester PPVC,29/04/2025,478
NSW,Lyne,Gloucester PPVC,30/04/2025,363
NSW,Lyne,Gloucester PPVC,1/05/2025,344
NSW,Lyne,Gloucester PPVC,2/05/2025,420
NSW,Lyne,Port Macquarie LYNE PPVC,22/04/2025,122
NSW,Lyne,Port Macquarie LYNE PPVC,23/04/2025,113
NSW,Lyne,Port Macquarie LYNE PPVC,24/04/2025,129
NSW,Lyne,Port Macquarie LYNE PPVC,26/04/2025,64
NSW,Lyne,Port Macquarie LYNE PPVC,28/04/2025,110
NSW,Lyne,Port Macquarie LYNE PPVC,29/04/2025,129
NSW,Lyne,Port Macquarie LYNE PPVC,30/04/2025,144
NSW,Lyne,Port Macquarie LYNE PPVC,1/05/2025,158
NSW,Lyne,Port Macquarie LYNE PPVC,2/05/2025,179
NSW,Lyne,Port Macquarie West LYNE PPVC,26/04/2025,63
NSW,Lyne,Port Macquarie West LYNE PPVC,28/04/2025,86
NSW,Lyne,Port Macquarie West LYNE PPVC,29/04/2025,117
NSW,Lyne,Port Macquarie West LYNE PPVC,30/04/2025,145
NSW,Lyne,Port Macquarie West LYNE PPVC,1/05/2025,132
NSW,Lyne,Port Macquarie West LYNE PPVC,2/05/2025,150
NSW,Lyne,Raymond Terrace LYNE PPVC,22/04/2025,248
NSW,Lyne,Raymond Terrace LYNE PPVC,23/04/2025,338
NSW,Lyne,Raymond Terrace LYNE PPVC,24/04/2025,310
NSW,Lyne,Raymond Terrace LYNE PPVC,26/04/2025,251
NSW,Lyne,Raymond Terrace LYNE PPVC,28/04/2025,366
NSW,Lyne,Raymond Terrace LYNE PPVC,29/04/2025,472
NSW,Lyne,Raymond Terrace LYNE PPVC,30/04/2025,353
NSW,Lyne,Raymond Terrace LYNE PPVC,1/05/2025,323
NSW,Lyne,Raymond Terrace LYNE PPVC,2/05/2025,349
NSW,Lyne,Rutherford LYNE PPVC,22/04/2025,68
NSW,Lyne,Rutherford LYNE PPVC,23/04/2025,80
NSW,Lyne,Rutherford LYNE PPVC,24/04/2025,88
NSW,Lyne,Rutherford LYNE PPVC,26/04/2025,70
NSW,Lyne,Rutherford LYNE PPVC,28/04/2025,87
NSW,Lyne,Rutherford LYNE PPVC,29/04/2025,116
NSW,Lyne,Rutherford LYNE PPVC,30/04/2025,98
NSW,Lyne,Rutherford LYNE PPVC,1/05/2025,122
NSW,Lyne,Rutherford LYNE PPVC,2/05/2025,157
NSW,Lyne,Taree PPVC,22/04/2025,1602
NSW,Lyne,Taree PPVC,23/04/2025,1686
NSW,Lyne,Taree PPVC,24/04/2025,1887
NSW,Lyne,Taree PPVC,26/04/2025,1361
NSW,Lyne,Taree PPVC,28/04/2025,1988
NSW,Lyne,Taree PPVC,29/04/2025,1996
NSW,Lyne,Taree PPVC,30/04/2025,1870
NSW,Lyne,Taree PPVC,1/05/2025,1897
NSW,Lyne,Taree PPVC,2/05/2025,2100
NSW,Lyne,Wauchope LYNE PPVC,22/04/2025,475
NSW,Lyne,Wauchope LYNE PPVC,23/04/2025,552
NSW,Lyne,Wauchope LYNE PPVC,24/04/2025,677
NSW,Lyne,Wauchope LYNE PPVC,26/04/2025,507
NSW,Lyne,Wauchope LYNE PPVC,28/04/2025,732
NSW,Lyne,Wauchope LYNE PPVC,29/04/2025,746
NSW,Lyne,Wauchope LYNE PPVC,30/04/2025,641
NSW,Lyne,Wauchope LYNE PPVC,1/05/2025,630
NSW,Lyne,Wauchope LYNE PPVC,2/05/2025,862
NSW,Macarthur,Camden MACARTHUR PPVC,22/04/2025,41
NSW,Macarthur,Camden MACARTHUR PPVC,23/04/2025,46
NSW,Macarthur,Camden MACARTHUR PPVC,24/04/2025,70
NSW,Macarthur,Camden MACARTHUR PPVC,26/04/2025,47
NSW,Macarthur,Camden MACARTHUR PPVC,28/04/2025,58
NSW,Macarthur,Camden MACARTHUR PPVC,29/04/2025,61
NSW,Macarthur,Camden MACARTHUR PPVC,30/04/2025,50
NSW,Macarthur,Camden MACARTHUR PPVC,1/05/2025,73
NSW,Macarthur,Camden MACARTHUR PPVC,2/05/2025,127
NSW,Macarthur,Campbelltown MACARTHUR PPVC,22/04/2025,1559
NSW,Macarthur,Campbelltown MACARTHUR PPVC,23/04/2025,1813
NSW,Macarthur,Campbelltown MACARTHUR PPVC,24/04/2025,1922
NSW,Macarthur,Campbelltown MACARTHUR PPVC,26/04/2025,1862
NSW,Macarthur,Campbelltown MACARTHUR PPVC,28/04/2025,2748
NSW,Macarthur,Campbelltown MACARTHUR PPVC,29/04/2025,2221
NSW,Macarthur,Campbelltown MACARTHUR PPVC,30/04/2025,2328
NSW,Macarthur,Campbelltown MACARTHUR PPVC,1/05/2025,2734
NSW,Macarthur,Campbelltown MACARTHUR PPVC,2/05/2025,3695
NSW,Macarthur,Carnes Hill MACARTHUR PPVC,22/04/2025,101
NSW,Macarthur,Carnes Hill MACARTHUR PPVC,23/04/2025,101
NSW,Macarthur,Carnes Hill MACARTHUR PPVC,24/04/2025,167
NSW,Macarthur,Carnes Hill MACARTHUR PPVC,26/04/2025,181
NSW,Macarthur,Carnes Hill MACARTHUR PPVC,28/04/2025,196
NSW,Macarthur,Carnes Hill MACARTHUR PPVC,29/04/2025,162
NSW,Macarthur,Carnes Hill MACARTHUR PPVC,30/04/2025,248
NSW,Macarthur,Carnes Hill MACARTHUR PPVC,1/05/2025,265
NSW,Macarthur,Carnes Hill MACARTHUR PPVC,2/05/2025,313
NSW,Macarthur,Ingleburn MACARTHUR PPVC,22/04/2025,409
NSW,Macarthur,Ingleburn MACARTHUR PPVC,23/04/2025,495
NSW,Macarthur,Ingleburn MACARTHUR PPVC,24/04/2025,643
NSW,Macarthur,Ingleburn MACARTHUR PPVC,26/04/2025,704
NSW,Macarthur,Ingleburn MACARTHUR PPVC,28/04/2025,866
NSW,Macarthur,Ingleburn MACARTHUR PPVC,29/04/2025,736
NSW,Macarthur,Ingleburn MACARTHUR PPVC,30/04/2025,687
NSW,Macarthur,Ingleburn MACARTHUR PPVC,1/05/2025,844
NSW,Macarthur,Ingleburn MACARTHUR PPVC,2/05/2025,1244
NSW,Macarthur,Liverpool MACARTHUR PPVC,22/04/2025,11
NSW,Macarthur,Liverpool MACARTHUR PPVC,23/04/2025,18
NSW,Macarthur,Liverpool MACARTHUR PPVC,24/04/2025,10
NSW,Macarthur,Liverpool MACARTHUR PPVC,26/04/2025,11
NSW,Macarthur,Liverpool MACARTHUR PPVC,28/04/2025,30
NSW,Macarthur,Liverpool MACARTHUR PPVC,29/04/2025,25
NSW,Macarthur,Liverpool MACARTHUR PPVC,30/04/2025,40
NSW,Macarthur,Liverpool MACARTHUR PPVC,1/05/2025,50
NSW,Macarthur,Liverpool MACARTHUR PPVC,2/05/2025,54
NSW,Macarthur,Narellan MACARTHUR PPVC,22/04/2025,86
NSW,Macarthur,Narellan MACARTHUR PPVC,23/04/2025,92
NSW,Macarthur,Narellan MACARTHUR PPVC,24/04/2025,151
NSW,Macarthur,Narellan MACARTHUR PPVC,26/04/2025,194
NSW,Macarthur,Narellan MACARTHUR PPVC,28/04/2025,234
NSW,Macarthur,Narellan MACARTHUR PPVC,29/04/2025,237
NSW,Macarthur,Narellan MACARTHUR PPVC,30/04/2025,255
NSW,Macarthur,Narellan MACARTHUR PPVC,1/05/2025,295
NSW,Macarthur,Narellan MACARTHUR PPVC,2/05/2025,414
NSW,Macarthur,Oran Park MACARTHUR PPVC,22/04/2025,259
NSW,Macarthur,Oran Park MACARTHUR PPVC,23/04/2025,352
NSW,Macarthur,Oran Park MACARTHUR PPVC,24/04/2025,466
NSW,Macarthur,Oran Park MACARTHUR PPVC,26/04/2025,583
NSW,Macarthur,Oran Park MACARTHUR PPVC,28/04/2025,625
NSW,Macarthur,Oran Park MACARTHUR PPVC,29/04/2025,565
NSW,Macarthur,Oran Park MACARTHUR PPVC,30/04/2025,727
NSW,Macarthur,Oran Park MACARTHUR PPVC,1/05/2025,812
NSW,Macarthur,Oran Park MACARTHUR PPVC,2/05/2025,1168
NSW,Mackellar,Brookvale MACKELLAR PPVC,22/04/2025,877
NSW,Mackellar,Brookvale MACKELLAR PPVC,23/04/2025,873
NSW,Mackellar,Brookvale MACKELLAR PPVC,24/04/2025,963
NSW,Mackellar,Brookvale MACKELLAR PPVC,26/04/2025,937
NSW,Mackellar,Brookvale MACKELLAR PPVC,28/04/2025,1235
NSW,Mackellar,Brookvale MACKELLAR PPVC,29/04/2025,1017
NSW,Mackellar,Brookvale MACKELLAR PPVC,30/04/2025,1192
NSW,Mackellar,Brookvale MACKELLAR PPVC,1/05/2025,1327
NSW,Mackellar,Brookvale MACKELLAR PPVC,2/05/2025,1756
NSW,Mackellar,Chatswood MACKELLAR PPVC,22/04/2025,35
NSW,Mackellar,Chatswood MACKELLAR PPVC,23/04/2025,35
NSW,Mackellar,Chatswood MACKELLAR PPVC,24/04/2025,43
NSW,Mackellar,Chatswood MACKELLAR PPVC,26/04/2025,59
NSW,Mackellar,Chatswood MACKELLAR PPVC,28/04/2025,47
NSW,Mackellar,Chatswood MACKELLAR PPVC,29/04/2025,63
NSW,Mackellar,Chatswood MACKELLAR PPVC,30/04/2025,73
NSW,Mackellar,Chatswood MACKELLAR PPVC,1/05/2025,57
NSW,Mackellar,Chatswood MACKELLAR PPVC,2/05/2025,93
NSW,Mackellar,Frenchs Forest MACKELLAR PPVC,22/04/2025,687
NSW,Mackellar,Frenchs Forest MACKELLAR PPVC,23/04/2025,651
NSW,Mackellar,Frenchs Forest MACKELLAR PPVC,24/04/2025,762
NSW,Mackellar,Frenchs Forest MACKELLAR PPVC,26/04/2025,753
NSW,Mackellar,Frenchs Forest MACKELLAR PPVC,28/04/2025,726
NSW,Mackellar,Frenchs Forest MACKELLAR PPVC,29/04/2025,714
NSW,Mackellar,Frenchs Forest MACKELLAR PPVC,30/04/2025,773
NSW,Mackellar,Frenchs Forest MACKELLAR PPVC,1/05/2025,778
NSW,Mackellar,Frenchs Forest MACKELLAR PPVC,2/05/2025,1082
NSW,Mackellar,Haymarket MACKELLAR PPVC,22/04/2025,21
NSW,Mackellar,Haymarket MACKELLAR PPVC,23/04/2025,16
NSW,Mackellar,Haymarket MACKELLAR PPVC,24/04/2025,13
NSW,Mackellar,Haymarket MACKELLAR PPVC,26/04/2025,7
NSW,Mackellar,Haymarket MACKELLAR PPVC,28/04/2025,21
NSW,Mackellar,Haymarket MACKELLAR PPVC,29/04/2025,19
NSW,Mackellar,Haymarket MACKELLAR PPVC,30/04/2025,21
NSW,Mackellar,Haymarket MACKELLAR PPVC,1/05/2025,25
NSW,Mackellar,Haymarket MACKELLAR PPVC,2/05/2025,29
NSW,Mackellar,Manly MACKELLAR PPVC,22/04/2025,106
NSW,Mackellar,Manly MACKELLAR PPVC,23/04/2025,94
NSW,Mackellar,Manly MACKELLAR PPVC,24/04/2025,113
NSW,Mackellar,Manly MACKELLAR PPVC,26/04/2025,134
NSW,Mackellar,Manly MACKELLAR PPVC,28/04/2025,139
NSW,Mackellar,Manly MACKELLAR PPVC,29/04/2025,123
NSW,Mackellar,Manly MACKELLAR PPVC,30/04/2025,120
NSW,Mackellar,Manly MACKELLAR PPVC,1/05/2025,171
NSW,Mackellar,Manly MACKELLAR PPVC,2/05/2025,217
NSW,Mackellar,Narrabeen MACKELLAR PPVC,22/04/2025,1228
NSW,Mackellar,Narrabeen MACKELLAR PPVC,23/04/2025,1434
NSW,Mackellar,Narrabeen MACKELLAR PPVC,24/04/2025,1528
NSW,Mackellar,Narrabeen MACKELLAR PPVC,26/04/2025,1242
NSW,Mackellar,Narrabeen MACKELLAR PPVC,28/04/2025,1571
NSW,Mackellar,Narrabeen MACKELLAR PPVC,29/04/2025,1592
NSW,Mackellar,Narrabeen MACKELLAR PPVC,30/04/2025,1597
NSW,Mackellar,Narrabeen MACKELLAR PPVC,1/05/2025,1755
NSW,Mackellar,Narrabeen MACKELLAR PPVC,2/05/2025,2142
NSW,Mackellar,Pittwater PPVC,22/04/2025,931
NSW,Mackellar,Pittwater PPVC,23/04/2025,1087
NSW,Mackellar,Pittwater PPVC,24/04/2025,1107
NSW,Mackellar,Pittwater PPVC,26/04/2025,958
NSW,Mackellar,Pittwater PPVC,28/04/2025,1022
NSW,Mackellar,Pittwater PPVC,29/04/2025,1029
NSW,Mackellar,Pittwater PPVC,30/04/2025,1014
NSW,Mackellar,Pittwater PPVC,1/05/2025,1036
NSW,Mackellar,Pittwater PPVC,2/05/2025,1506
NSW,Mackellar,Ultimo MACKELLAR PPVC,22/04/2025,4
NSW,Mackellar,Ultimo MACKELLAR PPVC,23/04/2025,8
NSW,Mackellar,Ultimo MACKELLAR PPVC,24/04/2025,8
NSW,Mackellar,Ultimo MACKELLAR PPVC,26/04/2025,1
NSW,Mackellar,Ultimo MACKELLAR PPVC,28/04/2025,20
NSW,Mackellar,Ultimo MACKELLAR PPVC,29/04/2025,20
NSW,Mackellar,Ultimo MACKELLAR PPVC,30/04/2025,14
NSW,Mackellar,Ultimo MACKELLAR PPVC,1/05/2025,11
NSW,Mackellar,Ultimo MACKELLAR PPVC,2/05/2025,18
NSW,Mackellar,Wynyard MACKELLAR PPVC,22/04/2025,22
NSW,Mackellar,Wynyard MACKELLAR PPVC,23/04/2025,26
NSW,Mackellar,Wynyard MACKELLAR PPVC,24/04/2025,31
NSW,Mackellar,Wynyard MACKELLAR PPVC,26/04/2025,1
NSW,Mackellar,Wynyard MACKELLAR PPVC,28/04/2025,31
NSW,Mackellar,Wynyard MACKELLAR PPVC,29/04/2025,52
NSW,Mackellar,Wynyard MACKELLAR PPVC,30/04/2025,60
NSW,Mackellar,Wynyard MACKELLAR PPVC,1/05/2025,61
NSW,Mackellar,Wynyard MACKELLAR PPVC,2/05/2025,64
NSW,Macquarie,Emu Plains MACQUARIE PPVC,22/04/2025,633
NSW,Macquarie,Emu Plains MACQUARIE PPVC,23/04/2025,575
NSW,Macquarie,Emu Plains MACQUARIE PPVC,24/04/2025,796
NSW,Macquarie,Emu Plains MACQUARIE PPVC,26/04/2025,608
NSW,Macquarie,Emu Plains MACQUARIE PPVC,28/04/2025,761
NSW,Macquarie,Emu Plains MACQUARIE PPVC,29/04/2025,685
NSW,Macquarie,Emu Plains MACQUARIE PPVC,30/04/2025,741
NSW,Macquarie,Emu Plains MACQUARIE PPVC,1/05/2025,833
NSW,Macquarie,Emu Plains MACQUARIE PPVC,2/05/2025,1199
NSW,Macquarie,Katoomba PPVC,22/04/2025,974
NSW,Macquarie,Katoomba PPVC,23/04/2025,962
NSW,Macquarie,Katoomba PPVC,24/04/2025,1166
NSW,Macquarie,Katoomba PPVC,26/04/2025,820
NSW,Macquarie,Katoomba PPVC,28/04/2025,1328
NSW,Macquarie,Katoomba PPVC,29/04/2025,1167
NSW,Macquarie,Katoomba PPVC,30/04/2025,1074
NSW,Macquarie,Katoomba PPVC,1/05/2025,1176
NSW,Macquarie,Katoomba PPVC,2/05/2025,1376
NSW,Macquarie,Penrith MACQUARIE PPVC,22/04/2025,89
NSW,Macquarie,Penrith MACQUARIE PPVC,23/04/2025,70
NSW,Macquarie,Penrith MACQUARIE PPVC,24/04/2025,127
NSW,Macquarie,Penrith MACQUARIE PPVC,26/04/2025,84
NSW,Macquarie,Penrith MACQUARIE PPVC,28/04/2025,87
NSW,Macquarie,Penrith MACQUARIE PPVC,29/04/2025,95
NSW,Macquarie,Penrith MACQUARIE PPVC,30/04/2025,131
NSW,Macquarie,Penrith MACQUARIE PPVC,1/05/2025,124
NSW,Macquarie,Penrith MACQUARIE PPVC,2/05/2025,119
NSW,Macquarie,Richmond MACQUARIE PPVC,22/04/2025,1012
NSW,Macquarie,Richmond MACQUARIE PPVC,23/04/2025,1063
NSW,Macquarie,Richmond MACQUARIE PPVC,24/04/2025,1191
NSW,Macquarie,Richmond MACQUARIE PPVC,26/04/2025,846
NSW,Macquarie,Richmond MACQUARIE PPVC,28/04/2025,1188
NSW,Macquarie,Richmond MACQUARIE PPVC,29/04/2025,1085
NSW,Macquarie,Richmond MACQUARIE PPVC,30/04/2025,1202
NSW,Macquarie,Richmond MACQUARIE PPVC,1/05/2025,1192
NSW,Macquarie,Richmond MACQUARIE PPVC,2/05/2025,1364
NSW,Macquarie,Springwood PPVC,22/04/2025,1009
NSW,Macquarie,Springwood PPVC,23/04/2025,1035
NSW,Macquarie,Springwood PPVC,24/04/2025,1218
NSW,Macquarie,Springwood PPVC,26/04/2025,937
NSW,Macquarie,Springwood PPVC,28/04/2025,1464
NSW,Macquarie,Springwood PPVC,29/04/2025,1233
NSW,Macquarie,Springwood PPVC,30/04/2025,1322
NSW,Macquarie,Springwood PPVC,1/05/2025,1234
NSW,Macquarie,Springwood PPVC,2/05/2025,1697
NSW,Macquarie,Windsor PPVC,22/04/2025,598
NSW,Macquarie,Windsor PPVC,23/04/2025,707
NSW,Macquarie,Windsor PPVC,24/04/2025,807
NSW,Macquarie,Windsor PPVC,26/04/2025,772
NSW,Macquarie,Windsor PPVC,28/04/2025,1044
NSW,Macquarie,Windsor PPVC,29/04/2025,928
NSW,Macquarie,Windsor PPVC,30/04/2025,1090
NSW,Macquarie,Windsor PPVC,1/05/2025,1072
NSW,Macquarie,Windsor PPVC,2/05/2025,1418
NSW,McMahon,Blacktown MCMAHON PPVC,22/04/2025,983
NSW,McMahon,Blacktown MCMAHON PPVC,23/04/2025,1039
NSW,McMahon,Blacktown MCMAHON PPVC,24/04/2025,1236
NSW,McMahon,Blacktown MCMAHON PPVC,26/04/2025,1325
NSW,McMahon,Blacktown MCMAHON PPVC,28/04/2025,1532
NSW,McMahon,Blacktown MCMAHON PPVC,29/04/2025,1268
NSW,McMahon,Blacktown MCMAHON PPVC,30/04/2025,1192
NSW,McMahon,Blacktown MCMAHON PPVC,1/05/2025,1350
NSW,McMahon,Blacktown MCMAHON PPVC,2/05/2025,1755
NSW,McMahon,Cabramatta MCMAHON PPVC,22/04/2025,85
NSW,McMahon,Cabramatta MCMAHON PPVC,23/04/2025,89
NSW,McMahon,Cabramatta MCMAHON PPVC,24/04/2025,127
NSW,McMahon,Cabramatta MCMAHON PPVC,26/04/2025,133
NSW,McMahon,Cabramatta MCMAHON PPVC,28/04/2025,143
NSW,McMahon,Cabramatta MCMAHON PPVC,29/04/2025,112
NSW,McMahon,Cabramatta MCMAHON PPVC,30/04/2025,112
NSW,McMahon,Cabramatta MCMAHON PPVC,1/05/2025,117
NSW,McMahon,Cabramatta MCMAHON PPVC,2/05/2025,128
NSW,McMahon,Canley Vale MCMAHON PPVC,22/04/2025,84
NSW,McMahon,Canley Vale MCMAHON PPVC,23/04/2025,123
NSW,McMahon,Canley Vale MCMAHON PPVC,24/04/2025,151
NSW,McMahon,Canley Vale MCMAHON PPVC,26/04/2025,223
NSW,McMahon,Canley Vale MCMAHON PPVC,28/04/2025,273
NSW,McMahon,Canley Vale MCMAHON PPVC,29/04/2025,174
NSW,McMahon,Canley Vale MCMAHON PPVC,30/04/2025,165
NSW,McMahon,Canley Vale MCMAHON PPVC,1/05/2025,187
NSW,McMahon,Canley Vale MCMAHON PPVC,2/05/2025,220
NSW,McMahon,Fairfield MCMAHON PPVC,22/04/2025,1437
NSW,McMahon,Fairfield MCMAHON PPVC,23/04/2025,1480
NSW,McMahon,Fairfield MCMAHON PPVC,24/04/2025,1594
NSW,McMahon,Fairfield MCMAHON PPVC,26/04/2025,1221
NSW,McMahon,Fairfield MCMAHON PPVC,28/04/2025,1737
NSW,McMahon,Fairfield MCMAHON PPVC,29/04/2025,1626
NSW,McMahon,Fairfield MCMAHON PPVC,30/04/2025,1426
NSW,McMahon,Fairfield MCMAHON PPVC,1/05/2025,1378
NSW,McMahon,Fairfield MCMAHON PPVC,2/05/2025,1379
NSW,McMahon,Greystanes MCMAHON PPVC,22/04/2025,477
NSW,McMahon,Greystanes MCMAHON PPVC,23/04/2025,453
NSW,McMahon,Greystanes MCMAHON PPVC,24/04/2025,807
NSW,McMahon,Greystanes MCMAHON PPVC,26/04/2025,576
NSW,McMahon,Greystanes MCMAHON PPVC,28/04/2025,708
NSW,McMahon,Greystanes MCMAHON PPVC,29/04/2025,780
NSW,McMahon,Greystanes MCMAHON PPVC,30/04/2025,755
NSW,McMahon,Greystanes MCMAHON PPVC,1/05/2025,748
NSW,McMahon,Greystanes MCMAHON PPVC,2/05/2025,890
NSW,McMahon,Mount Druitt MCMAHON PPVC,22/04/2025,204
NSW,McMahon,Mount Druitt MCMAHON PPVC,23/04/2025,196
NSW,McMahon,Mount Druitt MCMAHON PPVC,24/04/2025,206
NSW,McMahon,Mount Druitt MCMAHON PPVC,26/04/2025,220
NSW,McMahon,Mount Druitt MCMAHON PPVC,28/04/2025,336
NSW,McMahon,Mount Druitt MCMAHON PPVC,29/04/2025,260
NSW,McMahon,Mount Druitt MCMAHON PPVC,30/04/2025,238
NSW,McMahon,Mount Druitt MCMAHON PPVC,1/05/2025,294
NSW,McMahon,Mount Druitt MCMAHON PPVC,2/05/2025,303
NSW,McMahon,Parramatta MCMAHON PPVC,22/04/2025,22
NSW,McMahon,Parramatta MCMAHON PPVC,23/04/2025,30
NSW,McMahon,Parramatta MCMAHON PPVC,24/04/2025,21
NSW,McMahon,Parramatta MCMAHON PPVC,26/04/2025,23
NSW,McMahon,Parramatta MCMAHON PPVC,28/04/2025,34
NSW,McMahon,Parramatta MCMAHON PPVC,29/04/2025,46
NSW,McMahon,Parramatta MCMAHON PPVC,30/04/2025,60
NSW,McMahon,Parramatta MCMAHON PPVC,1/05/2025,65
NSW,McMahon,Parramatta MCMAHON PPVC,2/05/2025,63
NSW,McMahon,Penrith MCMAHON PPVC,22/04/2025,38
NSW,McMahon,Penrith MCMAHON PPVC,23/04/2025,61
NSW,McMahon,Penrith MCMAHON PPVC,24/04/2025,42
NSW,McMahon,Penrith MCMAHON PPVC,26/04/2025,50
NSW,McMahon,Penrith MCMAHON PPVC,28/04/2025,60
NSW,McMahon,Penrith MCMAHON PPVC,29/04/2025,43
NSW,McMahon,Penrith MCMAHON PPVC,30/04/2025,63
NSW,McMahon,Penrith MCMAHON PPVC,1/05/2025,80
NSW,McMahon,Penrith MCMAHON PPVC,2/05/2025,96
NSW,McMahon,St Marys MCMAHON PPVC,22/04/2025,302
NSW,McMahon,St Marys MCMAHON PPVC,23/04/2025,393
NSW,McMahon,St Marys MCMAHON PPVC,24/04/2025,381
NSW,McMahon,St Marys MCMAHON PPVC,26/04/2025,347
NSW,McMahon,St Marys MCMAHON PPVC,28/04/2025,491
NSW,McMahon,St Marys MCMAHON PPVC,29/04/2025,361
NSW,McMahon,St Marys MCMAHON PPVC,30/04/2025,425
NSW,McMahon,St Marys MCMAHON PPVC,1/05/2025,460
NSW,McMahon,St Marys MCMAHON PPVC,2/05/2025,619
NSW,McMahon,Wetherill Park MCMAHON PPVC,22/04/2025,425
NSW,McMahon,Wetherill Park MCMAHON PPVC,23/04/2025,509
NSW,McMahon,Wetherill Park MCMAHON PPVC,24/04/2025,543
NSW,McMahon,Wetherill Park MCMAHON PPVC,26/04/2025,668
NSW,McMahon,Wetherill Park MCMAHON PPVC,28/04/2025,757
NSW,McMahon,Wetherill Park MCMAHON PPVC,29/04/2025,559
NSW,McMahon,Wetherill Park MCMAHON PPVC,30/04/2025,648
NSW,McMahon,Wetherill Park MCMAHON PPVC,1/05/2025,919
NSW,McMahon,Wetherill Park MCMAHON PPVC,2/05/2025,849
NSW,Mitchell,Baulkham Hills MITCHELL PPVC,22/04/2025,1802
