2004 Federal Election House of Representatives Two Candidate Preferred By Candidate By Polling Place [12246 8/11/2005 11:09:18 PM]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,Swing
NSW,103,Banks,23,Punchbowl South,14709,GRAY,Roger,3,,LP,Liberal,677,9.79
NSW,103,Banks,23,Punchbowl South,14330,MELHAM,Daryl,6,#,ALP,Australian Labor Party,1208,-9.79
NSW,103,Banks,24,Revesby,14709,GRAY,Roger,3,,LP,Liberal,580,4.81
NSW,103,Banks,24,Revesby,14330,MELHAM,Daryl,6,#,ALP,Australian Labor Party,902,-4.81
NSW,103,Banks,25,Revesby North,14709,GRAY,Roger,3,,LP,Liberal,1207,3.65
NSW,103,Banks,25,Revesby North,14330,MELHAM,Daryl,6,#,ALP,Australian Labor Party,1540,-3.65
NSW,103,Banks,26,Revesby South,14709,GRAY,Roger,3,,LP,Liberal,1120,0.09
NSW,103,Banks,26,Revesby South,14330,MELHAM,Daryl,6,#,ALP,Australian Labor Party,1202,-0.09
NSW,103,Banks,27,Riverwood North,14709,GRAY,Roger,3,,LP,Liberal,409,3.11
NSW,103,Banks,27,Riverwood North,14330,MELHAM,Daryl,6,#,ALP,Australian Labor Party,910,-3.11
NSW,103,Banks,28,Riverwood South,14709,GRAY,Roger,3,,LP,Liberal,655,-0.5
NSW,103,Banks,28,Riverwood South,14330,MELHAM,Daryl,6,#,ALP,Australian Labor Party,910,0.5
NSW,103,Banks,33594,Special Hospital Team 1,14709,GRAY,Roger,3,,LP,Liberal,76,3.15
NSW,103,Banks,33594,Special Hospital Team 1,14330,MELHAM,Daryl,6,#,ALP,Australian Labor Party,66,-3.15
NSW,103,Banks,14011,Sydney (Banks),14709,GRAY,Roger,3,,LP,Liberal,44,5.35
NSW,103,Banks,14011,Sydney (Banks),14330,MELHAM,Daryl,6,#,ALP,Australian Labor Party,57,-5.35
NSW,104,Barton,31,Allawah,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,944,2.62
NSW,104,Barton,31,Allawah,14891,MORROW,Bruce,4,,LP,Liberal,524,-2.62
NSW,104,Barton,67,Allawah South,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,621,0.89
NSW,104,Barton,67,Allawah South,14891,MORROW,Bruce,4,,LP,Liberal,431,-0.89
NSW,104,Barton,32,Arncliffe,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,824,2.07
NSW,104,Barton,32,Arncliffe,14891,MORROW,Bruce,4,,LP,Liberal,314,-2.07
NSW,104,Barton,34,Arncliffe Central,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,899,-0.09
NSW,104,Barton,34,Arncliffe Central,14891,MORROW,Bruce,4,,LP,Liberal,319,0.09
NSW,104,Barton,2642,Athelstane,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1840,1.01
NSW,104,Barton,2642,Athelstane,14891,MORROW,Bruce,4,,LP,Liberal,767,-1.01
NSW,104,Barton,33,Bald Face,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,408,1.9
NSW,104,Barton,33,Bald Face,14891,MORROW,Bruce,4,,LP,Liberal,1022,-1.9
NSW,104,Barton,35,Bell Park,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,367,2.67
NSW,104,Barton,35,Bell Park,14891,MORROW,Bruce,4,,LP,Liberal,314,-2.67
NSW,104,Barton,2647,Bexley,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1575,4.28
NSW,104,Barton,2647,Bexley,14891,MORROW,Bruce,4,,LP,Liberal,853,-4.28
NSW,104,Barton,2648,Bexley Central,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,498,-1.48
NSW,104,Barton,2648,Bexley Central,14891,MORROW,Bruce,4,,LP,Liberal,307,1.48
NSW,104,Barton,2640,Bexley East,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,948,1.09
NSW,104,Barton,2640,Bexley East,14891,MORROW,Bruce,4,,LP,Liberal,451,-1.09
NSW,104,Barton,34034,Bexley South,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,162,-2.12
NSW,104,Barton,34034,Bexley South,14891,MORROW,Bruce,4,,LP,Liberal,84,2.12
NSW,104,Barton,36,Blakehurst,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,404,0.35
NSW,104,Barton,36,Blakehurst,14891,MORROW,Bruce,4,,LP,Liberal,485,-0.35
NSW,104,Barton,46,Blakehurst North,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,295,-3.19
NSW,104,Barton,46,Blakehurst North,14891,MORROW,Bruce,4,,LP,Liberal,272,3.19
NSW,104,Barton,39,Brighton North,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,626,0.49
NSW,104,Barton,39,Brighton North,14891,MORROW,Bruce,4,,LP,Liberal,547,-0.49
NSW,104,Barton,38,Brighton-Le-Sands,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1485,-0.2
NSW,104,Barton,38,Brighton-Le-Sands,14891,MORROW,Bruce,4,,LP,Liberal,1034,0.2
NSW,104,Barton,2653,Carlton,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1836,2.18
NSW,104,Barton,2653,Carlton,14891,MORROW,Bruce,4,,LP,Liberal,848,-2.18
NSW,104,Barton,47,Carlton South,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1706,1.62
NSW,104,Barton,47,Carlton South,14891,MORROW,Bruce,4,,LP,Liberal,1098,-1.62
NSW,104,Barton,40,Carss Park,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,274,-2
NSW,104,Barton,40,Carss Park,14891,MORROW,Bruce,4,,LP,Liberal,509,2
NSW,104,Barton,42,Connells Point,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1010,3.13
NSW,104,Barton,42,Connells Point,14891,MORROW,Bruce,4,,LP,Liberal,1694,-3.13
NSW,104,Barton,44,Hurstville Central,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,996,3.22
NSW,104,Barton,44,Hurstville Central,14891,MORROW,Bruce,4,,LP,Liberal,572,-3.22
NSW,104,Barton,45,Hurstville Grove,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1087,4.06
NSW,104,Barton,45,Hurstville Grove,14891,MORROW,Bruce,4,,LP,Liberal,1035,-4.06
NSW,104,Barton,48,Kogarah,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,520,-2.35
NSW,104,Barton,48,Kogarah,14891,MORROW,Bruce,4,,LP,Liberal,281,2.35
NSW,104,Barton,49,Kogarah Bay,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,364,-4.42
NSW,104,Barton,49,Kogarah Bay,14891,MORROW,Bruce,4,,LP,Liberal,560,4.42
NSW,104,Barton,50,Kogarah Central,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1017,-0.64
NSW,104,Barton,50,Kogarah Central,14891,MORROW,Bruce,4,,LP,Liberal,418,0.64
NSW,104,Barton,54,Kogarah East,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,438,-2.21
NSW,104,Barton,54,Kogarah East,14891,MORROW,Bruce,4,,LP,Liberal,336,2.21
NSW,104,Barton,2654,Kogarah West,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,782,3.28
NSW,104,Barton,2654,Kogarah West,14891,MORROW,Bruce,4,,LP,Liberal,348,-3.28
NSW,104,Barton,51,Kyeemagh,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,603,1.59
NSW,104,Barton,51,Kyeemagh,14891,MORROW,Bruce,4,,LP,Liberal,406,-1.59
NSW,104,Barton,52,Monterey,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,924,1.87
NSW,104,Barton,52,Monterey,14891,MORROW,Bruce,4,,LP,Liberal,747,-1.87
NSW,104,Barton,56,Mortdale East,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,621,3.47
NSW,104,Barton,56,Mortdale East,14891,MORROW,Bruce,4,,LP,Liberal,516,-3.47
NSW,104,Barton,58,Oatley (Barton),14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,933,4.24
NSW,104,Barton,58,Oatley (Barton),14891,MORROW,Bruce,4,,LP,Liberal,1195,-4.24
NSW,104,Barton,69,Ramsgate,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1051,2.68
NSW,104,Barton,69,Ramsgate,14891,MORROW,Bruce,4,,LP,Liberal,840,-2.68
NSW,104,Barton,61,Ramsgate Beach,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1035,3.43
NSW,104,Barton,61,Ramsgate Beach,14891,MORROW,Bruce,4,,LP,Liberal,985,-3.43
NSW,104,Barton,62,Rockdale,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1010,-2.64
NSW,104,Barton,62,Rockdale,14891,MORROW,Bruce,4,,LP,Liberal,390,2.64
NSW,104,Barton,63,Rockdale Central,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1473,-0.27
NSW,104,Barton,63,Rockdale Central,14891,MORROW,Bruce,4,,LP,Liberal,622,0.27
NSW,104,Barton,64,Rockdale Park,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,729,-4.92
NSW,104,Barton,64,Rockdale Park,14891,MORROW,Bruce,4,,LP,Liberal,416,4.92
NSW,104,Barton,2671,Rockdale West,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1022,-1.61
NSW,104,Barton,2671,Rockdale West,14891,MORROW,Bruce,4,,LP,Liberal,376,1.61
NSW,104,Barton,41,Sandringham,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,989,3.25
NSW,104,Barton,41,Sandringham,14891,MORROW,Bruce,4,,LP,Liberal,1191,-3.25
NSW,104,Barton,68,Sans Souci,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,979,1.06
NSW,104,Barton,68,Sans Souci,14891,MORROW,Bruce,4,,LP,Liberal,1111,-1.06
NSW,104,Barton,37,Sans Souci North,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,309,-3.25
NSW,104,Barton,37,Sans Souci North,14891,MORROW,Bruce,4,,LP,Liberal,351,3.25
NSW,104,Barton,71,South Haven,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,416,2.37
NSW,104,Barton,71,South Haven,14891,MORROW,Bruce,4,,LP,Liberal,212,-2.37
NSW,104,Barton,33595,Special Hospital Team 1,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,64,-1.5
NSW,104,Barton,33595,Special Hospital Team 1,14891,MORROW,Bruce,4,,LP,Liberal,108,1.5
NSW,104,Barton,33765,Special Hospital Team 2,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,71,10.81
NSW,104,Barton,33765,Special Hospital Team 2,14891,MORROW,Bruce,4,,LP,Liberal,73,-10.81
NSW,104,Barton,38392,Special Hospital Team 3,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,8,-1.14
NSW,104,Barton,38392,Special Hospital Team 3,14891,MORROW,Bruce,4,,LP,Liberal,14,1.14
NSW,104,Barton,65,St Cuthbert's,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,1011,2.74
NSW,104,Barton,65,St Cuthbert's,14891,MORROW,Bruce,4,,LP,Liberal,729,-2.74
NSW,104,Barton,14014,Sydney (Barton),14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,99,-1.55
NSW,104,Barton,14014,Sydney (Barton),14891,MORROW,Bruce,4,,LP,Liberal,61,1.56
NSW,104,Barton,43,The Mall,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,383,1.13
NSW,104,Barton,43,The Mall,14891,MORROW,Bruce,4,,LP,Liberal,434,-1.13
NSW,104,Barton,2641,Turrella,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,643,-1.87
NSW,104,Barton,2641,Turrella,14891,MORROW,Bruce,4,,LP,Liberal,251,1.87
NSW,105,Bennelong,75,Balaclava,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,1145,3.64
NSW,105,Bennelong,75,Balaclava,14818,HOWARD,John Winston,6,#,LP,Liberal,1366,-3.64
NSW,105,Bennelong,33930,Boronia Park (Bennelong),14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,351,4.94
NSW,105,Bennelong,33930,Boronia Park (Bennelong),14818,HOWARD,John Winston,6,#,LP,Liberal,394,-4.94
NSW,105,Bennelong,634,Carlingford (Bennelong),14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,491,3.32
NSW,105,Bennelong,634,Carlingford (Bennelong),14818,HOWARD,John Winston,6,#,LP,Liberal,709,-3.32
NSW,105,Bennelong,638,Denistone,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,389,3.02
NSW,105,Bennelong,638,Denistone,14818,HOWARD,John Winston,6,#,LP,Liberal,418,-3.02
NSW,105,Bennelong,639,Denistone East,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,1058,3.89
NSW,105,Bennelong,639,Denistone East,14818,HOWARD,John Winston,6,#,LP,Liberal,1215,-3.89
NSW,105,Bennelong,647,Denistone West,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,521,4.85
NSW,105,Bennelong,647,Denistone West,14818,HOWARD,John Winston,6,#,LP,Liberal,637,-4.85
NSW,105,Bennelong,79,Eastview,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,309,0.76
NSW,105,Bennelong,79,Eastview,14818,HOWARD,John Winston,6,#,LP,Liberal,424,-0.76
NSW,105,Bennelong,642,Eastwood,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,2119,3.24
NSW,105,Bennelong,642,Eastwood,14818,HOWARD,John Winston,6,#,LP,Liberal,2045,-3.24
NSW,105,Bennelong,80,Eastwood Heights,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,740,4.39
NSW,105,Bennelong,80,Eastwood Heights,14818,HOWARD,John Winston,6,#,LP,Liberal,847,-4.39
NSW,105,Bennelong,643,Eastwood West,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,279,4.18
NSW,105,Bennelong,643,Eastwood West,14818,HOWARD,John Winston,6,#,LP,Liberal,399,-4.18
NSW,105,Bennelong,644,Epping,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,976,7.5
NSW,105,Bennelong,644,Epping,14818,HOWARD,John Winston,6,#,LP,Liberal,1049,-7.5
NSW,105,Bennelong,81,Epping East,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,1299,7
NSW,105,Bennelong,81,Epping East,14818,HOWARD,John Winston,6,#,LP,Liberal,1355,-7
NSW,105,Bennelong,645,Epping Heights (Bennelong),14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,694,5.13
NSW,105,Bennelong,645,Epping Heights (Bennelong),14818,HOWARD,John Winston,6,#,LP,Liberal,801,-5.13
NSW,105,Bennelong,82,Epping North,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,927,5.44
NSW,105,Bennelong,82,Epping North,14818,HOWARD,John Winston,6,#,LP,Liberal,1321,-5.44
NSW,105,Bennelong,11927,Epping West,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,1390,5.43
NSW,105,Bennelong,11927,Epping West,14818,HOWARD,John Winston,6,#,LP,Liberal,1637,-5.43
NSW,105,Bennelong,84,Gladesville (Bennelong),14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,756,3.22
NSW,105,Bennelong,84,Gladesville (Bennelong),14818,HOWARD,John Winston,6,#,LP,Liberal,747,-3.22
NSW,105,Bennelong,85,Gladesville Central,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,300,9.03
NSW,105,Bennelong,85,Gladesville Central,14818,HOWARD,John Winston,6,#,LP,Liberal,295,-9.03
NSW,105,Bennelong,86,Gladesville East,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,137,11.97
NSW,105,Bennelong,86,Gladesville East,14818,HOWARD,John Winston,6,#,LP,Liberal,123,-11.97
NSW,105,Bennelong,87,Gladesville North,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,704,-0.7
NSW,105,Bennelong,87,Gladesville North,14818,HOWARD,John Winston,6,#,LP,Liberal,862,0.7
NSW,105,Bennelong,88,Gladesville West,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,240,0.49
NSW,105,Bennelong,88,Gladesville West,14818,HOWARD,John Winston,6,#,LP,Liberal,358,-0.49
NSW,105,Bennelong,33877,Holy Cross Ryde,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,197,4.99
NSW,105,Bennelong,33877,Holy Cross Ryde,14818,HOWARD,John Winston,6,#,LP,Liberal,174,-4.99
NSW,105,Bennelong,92,Kent Road,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,998,-0.58
NSW,105,Bennelong,92,Kent Road,14818,HOWARD,John Winston,6,#,LP,Liberal,1260,0.58
NSW,105,Bennelong,93,Kittys Creek,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,133,4.45
NSW,105,Bennelong,93,Kittys Creek,14818,HOWARD,John Winston,6,#,LP,Liberal,196,-4.45
NSW,105,Bennelong,98,Lyon Park,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,658,2.52
NSW,105,Bennelong,98,Lyon Park,14818,HOWARD,John Winston,6,#,LP,Liberal,633,-2.52
NSW,105,Bennelong,99,Marsfield,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,879,3.05
NSW,105,Bennelong,99,Marsfield,14818,HOWARD,John Winston,6,#,LP,Liberal,1158,-3.05
NSW,105,Bennelong,650,Meadowbank,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,480,4.25
NSW,105,Bennelong,650,Meadowbank,14818,HOWARD,John Winston,6,#,LP,Liberal,379,-4.25
NSW,105,Bennelong,33928,Melrose Park,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,401,5.27
NSW,105,Bennelong,33928,Melrose Park,14818,HOWARD,John Winston,6,#,LP,Liberal,449,-5.27
NSW,105,Bennelong,8869,Parkes Street,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,570,-1.01
NSW,105,Bennelong,8869,Parkes Street,14818,HOWARD,John Winston,6,#,LP,Liberal,709,1.01
NSW,105,Bennelong,102,Putney,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,1113,1.75
NSW,105,Bennelong,102,Putney,14818,HOWARD,John Winston,6,#,LP,Liberal,1727,-1.75
NSW,105,Bennelong,33926,Roselea (Bennelong),14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,624,6.5
NSW,105,Bennelong,33926,Roselea (Bennelong),14818,HOWARD,John Winston,6,#,LP,Liberal,708,-6.5
NSW,105,Bennelong,653,Royal Ryde Homes,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,68,-6.74
NSW,105,Bennelong,653,Royal Ryde Homes,14818,HOWARD,John Winston,6,#,LP,Liberal,121,6.74
NSW,105,Bennelong,654,Ryde,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,921,-1.6
NSW,105,Bennelong,654,Ryde,14818,HOWARD,John Winston,6,#,LP,Liberal,830,1.6
NSW,105,Bennelong,104,Ryde Central,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,385,5.92
NSW,105,Bennelong,104,Ryde Central,14818,HOWARD,John Winston,6,#,LP,Liberal,460,-5.92
NSW,105,Bennelong,105,Ryde East,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,1285,3.77
NSW,105,Bennelong,105,Ryde East,14818,HOWARD,John Winston,6,#,LP,Liberal,1742,-3.77
NSW,105,Bennelong,655,Ryde Heights,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,240,-3.98
NSW,105,Bennelong,655,Ryde Heights,14818,HOWARD,John Winston,6,#,LP,Liberal,321,3.98
NSW,105,Bennelong,656,Ryde Hospital,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,213,4.82
NSW,105,Bennelong,656,Ryde Hospital,14818,HOWARD,John Winston,6,#,LP,Liberal,276,-4.82
NSW,105,Bennelong,106,Ryde North,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,1340,2.61
NSW,105,Bennelong,106,Ryde North,14818,HOWARD,John Winston,6,#,LP,Liberal,1551,-2.61
NSW,105,Bennelong,657,Ryde South,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,226,1.84
NSW,105,Bennelong,657,Ryde South,14818,HOWARD,John Winston,6,#,LP,Liberal,294,-1.84
NSW,105,Bennelong,33596,Special Hospital Team 1,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,48,0.43
NSW,105,Bennelong,33596,Special Hospital Team 1,14818,HOWARD,John Winston,6,#,LP,Liberal,170,-0.43
NSW,105,Bennelong,33767,Special Hospital Team 2,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,43,6.61
NSW,105,Bennelong,33767,Special Hospital Team 2,14818,HOWARD,John Winston,6,#,LP,Liberal,107,-6.61
NSW,105,Bennelong,14017,Sydney (Bennelong),14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,73,-5.32
NSW,105,Bennelong,14017,Sydney (Bennelong),14818,HOWARD,John Winston,6,#,LP,Liberal,67,5.32
NSW,105,Bennelong,34349,Top Ryde,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,809,3.87
NSW,105,Bennelong,34349,Top Ryde,14818,HOWARD,John Winston,6,#,LP,Liberal,677,-3.87
NSW,105,Bennelong,107,Truscott,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,662,4.13
NSW,105,Bennelong,107,Truscott,14818,HOWARD,John Winston,6,#,LP,Liberal,916,-4.13
NSW,105,Bennelong,660,Water Tanks,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,554,0.05
NSW,105,Bennelong,660,Water Tanks,14818,HOWARD,John Winston,6,#,LP,Liberal,742,-0.05
NSW,105,Bennelong,661,West Ryde,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,1673,2
NSW,105,Bennelong,661,West Ryde,14818,HOWARD,John Winston,6,#,LP,Liberal,1450,-2
NSW,105,Bennelong,108,Wicks,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,94,3.19
NSW,105,Bennelong,108,Wicks,14818,HOWARD,John Winston,6,#,LP,Liberal,131,-3.19
NSW,106,Berowra,1823,Arcadia,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,206,3.92
NSW,106,Berowra,1823,Arcadia,14745,RUDDOCK,Philip,4,#,LP,Liberal,507,-3.92
NSW,106,Berowra,115,Asquith,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,802,-0.8
NSW,106,Berowra,115,Asquith,14745,RUDDOCK,Philip,4,#,LP,Liberal,1150,0.8
NSW,106,Berowra,632,Beecroft,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,1174,5.86
NSW,106,Berowra,632,Beecroft,14745,RUDDOCK,Philip,4,#,LP,Liberal,1867,-5.86
NSW,106,Berowra,117,Berowra,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,1261,5.67
NSW,106,Berowra,117,Berowra,14745,RUDDOCK,Philip,4,#,LP,Liberal,1807,-5.67
NSW,106,Berowra,118,Berowra Heights,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,682,2.52
NSW,106,Berowra,118,Berowra Heights,14745,RUDDOCK,Philip,4,#,LP,Liberal,1000,-2.52
NSW,106,Berowra,1828,Berowra Waters,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,30,3.3
NSW,106,Berowra,1828,Berowra Waters,14745,RUDDOCK,Philip,4,#,LP,Liberal,56,-3.3
NSW,106,Berowra,119,Bowden Brae,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,176,4.15
NSW,106,Berowra,119,Bowden Brae,14745,RUDDOCK,Philip,4,#,LP,Liberal,385,-4.15
NSW,106,Berowra,120,Brooklyn,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,213,3.02
NSW,106,Berowra,120,Brooklyn,14745,RUDDOCK,Philip,4,#,LP,Liberal,213,-3.02
NSW,106,Berowra,637,Cheltenham,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,554,4
NSW,106,Berowra,637,Cheltenham,14745,RUDDOCK,Philip,4,#,LP,Liberal,888,-4
NSW,106,Berowra,11928,Cherrybrook,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,1045,3.53
NSW,106,Berowra,11928,Cherrybrook,14745,RUDDOCK,Philip,4,#,LP,Liberal,1816,-3.53
NSW,106,Berowra,34004,Cherrybrook Central,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,131,0.74
NSW,106,Berowra,34004,Cherrybrook Central,14745,RUDDOCK,Philip,4,#,LP,Liberal,315,-0.74
NSW,106,Berowra,11929,Cherrybrook South,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,439,5.27
NSW,106,Berowra,11929,Cherrybrook South,14745,RUDDOCK,Philip,4,#,LP,Liberal,966,-5.27
NSW,106,Berowra,121,Cowan,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,154,1.62
NSW,106,Berowra,121,Cowan,14745,RUDDOCK,Philip,4,#,LP,Liberal,174,-1.62
NSW,106,Berowra,122,Dangar Island,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,86,6.76
NSW,106,Berowra,122,Dangar Island,14745,RUDDOCK,Philip,4,#,LP,Liberal,27,-6.76
NSW,106,Berowra,11930,Dural (Berowra),14369,COLNAN,Michael,3,,ALP,Australian Labor Party,427,4.53
NSW,106,Berowra,11930,Dural (Berowra),14745,RUDDOCK,Philip,4,#,LP,Liberal,1210,-4.53
NSW,106,Berowra,33811,Epping Heights (Berowra),14369,COLNAN,Michael,3,,ALP,Australian Labor Party,75,10.34
NSW,106,Berowra,33811,Epping Heights (Berowra),14745,RUDDOCK,Philip,4,#,LP,Liberal,88,-10.34
NSW,106,Berowra,1836,Galston,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,441,4.09
NSW,106,Berowra,1836,Galston,14745,RUDDOCK,Philip,4,#,LP,Liberal,1149,-4.09
NSW,106,Berowra,1839,Glenorie,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,332,-0.5
NSW,106,Berowra,1839,Glenorie,14745,RUDDOCK,Philip,4,#,LP,Liberal,1084,0.5
NSW,106,Berowra,1831,Hillside Central,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,64,1.43
NSW,106,Berowra,1831,Hillside Central,14745,RUDDOCK,Philip,4,#,LP,Liberal,218,-1.43
NSW,106,Berowra,123,Hornsby,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,766,5.15
NSW,106,Berowra,123,Hornsby,14745,RUDDOCK,Philip,4,#,LP,Liberal,802,-5.15
NSW,106,Berowra,127,Hornsby Central,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,1390,4.28
NSW,106,Berowra,127,Hornsby Central,14745,RUDDOCK,Philip,4,#,LP,Liberal,1454,-4.28
NSW,106,Berowra,33771,Hornsby East,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,508,1.19
NSW,106,Berowra,33771,Hornsby East,14745,RUDDOCK,Philip,4,#,LP,Liberal,531,-1.19
NSW,106,Berowra,124,Hornsby Heights,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,942,5.37
NSW,106,Berowra,124,Hornsby Heights,14745,RUDDOCK,Philip,4,#,LP,Liberal,1510,-5.37
NSW,106,Berowra,125,Hornsby Hospital,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,126,9.73
