Date,Party,50%
2019-06-21,@TPP,48.051
2019-06-22,@TPP,48.051
2019-06-23,@TPP,48.052
2019-06-24,@TPP,48.052
2019-06-25,@TPP,48.051
2019-06-26,@TPP,48.051
2019-06-27,@TPP,48.031
2019-06-28,@TPP,48.031
2019-06-29,@TPP,48.016
2019-06-30,@TPP,48.016
2019-07-01,@TPP,48.017
2019-07-02,@TPP,48.017
2019-07-03,@TPP,48.018
2019-07-04,@TPP,48.018
2019-07-05,@TPP,48.03
2019-07-06,@TPP,48.03
2019-07-07,@TPP,48.032
2019-07-08,@TPP,48.032
2019-07-09,@TPP,48.002
2019-07-10,@TPP,48.002
2019-07-11,@TPP,48.024
2019-07-12,@TPP,48.024
2019-07-13,@TPP,48.036
2019-07-14,@TPP,48.036
2019-07-15,@TPP,48.067
2019-07-16,@TPP,48.067
2019-07-17,@TPP,48.01
2019-07-18,@TPP,48.01
2019-07-19,@TPP,48.027
2019-07-20,@TPP,48.027
2019-07-21,@TPP,48.04
2019-07-22,@TPP,48.04
2019-07-23,@TPP,48.013
2019-07-24,@TPP,48.013
2019-07-25,@TPP,48.015
2019-07-26,@TPP,48.015
2019-07-27,@TPP,48.011
2019-07-28,@TPP,48.011
2019-07-29,@TPP,48.042
2019-07-30,@TPP,48.042
2019-07-31,@TPP,48.073
2019-08-01,@TPP,48.073
2019-08-02,@TPP,48.122
2019-08-03,@TPP,48.122
2019-08-04,@TPP,48.168
2019-08-05,@TPP,48.168
2019-08-06,@TPP,48.191
2019-08-07,@TPP,48.191
2019-08-08,@TPP,48.2
2019-08-09,@TPP,48.2
2019-08-10,@TPP,48.256
2019-08-11,@TPP,48.256
2019-08-12,@TPP,48.315
2019-08-13,@TPP,48.315
2019-08-14,@TPP,48.354
2019-08-15,@TPP,48.354
2019-08-16,@TPP,48.39
2019-08-17,@TPP,48.39
2019-08-18,@TPP,48.405
2019-08-19,@TPP,48.405
2019-08-20,@TPP,48.45
2019-08-21,@TPP,48.45
2019-08-22,@TPP,48.459
2019-08-23,@TPP,48.459
2019-08-24,@TPP,48.464
2019-08-25,@TPP,48.464
2019-08-26,@TPP,48.489
2019-08-27,@TPP,48.489
2019-08-28,@TPP,48.506
2019-08-29,@TPP,48.506
2019-08-30,@TPP,48.525
2019-08-31,@TPP,48.525
2019-09-01,@TPP,48.551
2019-09-02,@TPP,48.551
2019-09-03,@TPP,48.572
2019-09-04,@TPP,48.572
2019-09-05,@TPP,48.599
2019-09-06,@TPP,48.599
2019-09-07,@TPP,48.62
2019-09-08,@TPP,48.62
2019-09-09,@TPP,48.631
2019-09-10,@TPP,48.631
