Date,Party,50%
2007-12-05,@TPP,58.913
2007-12-06,@TPP,58.913
2007-12-07,@TPP,58.983
2007-12-08,@TPP,58.983
2007-12-09,@TPP,58.999
2007-12-10,@TPP,58.999
2007-12-11,@TPP,59.038
2007-12-12,@TPP,59.038
2007-12-13,@TPP,59.068
2007-12-14,@TPP,59.068
2007-12-15,@TPP,59.138
2007-12-16,@TPP,59.138
2007-12-17,@TPP,59.178
2007-12-18,@TPP,59.178
2007-12-19,@TPP,59.221
2007-12-20,@TPP,59.221
2007-12-21,@TPP,59.261
2007-12-22,@TPP,59.261
2007-12-23,@TPP,59.29
2007-12-24,@TPP,59.29
2007-12-25,@TPP,59.333
2007-12-26,@TPP,59.333
2007-12-27,@TPP,59.388
2007-12-28,@TPP,59.388
2007-12-29,@TPP,59.442
2007-12-30,@TPP,59.442
2007-12-31,@TPP,59.485
2008-01-01,@TPP,59.485
2008-01-02,@TPP,59.546
2008-01-03,@TPP,59.546
2008-01-04,@TPP,59.581
2008-01-05,@TPP,59.581
2008-01-06,@TPP,59.624
2008-01-07,@TPP,59.624
2008-01-08,@TPP,59.672
2008-01-09,@TPP,59.672
2008-01-10,@TPP,59.732
2008-01-11,@TPP,59.732
2008-01-12,@TPP,59.784
2008-01-13,@TPP,59.784
2008-01-14,@TPP,59.841
2008-01-15,@TPP,59.841
2008-01-16,@TPP,59.898
2008-01-17,@TPP,59.898
2008-01-18,@TPP,59.921
2008-01-19,@TPP,59.921
2008-01-20,@TPP,59.975
2008-01-21,@TPP,59.975
2008-01-22,@TPP,60.05
2008-01-23,@TPP,60.05
2008-01-24,@TPP,60.268
2008-01-25,@TPP,60.268
2008-01-26,@TPP,60.306
2008-01-27,@TPP,60.306
2008-01-28,@TPP,60.382
2008-01-29,@TPP,60.382
2008-01-30,@TPP,60.405
2008-01-31,@TPP,60.405
2008-02-01,@TPP,60.469
2008-02-02,@TPP,60.469
2008-02-03,@TPP,60.533
2008-02-04,@TPP,60.533
2008-02-05,@TPP,60.609
2008-02-06,@TPP,60.609
2008-02-07,@TPP,60.664
2008-02-08,@TPP,60.664
2008-02-09,@TPP,60.716
2008-02-10,@TPP,60.716
2008-02-11,@TPP,60.77
2008-02-12,@TPP,60.77
2008-02-13,@TPP,60.83
2008-02-14,@TPP,60.83
2008-02-15,@TPP,60.882
2008-02-16,@TPP,60.882
2008-02-17,@TPP,61.066
2008-02-18,@TPP,61.066
2008-02-19,@TPP,61.233
2008-02-20,@TPP,61.233
2008-02-21,@TPP,61.345
2008-02-22,@TPP,61.345
2008-02-23,@TPP,61.465
2008-02-24,@TPP,61.465
2008-02-25,@TPP,61.573
2008-02-26,@TPP,61.573
2008-02-27,@TPP,61.687
2008-02-28,@TPP,61.687
2008-02-29,@TPP,61.815
2008-03-01,@TPP,61.815
2008-03-02,@TPP,61.856
2008-03-03,@TPP,61.856
2008-03-04,@TPP,61.878
2008-03-05,@TPP,61.878
2008-03-06,@TPP,61.831
2008-03-07,@TPP,61.831
2008-03-08,@TPP,61.777
2008-03-09,@TPP,61.777
2008-03-10,@TPP,61.744
2008-03-11,@TPP,61.744
2008-03-12,@TPP,61.714
2008-03-13,@TPP,61.714
2008-03-14,@TPP,61.618
2008-03-15,@TPP,61.618
2008-03-16,@TPP,61.611
2008-03-17,@TPP,61.611
2008-03-18,@TPP,61.625
2008-03-19,@TPP,61.625
2008-03-20,@TPP,61.593
2008-03-21,@TPP,61.593
2008-03-22,@TPP,61.572
2008-03-23,@TPP,61.572
2008-03-24,@TPP,61.549
2008-03-25,@TPP,61.549
2008-03-26,@TPP,61.522
2008-03-27,@TPP,61.522
2008-03-28,@TPP,61.501
2008-03-29,@TPP,61.501
2008-03-30,@TPP,61.465
2008-03-31,@TPP,61.465
2008-04-01,@TPP,61.415
2008-04-02,@TPP,61.415
2008-04-03,@TPP,61.368
2008-04-04,@TPP,61.368
2008-04-05,@TPP,61.309
2008-04-06,@TPP,61.309
2008-04-07,@TPP,61.32
2008-04-08,@TPP,61.32
2008-04-09,@TPP,61.332
2008-04-10,@TPP,61.332
2008-04-11,@TPP,61.212
2008-04-12,@TPP,61.212
2008-04-13,@TPP,61.101
2008-04-14,@TPP,61.101
2008-04-15,@TPP,61.033
2008-04-16,@TPP,61.033
2008-04-17,@TPP,60.981
2008-04-18,@TPP,60.981
2008-04-19,@TPP,60.838
2008-04-20,@TPP,60.838
2008-04-21,@TPP,60.628
2008-04-22,@TPP,60.628
2008-04-23,@TPP,60.441
2008-04-24,@TPP,60.441
2008-04-25,@TPP,60.256
2008-04-26,@TPP,60.256
2008-04-27,@TPP,60.076
2008-04-28,@TPP,60.076
2008-04-29,@TPP,59.882
2008-04-30,@TPP,59.882
2008-05-01,@TPP,59.689
2008-05-02,@TPP,59.689
2008-05-03,@TPP,59.5
2008-05-04,@TPP,59.5
2008-05-05,@TPP,59.328
2008-05-06,@TPP,59.328
2008-05-07,@TPP,59.143
2008-05-08,@TPP,59.143
2008-05-09,@TPP,58.989
2008-05-10,@TPP,58.989
2008-05-11,@TPP,58.884
2008-05-12,@TPP,58.884
2008-05-13,@TPP,58.79
2008-05-14,@TPP,58.79
2008-05-15,@TPP,58.687
2008-05-16,@TPP,58.687
2008-05-17,@TPP,58.621
2008-05-18,@TPP,58.621
2008-05-19,@TPP,58.643
2008-05-20,@TPP,58.643
2008-05-21,@TPP,58.651
2008-05-22,@TPP,58.651
2008-05-23,@TPP,58.677
2008-05-24,@TPP,58.677
2008-05-25,@TPP,58.699
2008-05-26,@TPP,58.699
2008-05-27,@TPP,58.69
2008-05-28,@TPP,58.69
2008-05-29,@TPP,58.689
2008-05-30,@TPP,58.689
2008-05-31,@TPP,58.693
2008-06-01,@TPP,58.693
2008-06-02,@TPP,58.58
2008-06-03,@TPP,58.58
2008-06-04,@TPP,58.489
2008-06-05,@TPP,58.489
2008-06-06,@TPP,58.41
2008-06-07,@TPP,58.41
2008-06-08,@TPP,58.449
2008-06-09,@TPP,58.449
2008-06-10,@TPP,58.471
2008-06-11,@TPP,58.471
2008-06-12,@TPP,58.485
2008-06-13,@TPP,58.485
2008-06-14,@TPP,58.453
2008-06-15,@TPP,58.453
2008-06-16,@TPP,58.312
2008-06-17,@TPP,58.312
2008-06-18,@TPP,58.203
2008-06-19,@TPP,58.203
2008-06-20,@TPP,58.043
2008-06-21,@TPP,58.043
2008-06-22,@TPP,57.896
2008-06-23,@TPP,57.896
2008-06-24,@TPP,57.737
2008-06-25,@TPP,57.737
2008-06-26,@TPP,57.563
2008-06-27,@TPP,57.563
2008-06-28,@TPP,57.391
2008-06-29,@TPP,57.391
2008-06-30,@TPP,57.294
2008-07-01,@TPP,57.294
2008-07-02,@TPP,57.187
2008-07-03,@TPP,57.187
2008-07-04,@TPP,57.113
2008-07-05,@TPP,57.113
2008-07-06,@TPP,57.015
2008-07-07,@TPP,57.015
2008-07-08,@TPP,56.922
2008-07-09,@TPP,56.922
2008-07-10,@TPP,56.84
2008-07-11,@TPP,56.84
2008-07-12,@TPP,56.758
2008-07-13,@TPP,56.758
2008-07-14,@TPP,56.63
2008-07-15,@TPP,56.63
2008-07-16,@TPP,56.492
2008-07-17,@TPP,56.492
2008-07-18,@TPP,56.323
2008-07-19,@TPP,56.323
2008-07-20,@TPP,56.205
2008-07-21,@TPP,56.205
2008-07-22,@TPP,56.21
2008-07-23,@TPP,56.21
2008-07-24,@TPP,56.244
2008-07-25,@TPP,56.244
2008-07-26,@TPP,56.247
2008-07-27,@TPP,56.247
2008-07-28,@TPP,56.164
2008-07-29,@TPP,56.164
2008-07-30,@TPP,56.061
2008-07-31,@TPP,56.061
2008-08-01,@TPP,56.097
2008-08-02,@TPP,56.097
2008-08-03,@TPP,56.139
2008-08-04,@TPP,56.139
2008-08-05,@TPP,56.16
2008-08-06,@TPP,56.16
2008-08-07,@TPP,56.209
2008-08-08,@TPP,56.209
2008-08-09,@TPP,56.241
2008-08-10,@TPP,56.241
2008-08-11,@TPP,56.199
2008-08-12,@TPP,56.199
2008-08-13,@TPP,56.151
2008-08-14,@TPP,56.151
2008-08-15,@TPP,56.166
2008-08-16,@TPP,56.166
2008-08-17,@TPP,56.204
2008-08-18,@TPP,56.204
2008-08-19,@TPP,56.242
2008-08-20,@TPP,56.242
2008-08-21,@TPP,56.262
2008-08-22,@TPP,56.262
2008-08-23,@TPP,56.28
2008-08-24,@TPP,56.28
2008-08-25,@TPP,56.27
2008-08-26,@TPP,56.27
2008-08-27,@TPP,56.272
2008-08-28,@TPP,56.272
2008-08-29,@TPP,56.265
2008-08-30,@TPP,56.265
2008-08-31,@TPP,56.237
2008-09-01,@TPP,56.237
2008-09-02,@TPP,56.208
2008-09-03,@TPP,56.208
2008-09-04,@TPP,56.194
2008-09-05,@TPP,56.194
2008-09-06,@TPP,56.182
2008-09-07,@TPP,56.182
2008-09-08,@TPP,56.07
2008-09-09,@TPP,56.07
2008-09-10,@TPP,55.936
2008-09-11,@TPP,55.936
2008-09-12,@TPP,55.943
2008-09-13,@TPP,55.943
2008-09-14,@TPP,55.935
2008-09-15,@TPP,55.935
2008-09-16,@TPP,55.849
2008-09-17,@TPP,55.849
2008-09-18,@TPP,55.86
2008-09-19,@TPP,55.86
2008-09-20,@TPP,55.985
2008-09-21,@TPP,55.985
2008-09-22,@TPP,56.11
2008-09-23,@TPP,56.11
2008-09-24,@TPP,56.208
2008-09-25,@TPP,56.208
2008-09-26,@TPP,56.227
2008-09-27,@TPP,56.227
2008-09-28,@TPP,56.251
2008-09-29,@TPP,56.251
2008-09-30,@TPP,56.289
2008-10-01,@TPP,56.289
2008-10-02,@TPP,56.298
2008-10-03,@TPP,56.298
2008-10-04,@TPP,56.337
2008-10-05,@TPP,56.337
2008-10-06,@TPP,56.372
2008-10-07,@TPP,56.372
2008-10-08,@TPP,56.41
2008-10-09,@TPP,56.41
2008-10-10,@TPP,56.48
2008-10-11,@TPP,56.48
2008-10-12,@TPP,56.574
2008-10-13,@TPP,56.574
2008-10-14,@TPP,56.597
2008-10-15,@TPP,56.597
2008-10-16,@TPP,56.634
2008-10-17,@TPP,56.634
2008-10-18,@TPP,56.59
2008-10-19,@TPP,56.59
2008-10-20,@TPP,56.559
2008-10-21,@TPP,56.559
2008-10-22,@TPP,56.527
2008-10-23,@TPP,56.527
2008-10-24,@TPP,56.569
2008-10-25,@TPP,56.569
2008-10-26,@TPP,56.65
2008-10-27,@TPP,56.65
2008-10-28,@TPP,56.609
2008-10-29,@TPP,56.609
2008-10-30,@TPP,56.566
2008-10-31,@TPP,56.566
2008-11-01,@TPP,56.513
2008-11-02,@TPP,56.513
2008-11-03,@TPP,56.453
2008-11-04,@TPP,56.453
2008-11-05,@TPP,56.409
2008-11-06,@TPP,56.409
2008-11-07,@TPP,56.328
2008-11-08,@TPP,56.328
2008-11-09,@TPP,56.252
2008-11-10,@TPP,56.252
2008-11-11,@TPP,56.332
2008-11-12,@TPP,56.332
2008-11-13,@TPP,56.393
2008-11-14,@TPP,56.393
2008-11-15,@TPP,56.449
2008-11-16,@TPP,56.449
2008-11-17,@TPP,56.566
2008-11-18,@TPP,56.566
2008-11-19,@TPP,56.693
2008-11-20,@TPP,56.693
2008-11-21,@TPP,56.755
2008-11-22,@TPP,56.755
2008-11-23,@TPP,56.891
2008-11-24,@TPP,56.891
2008-11-25,@TPP,57.014
2008-11-26,@TPP,57.014
2008-11-27,@TPP,57.165
2008-11-28,@TPP,57.165
2008-11-29,@TPP,57.28
2008-11-30,@TPP,57.28
2008-12-01,@TPP,57.401
2008-12-02,@TPP,57.401
2008-12-03,@TPP,57.531
2008-12-04,@TPP,57.531
2008-12-05,@TPP,57.634
2008-12-06,@TPP,57.634
2008-12-07,@TPP,57.606
2008-12-08,@TPP,57.606
2008-12-09,@TPP,57.622
2008-12-10,@TPP,57.622
2008-12-11,@TPP,57.636
2008-12-12,@TPP,57.636
2008-12-13,@TPP,57.658
2008-12-14,@TPP,57.658
2008-12-15,@TPP,57.698
2008-12-16,@TPP,57.698
2008-12-17,@TPP,57.705
2008-12-18,@TPP,57.705
2008-12-19,@TPP,57.711
2008-12-20,@TPP,57.711
2008-12-21,@TPP,57.741
2008-12-22,@TPP,57.741
2008-12-23,@TPP,57.752
2008-12-24,@TPP,57.752
2008-12-25,@TPP,57.733
2008-12-26,@TPP,57.733
2008-12-27,@TPP,57.718
2008-12-28,@TPP,57.718
2008-12-29,@TPP,57.722
2008-12-30,@TPP,57.722
2008-12-31,@TPP,57.726
2009-01-01,@TPP,57.726
2009-01-02,@TPP,57.721
2009-01-03,@TPP,57.721
2009-01-04,@TPP,57.708
2009-01-05,@TPP,57.708
2009-01-06,@TPP,57.715
2009-01-07,@TPP,57.715
2009-01-08,@TPP,57.667
2009-01-09,@TPP,57.667
2009-01-10,@TPP,57.639
2009-01-11,@TPP,57.639
2009-01-12,@TPP,57.564
2009-01-13,@TPP,57.564
2009-01-14,@TPP,57.517
2009-01-15,@TPP,57.517
2009-01-16,@TPP,57.448
2009-01-17,@TPP,57.448
2009-01-18,@TPP,57.478
2009-01-19,@TPP,57.478
2009-01-20,@TPP,57.5
2009-01-21,@TPP,57.5
2009-01-22,@TPP,57.542
2009-01-23,@TPP,57.542
2009-01-24,@TPP,57.584
2009-01-25,@TPP,57.584
2009-01-26,@TPP,57.582
2009-01-27,@TPP,57.582
2009-01-28,@TPP,57.59
2009-01-29,@TPP,57.59
2009-01-30,@TPP,57.582
2009-01-31,@TPP,57.582
2009-02-01,@TPP,57.599
2009-02-02,@TPP,57.599
2009-02-03,@TPP,57.753
2009-02-04,@TPP,57.753
2009-02-05,@TPP,57.886
2009-02-06,@TPP,57.886
2009-02-07,@TPP,58.023
2009-02-08,@TPP,58.023
2009-02-09,@TPP,58.038
2009-02-10,@TPP,58.038
2009-02-11,@TPP,58.074
2009-02-12,@TPP,58.074
2009-02-13,@TPP,58.094
2009-02-14,@TPP,58.094
2009-02-15,@TPP,58.125
2009-02-16,@TPP,58.125
2009-02-17,@TPP,58.223
2009-02-18,@TPP,58.223
2009-02-19,@TPP,58.34
2009-02-20,@TPP,58.34
2009-02-21,@TPP,58.473
2009-02-22,@TPP,58.473
2009-02-23,@TPP,58.447
2009-02-24,@TPP,58.447
2009-02-25,@TPP,58.417
2009-02-26,@TPP,58.417
2009-02-27,@TPP,58.322
2009-02-28,@TPP,58.322
2009-03-01,@TPP,58.249
