Date,Party,50%
2001-11-24,@TPP,46.031
2001-11-25,@TPP,46.031
2001-11-26,@TPP,46.085
2001-11-27,@TPP,46.085
2001-11-28,@TPP,46.108
2001-11-29,@TPP,46.108
2001-11-30,@TPP,46.144
2001-12-01,@TPP,46.144
2001-12-02,@TPP,46.184
2001-12-03,@TPP,46.184
2001-12-04,@TPP,46.204
2001-12-05,@TPP,46.204
2001-12-06,@TPP,46.222
2001-12-07,@TPP,46.222
2001-12-08,@TPP,46.297
2001-12-09,@TPP,46.297
2001-12-10,@TPP,46.328
2001-12-11,@TPP,46.328
2001-12-12,@TPP,46.37
2001-12-13,@TPP,46.37
2001-12-14,@TPP,46.415
2001-12-15,@TPP,46.415
2001-12-16,@TPP,46.424
2001-12-17,@TPP,46.424
2001-12-18,@TPP,46.446
2001-12-19,@TPP,46.446
2001-12-20,@TPP,46.477
2001-12-21,@TPP,46.477
2001-12-22,@TPP,46.484
2001-12-23,@TPP,46.484
2001-12-24,@TPP,46.52
2001-12-25,@TPP,46.52
2001-12-26,@TPP,46.548
2001-12-27,@TPP,46.548
2001-12-28,@TPP,46.577
2001-12-29,@TPP,46.577
2001-12-30,@TPP,46.598
2001-12-31,@TPP,46.598
2002-01-01,@TPP,46.626
2002-01-02,@TPP,46.626
2002-01-03,@TPP,46.651
2002-01-04,@TPP,46.651
2002-01-05,@TPP,46.674
2002-01-06,@TPP,46.674
2002-01-07,@TPP,46.716
2002-01-08,@TPP,46.716
2002-01-09,@TPP,46.746
2002-01-10,@TPP,46.746
2002-01-11,@TPP,46.766
2002-01-12,@TPP,46.766
2002-01-13,@TPP,46.771
2002-01-14,@TPP,46.771
2002-01-15,@TPP,46.776
2002-01-16,@TPP,46.776
2002-01-17,@TPP,46.785
2002-01-18,@TPP,46.785
2002-01-19,@TPP,46.795
2002-01-20,@TPP,46.795
2002-01-21,@TPP,46.884
2002-01-22,@TPP,46.884
2002-01-23,@TPP,46.994
2002-01-24,@TPP,46.994
2002-01-25,@TPP,47.052
2002-01-26,@TPP,47.052
2002-01-27,@TPP,47.086
2002-01-28,@TPP,47.086
2002-01-29,@TPP,47.131
2002-01-30,@TPP,47.131
2002-01-31,@TPP,47.159
2002-02-01,@TPP,47.159
2002-02-02,@TPP,47.189
2002-02-03,@TPP,47.189
2002-02-04,@TPP,47.22
2002-02-05,@TPP,47.22
2002-02-06,@TPP,47.269
2002-02-07,@TPP,47.269
2002-02-08,@TPP,47.412
2002-02-09,@TPP,47.412
2002-02-10,@TPP,47.452
2002-02-11,@TPP,47.452
2002-02-12,@TPP,47.454
2002-02-13,@TPP,47.454
