Date,Party,50%
2013-09-11,@TPP,48.933
2013-09-12,@TPP,48.933
2013-09-13,@TPP,48.899
2013-09-14,@TPP,48.899
2013-09-15,@TPP,48.846
2013-09-16,@TPP,48.846
2013-09-17,@TPP,48.8
2013-09-18,@TPP,48.8
2013-09-19,@TPP,48.74
2013-09-20,@TPP,48.74
2013-09-21,@TPP,48.699
2013-09-22,@TPP,48.699
2013-09-23,@TPP,48.684
2013-09-24,@TPP,48.684
2013-09-25,@TPP,48.66
2013-09-26,@TPP,48.66
2013-09-27,@TPP,48.648
2013-09-28,@TPP,48.648
2013-09-29,@TPP,48.624
2013-09-30,@TPP,48.624
2013-10-01,@TPP,48.592
2013-10-02,@TPP,48.592
2013-10-03,@TPP,48.568
2013-10-04,@TPP,48.568
2013-10-05,@TPP,48.528
2013-10-06,@TPP,48.528
2013-10-07,@TPP,48.437
2013-10-08,@TPP,48.437
2013-10-09,@TPP,48.355
2013-10-10,@TPP,48.355
2013-10-11,@TPP,48.324
2013-10-12,@TPP,48.324
2013-10-13,@TPP,48.286
2013-10-14,@TPP,48.286
2013-10-15,@TPP,48.253
2013-10-16,@TPP,48.253
2013-10-17,@TPP,48.204
2013-10-18,@TPP,48.204
2013-10-19,@TPP,48.169
2013-10-20,@TPP,48.169
2013-10-21,@TPP,48.138
2013-10-22,@TPP,48.138
2013-10-23,@TPP,48.095
2013-10-24,@TPP,48.095
2013-10-25,@TPP,48.047
2013-10-26,@TPP,48.047
2013-10-27,@TPP,48.172
2013-10-28,@TPP,48.172
2013-10-29,@TPP,48.287
2013-10-30,@TPP,48.287
2013-10-31,@TPP,48.378
2013-11-01,@TPP,48.378
2013-11-02,@TPP,48.484
2013-11-03,@TPP,48.484
2013-11-04,@TPP,48.523
2013-11-05,@TPP,48.523
2013-11-06,@TPP,48.584
2013-11-07,@TPP,48.584
2013-11-08,@TPP,48.637
2013-11-09,@TPP,48.637
2013-11-10,@TPP,48.771
2013-11-11,@TPP,48.771
2013-11-12,@TPP,48.9
2013-11-13,@TPP,48.9
2013-11-14,@TPP,49.019
2013-11-15,@TPP,49.019
2013-11-16,@TPP,49.145
2013-11-17,@TPP,49.145
2013-11-18,@TPP,49.235
2013-11-19,@TPP,49.235
2013-11-20,@TPP,49.333
2013-11-21,@TPP,49.333
2013-11-22,@TPP,49.551
2013-11-23,@TPP,49.551
2013-11-24,@TPP,49.694
2013-11-25,@TPP,49.694
2013-11-26,@TPP,49.829
2013-11-27,@TPP,49.829
2013-11-28,@TPP,49.969
2013-11-29,@TPP,49.969
2013-11-30,@TPP,50.096
2013-12-01,@TPP,50.096
2013-12-02,@TPP,50.199
2013-12-03,@TPP,50.199
2013-12-04,@TPP,50.3
2013-12-05,@TPP,50.3
2013-12-06,@TPP,50.486
2013-12-07,@TPP,50.486
2013-12-08,@TPP,50.671
2013-12-09,@TPP,50.671
2013-12-10,@TPP,50.859
2013-12-11,@TPP,50.859
2013-12-12,@TPP,50.922
2013-12-13,@TPP,50.922
2013-12-14,@TPP,50.983
2013-12-15,@TPP,50.983
2013-12-16,@TPP,51.005
2013-12-17,@TPP,51.005
2013-12-18,@TPP,51.041
2013-12-19,@TPP,51.041
2013-12-20,@TPP,51.054
2013-12-21,@TPP,51.054
2013-12-22,@TPP,51.078
2013-12-23,@TPP,51.078
2013-12-24,@TPP,51.106
2013-12-25,@TPP,51.106
2013-12-26,@TPP,51.126
2013-12-27,@TPP,51.126
2013-12-28,@TPP,51.143
2013-12-29,@TPP,51.143
2013-12-30,@TPP,51.16
2013-12-31,@TPP,51.16
2014-01-01,@TPP,51.188
2014-01-02,@TPP,51.188
2014-01-03,@TPP,51.197
2014-01-04,@TPP,51.197
2014-01-05,@TPP,51.229
2014-01-06,@TPP,51.229
2014-01-07,@TPP,51.234
2014-01-08,@TPP,51.234
2014-01-09,@TPP,51.154
2014-01-10,@TPP,51.154
2014-01-11,@TPP,51.076
2014-01-12,@TPP,51.076
2014-01-13,@TPP,51.097
2014-01-14,@TPP,51.097
2014-01-15,@TPP,51.108
2014-01-16,@TPP,51.108
2014-01-17,@TPP,51.132
2014-01-18,@TPP,51.132
2014-01-19,@TPP,51.151
2014-01-20,@TPP,51.151
2014-01-21,@TPP,51.172
2014-01-22,@TPP,51.172
2014-01-23,@TPP,51.221
2014-01-24,@TPP,51.221
2014-01-25,@TPP,51.172
2014-01-26,@TPP,51.172
2014-01-27,@TPP,51.125
2014-01-28,@TPP,51.125
2014-01-29,@TPP,51.072
2014-01-30,@TPP,51.072
2014-01-31,@TPP,51.027
2014-02-01,@TPP,51.027
2014-02-02,@TPP,50.987
2014-02-03,@TPP,50.987
2014-02-04,@TPP,50.937
2014-02-05,@TPP,50.937
2014-02-06,@TPP,50.907
2014-02-07,@TPP,50.907
2014-02-08,@TPP,50.868
2014-02-09,@TPP,50.868
2014-02-10,@TPP,50.837
2014-02-11,@TPP,50.837
2014-02-12,@TPP,50.806
2014-02-13,@TPP,50.806
2014-02-14,@TPP,50.77
2014-02-15,@TPP,50.77
2014-02-16,@TPP,50.875
2014-02-17,@TPP,50.875
2014-02-18,@TPP,50.98
2014-02-19,@TPP,50.98
2014-02-20,@TPP,51.092
2014-02-21,@TPP,51.092
2014-02-22,@TPP,51.211
2014-02-23,@TPP,51.211
2014-02-24,@TPP,51.247
2014-02-25,@TPP,51.247
2014-02-26,@TPP,51.277
2014-02-27,@TPP,51.277
2014-02-28,@TPP,51.217
2014-03-01,@TPP,51.217
2014-03-02,@TPP,51.181
2014-03-03,@TPP,51.181
2014-03-04,@TPP,51.126
