Date,Party,50%
1983-06-25,@TPP,55.779
1983-06-26,@TPP,55.673
1983-06-27,@TPP,55.673
1983-06-28,@TPP,55.581
1983-06-29,@TPP,55.581
1983-06-30,@TPP,55.547
1983-07-01,@TPP,55.547
1983-07-02,@TPP,55.475
1983-07-03,@TPP,55.475
1983-07-04,@TPP,55.421
1983-07-05,@TPP,55.421
1983-07-06,@TPP,55.34
1983-07-07,@TPP,55.34
1983-07-08,@TPP,55.296
1983-07-09,@TPP,55.296
1983-07-10,@TPP,55.232
1983-07-11,@TPP,55.232
1983-07-12,@TPP,55.163
1983-07-13,@TPP,55.163
1983-07-14,@TPP,55.12
1983-07-15,@TPP,55.12
1983-07-16,@TPP,55.091
1983-07-17,@TPP,55.091
1983-07-18,@TPP,55.039
1983-07-19,@TPP,55.039
1983-07-20,@TPP,54.98
1983-07-21,@TPP,54.98
1983-07-22,@TPP,54.93
1983-07-23,@TPP,54.93
1983-07-24,@TPP,54.899
1983-07-25,@TPP,54.899
1983-07-26,@TPP,54.77
1983-07-27,@TPP,54.77
1983-07-28,@TPP,54.632
1983-07-29,@TPP,54.632
1983-07-30,@TPP,54.481
1983-07-31,@TPP,54.481
1983-08-01,@TPP,54.414
1983-08-02,@TPP,54.414
1983-08-03,@TPP,54.341
1983-08-04,@TPP,54.341
1983-08-05,@TPP,54.312
1983-08-06,@TPP,54.312
1983-08-07,@TPP,54.264
1983-08-08,@TPP,54.264
1983-08-09,@TPP,54.248
1983-08-10,@TPP,54.248
1983-08-11,@TPP,54.169
1983-08-12,@TPP,54.169
1983-08-13,@TPP,54.116
1983-08-14,@TPP,54.116
1983-08-15,@TPP,54.059
1983-08-16,@TPP,54.059
1983-08-17,@TPP,54.006
1983-08-18,@TPP,54.006
1983-08-19,@TPP,53.951
1983-08-20,@TPP,53.951
1983-08-21,@TPP,53.913
1983-08-22,@TPP,53.913
1983-08-23,@TPP,53.855
1983-08-24,@TPP,53.855
1983-08-25,@TPP,53.811
1983-08-26,@TPP,53.811
1983-08-27,@TPP,53.748
1983-08-28,@TPP,53.748
1983-08-29,@TPP,53.813
1983-08-30,@TPP,53.813
1983-08-31,@TPP,53.875
1983-09-01,@TPP,53.875
1983-09-02,@TPP,53.943
1983-09-03,@TPP,53.943
1983-09-04,@TPP,53.993
1983-09-05,@TPP,53.993
1983-09-06,@TPP,54.033
1983-09-07,@TPP,54.033
1983-09-08,@TPP,54.089
1983-09-09,@TPP,54.089
1983-09-10,@TPP,54.183
1983-09-11,@TPP,54.183
1983-09-12,@TPP,54.224
1983-09-13,@TPP,54.224
1983-09-14,@TPP,54.333
1983-09-15,@TPP,54.333
1983-09-16,@TPP,54.395
1983-09-17,@TPP,54.395
1983-09-18,@TPP,54.449
1983-09-19,@TPP,54.449
1983-09-20,@TPP,54.537
1983-09-21,@TPP,54.537
1983-09-22,@TPP,54.569
1983-09-23,@TPP,54.569
1983-09-24,@TPP,54.622
1983-09-25,@TPP,54.622
1983-09-26,@TPP,54.658
1983-09-27,@TPP,54.658
1983-09-28,@TPP,54.744
1983-09-29,@TPP,54.744
1983-09-30,@TPP,54.791
1983-10-01,@TPP,54.791
1983-10-02,@TPP,54.808
1983-10-03,@TPP,54.808
1983-10-04,@TPP,54.887
1983-10-05,@TPP,54.887
1983-10-06,@TPP,54.898
1983-10-07,@TPP,54.898
1983-10-08,@TPP,54.89
1983-10-09,@TPP,54.89
1983-10-10,@TPP,54.917
1983-10-11,@TPP,54.917
1983-10-12,@TPP,54.925
1983-10-13,@TPP,54.925
1983-10-14,@TPP,54.908
1983-10-15,@TPP,54.908
1983-10-16,@TPP,54.927
1983-10-17,@TPP,54.927
1983-10-18,@TPP,54.917
1983-10-19,@TPP,54.917
1983-10-20,@TPP,54.924
1983-10-21,@TPP,54.924
1983-10-22,@TPP,54.927
1983-10-23,@TPP,54.927
1983-10-24,@TPP,54.921
1983-10-25,@TPP,54.921
1983-10-26,@TPP,54.912
1983-10-27,@TPP,54.912
1983-10-28,@TPP,54.922
1983-10-29,@TPP,54.922
1983-10-30,@TPP,54.93
1983-10-31,@TPP,54.93
1983-11-01,@TPP,54.936
1983-11-02,@TPP,54.936
1983-11-03,@TPP,55.017
1983-11-04,@TPP,55.017
1983-11-05,@TPP,55.086
1983-11-06,@TPP,55.086
1983-11-07,@TPP,55.145
1983-11-08,@TPP,55.145
1983-11-09,@TPP,55.198
1983-11-10,@TPP,55.198
1983-11-11,@TPP,55.229
1983-11-12,@TPP,55.229
1983-11-13,@TPP,55.304
1983-11-14,@TPP,55.304
1983-11-15,@TPP,55.354
1983-11-16,@TPP,55.354
1983-11-17,@TPP,55.37
1983-11-18,@TPP,55.37
1983-11-19,@TPP,55.399
1983-11-20,@TPP,55.399
1983-11-21,@TPP,55.429
1983-11-22,@TPP,55.429
1983-11-23,@TPP,55.44
1983-11-24,@TPP,55.44
1983-11-25,@TPP,55.483
1983-11-26,@TPP,55.483
1983-11-27,@TPP,55.518
1983-11-28,@TPP,55.518
1983-11-29,@TPP,55.545
1983-11-30,@TPP,55.545
1983-12-01,@TPP,55.599
1983-12-02,@TPP,55.599
1983-12-03,@TPP,55.689
1983-12-04,@TPP,55.689
1983-12-05,@TPP,55.771
1983-12-06,@TPP,55.771
1983-12-07,@TPP,55.865
1983-12-08,@TPP,55.865
1983-12-09,@TPP,55.939
1983-12-10,@TPP,55.939
1983-12-11,@TPP,56.027
1983-12-12,@TPP,56.027
1983-12-13,@TPP,56.111
1983-12-14,@TPP,56.111
1983-12-15,@TPP,56.228
1983-12-16,@TPP,56.228
1983-12-17,@TPP,56.335
1983-12-18,@TPP,56.335
1983-12-19,@TPP,56.468
1983-12-20,@TPP,56.468
1983-12-21,@TPP,56.581
1983-12-22,@TPP,56.581
1983-12-23,@TPP,56.697
1983-12-24,@TPP,56.697
1983-12-25,@TPP,56.809
1983-12-26,@TPP,56.809
1983-12-27,@TPP,56.941
1983-12-28,@TPP,56.941
1983-12-29,@TPP,57.059
1983-12-30,@TPP,57.059
1983-12-31,@TPP,57.178
1984-01-01,@TPP,57.178
1984-01-02,@TPP,57.306
1984-01-03,@TPP,57.306
1984-01-04,@TPP,57.427
1984-01-05,@TPP,57.427
1984-01-06,@TPP,57.544
1984-01-07,@TPP,57.544
1984-01-08,@TPP,57.667
1984-01-09,@TPP,57.667
1984-01-10,@TPP,57.795
1984-01-11,@TPP,57.795
1984-01-12,@TPP,57.891
1984-01-13,@TPP,57.891
1984-01-14,@TPP,57.999
1984-01-15,@TPP,57.999
1984-01-16,@TPP,58.128
1984-01-17,@TPP,58.128
1984-01-18,@TPP,58.243
1984-01-19,@TPP,58.243
1984-01-20,@TPP,58.337
1984-01-21,@TPP,58.337
1984-01-22,@TPP,58.471
1984-01-23,@TPP,58.471
1984-01-24,@TPP,58.586
1984-01-25,@TPP,58.586
1984-01-26,@TPP,58.648
1984-01-27,@TPP,58.648
1984-01-28,@TPP,58.652
1984-01-29,@TPP,58.652
1984-01-30,@TPP,58.701
1984-01-31,@TPP,58.701
1984-02-01,@TPP,58.721
1984-02-02,@TPP,58.721
1984-02-03,@TPP,58.737
1984-02-04,@TPP,58.737
1984-02-05,@TPP,58.762
1984-02-06,@TPP,58.762
1984-02-07,@TPP,58.772
1984-02-08,@TPP,58.772
1984-02-09,@TPP,58.769
1984-02-10,@TPP,58.769
1984-02-11,@TPP,58.71
1984-02-12,@TPP,58.71
1984-02-13,@TPP,58.666
1984-02-14,@TPP,58.666
1984-02-15,@TPP,58.627
1984-02-16,@TPP,58.627
1984-02-17,@TPP,58.592
1984-02-18,@TPP,58.592
1984-02-19,@TPP,58.52
1984-02-20,@TPP,58.52
1984-02-21,@TPP,58.477
1984-02-22,@TPP,58.477
1984-02-23,@TPP,58.49
1984-02-24,@TPP,58.49
1984-02-25,@TPP,58.491
1984-02-26,@TPP,58.491
1984-02-27,@TPP,58.502
1984-02-28,@TPP,58.502
1984-02-29,@TPP,58.511
1984-03-01,@TPP,58.511
1984-03-02,@TPP,58.535
1984-03-03,@TPP,58.535
1984-03-04,@TPP,58.539
1984-03-05,@TPP,58.539
1984-03-06,@TPP,58.542
1984-03-07,@TPP,58.542
1984-03-08,@TPP,58.545
1984-03-09,@TPP,58.545
1984-03-10,@TPP,58.575
1984-03-11,@TPP,58.575
1984-03-12,@TPP,58.602
1984-03-13,@TPP,58.602
1984-03-14,@TPP,58.641
1984-03-15,@TPP,58.641
1984-03-16,@TPP,58.65
1984-03-17,@TPP,58.65
1984-03-18,@TPP,58.662
1984-03-19,@TPP,58.662
1984-03-20,@TPP,58.703
1984-03-21,@TPP,58.703
1984-03-22,@TPP,58.683
1984-03-23,@TPP,58.683
1984-03-24,@TPP,58.593
1984-03-25,@TPP,58.593
1984-03-26,@TPP,58.575
1984-03-27,@TPP,58.575
1984-03-28,@TPP,58.506
1984-03-29,@TPP,58.506
1984-03-30,@TPP,58.429
1984-03-31,@TPP,58.429
1984-04-01,@TPP,58.358
1984-04-02,@TPP,58.358
1984-04-03,@TPP,58.294
1984-04-04,@TPP,58.294
1984-04-05,@TPP,58.252
1984-04-06,@TPP,58.252
1984-04-07,@TPP,58.213
1984-04-08,@TPP,58.213
1984-04-09,@TPP,58.177
1984-04-10,@TPP,58.177
1984-04-11,@TPP,58.122
1984-04-12,@TPP,58.122
1984-04-13,@TPP,58.085
1984-04-14,@TPP,58.085
1984-04-15,@TPP,58.044
1984-04-16,@TPP,58.044
1984-04-17,@TPP,58.01
1984-04-18,@TPP,58.01
1984-04-19,@TPP,57.975
1984-04-20,@TPP,57.975
1984-04-21,@TPP,57.928
1984-04-22,@TPP,57.928
1984-04-23,@TPP,57.881
1984-04-24,@TPP,57.881
1984-04-25,@TPP,57.832
1984-04-26,@TPP,57.832
1984-04-27,@TPP,57.775
1984-04-28,@TPP,57.775
1984-04-29,@TPP,57.735
1984-04-30,@TPP,57.735
1984-05-01,@TPP,57.677
1984-05-02,@TPP,57.677
1984-05-03,@TPP,57.593
1984-05-04,@TPP,57.593
1984-05-05,@TPP,57.499
1984-05-06,@TPP,57.499
1984-05-07,@TPP,57.413
1984-05-08,@TPP,57.413
1984-05-09,@TPP,57.355
1984-05-10,@TPP,57.355
1984-05-11,@TPP,57.256
1984-05-12,@TPP,57.256
1984-05-13,@TPP,57.181
1984-05-14,@TPP,57.181
1984-05-15,@TPP,57.062
1984-05-16,@TPP,57.062
1984-05-17,@TPP,56.987
1984-05-18,@TPP,56.987
1984-05-19,@TPP,56.844
1984-05-20,@TPP,56.844
1984-05-21,@TPP,56.727
1984-05-22,@TPP,56.727
1984-05-23,@TPP,56.603
1984-05-24,@TPP,56.603
1984-05-25,@TPP,56.499
1984-05-26,@TPP,56.499
1984-05-27,@TPP,56.366
1984-05-28,@TPP,56.366
1984-05-29,@TPP,56.219
1984-05-30,@TPP,56.219
1984-05-31,@TPP,56.203
1984-06-01,@TPP,56.203
1984-06-02,@TPP,56.162
1984-06-03,@TPP,56.162
1984-06-04,@TPP,56.12
1984-06-05,@TPP,56.12
1984-06-06,@TPP,56.075
1984-06-07,@TPP,56.075
1984-06-08,@TPP,56.032
1984-06-09,@TPP,56.032
1984-06-10,@TPP,56.001
1984-06-11,@TPP,56.001
1984-06-12,@TPP,55.946
1984-06-13,@TPP,55.946
1984-06-14,@TPP,55.874
1984-06-15,@TPP,55.874
1984-06-16,@TPP,55.813
1984-06-17,@TPP,55.813
1984-06-18,@TPP,55.722
1984-06-19,@TPP,55.722
1984-06-20,@TPP,55.611
1984-06-21,@TPP,55.611
1984-06-22,@TPP,55.536
1984-06-23,@TPP,55.536
1984-06-24,@TPP,55.419
1984-06-25,@TPP,55.419
1984-06-26,@TPP,55.341
1984-06-27,@TPP,55.341
1984-06-28,@TPP,55.3
1984-06-29,@TPP,55.3
1984-06-30,@TPP,55.249
1984-07-01,@TPP,55.249
1984-07-02,@TPP,55.214
1984-07-03,@TPP,55.214
1984-07-04,@TPP,55.188
1984-07-05,@TPP,55.188
1984-07-06,@TPP,55.146
1984-07-07,@TPP,55.146
1984-07-08,@TPP,55.105
1984-07-09,@TPP,55.105
1984-07-10,@TPP,55.089
1984-07-11,@TPP,55.089
1984-07-12,@TPP,55.06
1984-07-13,@TPP,55.06
1984-07-14,@TPP,54.992
1984-07-15,@TPP,54.992
1984-07-16,@TPP,54.967
1984-07-17,@TPP,54.967
1984-07-18,@TPP,54.925
1984-07-19,@TPP,54.925
1984-07-20,@TPP,54.918
1984-07-21,@TPP,54.918
1984-07-22,@TPP,54.908
1984-07-23,@TPP,54.908
1984-07-24,@TPP,54.84
1984-07-25,@TPP,54.84
1984-07-26,@TPP,54.77
1984-07-27,@TPP,54.77
1984-07-28,@TPP,54.734
1984-07-29,@TPP,54.734
1984-07-30,@TPP,54.724
1984-07-31,@TPP,54.724
1984-08-01,@TPP,54.762
1984-08-02,@TPP,54.762
1984-08-03,@TPP,54.767
1984-08-04,@TPP,54.767
1984-08-05,@TPP,54.783
1984-08-06,@TPP,54.783
1984-08-07,@TPP,54.792
1984-08-08,@TPP,54.792
1984-08-09,@TPP,54.807
1984-08-10,@TPP,54.807
1984-08-11,@TPP,54.827
1984-08-12,@TPP,54.827
1984-08-13,@TPP,54.833
1984-08-14,@TPP,54.833
1984-08-15,@TPP,54.823
1984-08-16,@TPP,54.823
1984-08-17,@TPP,54.824
1984-08-18,@TPP,54.824
1984-08-19,@TPP,54.858
1984-08-20,@TPP,54.858
1984-08-21,@TPP,54.878
1984-08-22,@TPP,54.878
1984-08-23,@TPP,54.939
1984-08-24,@TPP,54.939
1984-08-25,@TPP,55.008
1984-08-26,@TPP,55.008
1984-08-27,@TPP,55.046
1984-08-28,@TPP,55.046
1984-08-29,@TPP,55.105
1984-08-30,@TPP,55.105
1984-08-31,@TPP,55.147
1984-09-01,@TPP,55.147
1984-09-02,@TPP,55.211
1984-09-03,@TPP,55.211
1984-09-04,@TPP,55.25
1984-09-05,@TPP,55.25
1984-09-06,@TPP,55.336
1984-09-07,@TPP,55.336
1984-09-08,@TPP,55.397
1984-09-09,@TPP,55.397
1984-09-10,@TPP,55.44
1984-09-11,@TPP,55.44
1984-09-12,@TPP,55.545
1984-09-13,@TPP,55.545
1984-09-14,@TPP,55.578
1984-09-15,@TPP,55.578
1984-09-16,@TPP,55.675
1984-09-17,@TPP,55.675
1984-09-18,@TPP,55.776
1984-09-19,@TPP,55.776
1984-09-20,@TPP,55.867
1984-09-21,@TPP,55.867
1984-09-22,@TPP,55.984
1984-09-23,@TPP,55.984
1984-09-24,@TPP,56.163
1984-09-25,@TPP,56.163
1984-09-26,@TPP,56.353
1984-09-27,@TPP,56.353
1984-09-28,@TPP,56.545
1984-09-29,@TPP,56.545
1984-09-30,@TPP,56.734
1984-10-01,@TPP,56.734
1984-10-02,@TPP,56.749
1984-10-03,@TPP,56.749
1984-10-04,@TPP,56.825
1984-10-05,@TPP,56.825
1984-10-06,@TPP,56.858
1984-10-07,@TPP,56.858
1984-10-08,@TPP,56.779
1984-10-09,@TPP,56.779
1984-10-10,@TPP,56.731
1984-10-11,@TPP,56.731
1984-10-12,@TPP,56.653
1984-10-13,@TPP,56.653
1984-10-14,@TPP,56.598
1984-10-15,@TPP,56.598
1984-10-16,@TPP,56.551
1984-10-17,@TPP,56.551
1984-10-18,@TPP,56.526
1984-10-19,@TPP,56.526
1984-10-20,@TPP,56.513
1984-10-21,@TPP,56.513
1984-10-22,@TPP,56.699
1984-10-23,@TPP,56.699
1984-10-24,@TPP,56.928
1984-10-25,@TPP,56.928
1984-10-26,@TPP,57.085
1984-10-27,@TPP,57.085
1984-10-28,@TPP,57.273
1984-10-29,@TPP,57.273
1984-10-30,@TPP,57.241
1984-10-31,@TPP,57.241
1984-11-01,@TPP,57.236
1984-11-02,@TPP,57.236
1984-11-03,@TPP,57.251
1984-11-04,@TPP,57.251
1984-11-05,@TPP,57.188
1984-11-06,@TPP,57.188
1984-11-07,@TPP,57.129
1984-11-08,@TPP,57.129
1984-11-09,@TPP,57.067
1984-11-10,@TPP,57.067
1984-11-11,@TPP,57.001
1984-11-12,@TPP,57.001
1984-11-13,@TPP,56.765
1984-11-14,@TPP,56.765
1984-11-15,@TPP,56.499
1984-11-16,@TPP,56.499
1984-11-17,@TPP,56.251
1984-11-18,@TPP,56.251
1984-11-19,@TPP,56.211
1984-11-20,@TPP,56.211
1984-11-21,@TPP,56.145
1984-11-22,@TPP,56.145
1984-11-23,@TPP,56.113
1984-11-24,@TPP,56.113
1984-11-25,@TPP,56.11
1983-03-16,ALP FP,54.715
1983-03-17,ALP FP,54.715
1983-03-18,ALP FP,54.742
1983-03-19,ALP FP,54.742
1983-03-20,ALP FP,54.78
1983-03-21,ALP FP,54.78
1983-03-22,ALP FP,54.771
1983-03-23,ALP FP,54.771
1983-03-24,ALP FP,54.864
1983-03-25,ALP FP,54.864
1983-03-26,ALP FP,54.886
1983-03-27,ALP FP,54.886
1983-03-28,ALP FP,54.925
1983-03-29,ALP FP,54.925
1983-03-30,ALP FP,54.939
1983-03-31,ALP FP,54.939
1983-04-01,ALP FP,54.928
1983-04-02,ALP FP,54.928
1983-04-03,ALP FP,54.907
1983-04-04,ALP FP,54.907
1983-04-05,ALP FP,54.883
1983-04-06,ALP FP,54.883
1983-04-07,ALP FP,54.868
1983-04-08,ALP FP,54.868
1983-04-09,ALP FP,54.843
1983-04-10,ALP FP,54.843
1983-04-11,ALP FP,54.826
1983-04-12,ALP FP,54.826
1983-04-13,ALP FP,54.82
1983-04-14,ALP FP,54.82
1983-04-15,ALP FP,54.764
1983-04-16,ALP FP,54.764
1983-04-17,ALP FP,54.699
1983-04-18,ALP FP,54.699
1983-04-19,ALP FP,54.622
1983-04-20,ALP FP,54.622
1983-04-21,ALP FP,54.566
1983-04-22,ALP FP,54.566
1983-04-23,ALP FP,54.487
1983-04-24,ALP FP,54.487
1983-04-25,ALP FP,54.399
1983-04-26,ALP FP,54.399
1983-04-27,ALP FP,54.342
1983-04-28,ALP FP,54.342
1983-04-29,ALP FP,54.266
1983-04-30,ALP FP,54.266
1983-05-01,ALP FP,54.179
1983-05-02,ALP FP,54.179
1983-05-03,ALP FP,54.055
1983-05-04,ALP FP,54.055
1983-05-05,ALP FP,53.976
1983-05-06,ALP FP,53.976
1983-05-07,ALP FP,53.875
1983-05-08,ALP FP,53.875
1983-05-09,ALP FP,53.799
1983-05-10,ALP FP,53.799
1983-05-11,ALP FP,53.693
1983-05-12,ALP FP,53.693
1983-05-13,ALP FP,53.512
1983-05-14,ALP FP,53.512
1983-05-15,ALP FP,53.379
1983-05-16,ALP FP,53.379
1983-05-17,ALP FP,53.214
1983-05-18,ALP FP,53.214
1983-05-19,ALP FP,53.046
1983-05-20,ALP FP,53.046
1983-05-21,ALP FP,52.895
1983-05-22,ALP FP,52.895
1983-05-23,ALP FP,52.841
1983-05-24,ALP FP,52.841
1983-05-25,ALP FP,52.756
1983-05-26,ALP FP,52.756
1983-05-27,ALP FP,52.669
1983-05-28,ALP FP,52.669
1983-05-29,ALP FP,52.613
1983-05-30,ALP FP,52.613
1983-05-31,ALP FP,52.551
1983-06-01,ALP FP,52.551
1983-06-02,ALP FP,52.489
1983-06-03,ALP FP,52.489
1983-06-04,ALP FP,52.404
1983-06-05,ALP FP,52.404
1983-06-06,ALP FP,52.35
1983-06-07,ALP FP,52.35
1983-06-08,ALP FP,52.245
1983-06-09,ALP FP,52.245
1983-06-10,ALP FP,52.175
1983-06-11,ALP FP,52.175
1983-06-12,ALP FP,52.078
1983-06-13,ALP FP,52.078
1983-06-14,ALP FP,51.969
1983-06-15,ALP FP,51.969
1983-06-16,ALP FP,51.893
1983-06-17,ALP FP,51.893
1983-06-18,ALP FP,51.816
1983-06-19,ALP FP,51.816
1983-06-20,ALP FP,51.728
1983-06-21,ALP FP,51.728
1983-06-22,ALP FP,51.622
1983-06-23,ALP FP,51.622
1983-06-24,ALP FP,51.54
1983-06-25,ALP FP,51.54
1983-06-26,ALP FP,51.454
1983-06-27,ALP FP,51.454
1983-06-28,ALP FP,51.363
1983-06-29,ALP FP,51.363
1983-06-30,ALP FP,51.305
1983-07-01,ALP FP,51.305
1983-07-02,ALP FP,51.242
1983-07-03,ALP FP,51.242
1983-07-04,ALP FP,51.167
1983-07-05,ALP FP,51.167
1983-07-06,ALP FP,51.116
1983-07-07,ALP FP,51.116
1983-07-08,ALP FP,51.069
1983-07-09,ALP FP,51.069
1983-07-10,ALP FP,51.025
1983-07-11,ALP FP,51.025
1983-07-12,ALP FP,50.962
1983-07-13,ALP FP,50.962
1983-07-14,ALP FP,50.897
1983-07-15,ALP FP,50.897
1983-07-16,ALP FP,50.804
1983-07-17,ALP FP,50.804
1983-07-18,ALP FP,50.757
1983-07-19,ALP FP,50.757
1983-07-20,ALP FP,50.712
1983-07-21,ALP FP,50.712
1983-07-22,ALP FP,50.63
1983-07-23,ALP FP,50.63
1983-07-24,ALP FP,50.573
1983-07-25,ALP FP,50.573
1983-07-26,ALP FP,50.395
1983-07-27,ALP FP,50.395
1983-07-28,ALP FP,50.226
1983-07-29,ALP FP,50.226
1983-07-30,ALP FP,50.032
1983-07-31,ALP FP,50.032
1983-08-01,ALP FP,50.003
1983-08-02,ALP FP,50.003
1983-08-03,ALP FP,49.981
1983-08-04,ALP FP,49.981
1983-08-05,ALP FP,49.948
1983-08-06,ALP FP,49.948
1983-08-07,ALP FP,49.917
1983-08-08,ALP FP,49.917
1983-08-09,ALP FP,49.861
1983-08-10,ALP FP,49.861
1983-08-11,ALP FP,49.849
1983-08-12,ALP FP,49.849
1983-08-13,ALP FP,49.806
1983-08-14,ALP FP,49.806
1983-08-15,ALP FP,49.78
1983-08-16,ALP FP,49.78
1983-08-17,ALP FP,49.745
1983-08-18,ALP FP,49.745
1983-08-19,ALP FP,49.736
1983-08-20,ALP FP,49.736
1983-08-21,ALP FP,49.68
1983-08-22,ALP FP,49.68
1983-08-23,ALP FP,49.656
1983-08-24,ALP FP,49.656
1983-08-25,ALP FP,49.599
1983-08-26,ALP FP,49.599
1983-08-27,ALP FP,49.571
1983-08-28,ALP FP,49.571
1983-08-29,ALP FP,49.659
1983-08-30,ALP FP,49.659
1983-08-31,ALP FP,49.76
1983-09-01,ALP FP,49.76
1983-09-02,ALP FP,49.822
1983-09-03,ALP FP,49.822
1983-09-04,ALP FP,49.912
1983-09-05,ALP FP,49.912
1983-09-06,ALP FP,49.982
1983-09-07,ALP FP,49.982
1983-09-08,ALP FP,50.059
1983-09-09,ALP FP,50.059
1983-09-10,ALP FP,50.152
1983-09-11,ALP FP,50.152
1983-09-12,ALP FP,50.228
1983-09-13,ALP FP,50.228
1983-09-14,ALP FP,50.318
1983-09-15,ALP FP,50.318
1983-09-16,ALP FP,50.393
1983-09-17,ALP FP,50.393
1983-09-18,ALP FP,50.468
1983-09-19,ALP FP,50.468
1983-09-20,ALP FP,50.529
1983-09-21,ALP FP,50.529
1983-09-22,ALP FP,50.578
1983-09-23,ALP FP,50.578
1983-09-24,ALP FP,50.616
1983-09-25,ALP FP,50.616
1983-09-26,ALP FP,50.674
1983-09-27,ALP FP,50.674
1983-09-28,ALP FP,50.703
1983-09-29,ALP FP,50.703
1983-09-30,ALP FP,50.776
1983-10-01,ALP FP,50.776
1983-10-02,ALP FP,50.822
1983-10-03,ALP FP,50.822
1983-10-04,ALP FP,50.886
1983-10-05,ALP FP,50.886
1983-10-06,ALP FP,50.909
1983-10-07,ALP FP,50.909
1983-10-08,ALP FP,50.939
1983-10-09,ALP FP,50.939
1983-10-10,ALP FP,50.934
1983-10-11,ALP FP,50.934
1983-10-12,ALP FP,50.949
1983-10-13,ALP FP,50.949
1983-10-14,ALP FP,50.944
1983-10-15,ALP FP,50.944
1983-10-16,ALP FP,50.953
1983-10-17,ALP FP,50.953
1983-10-18,ALP FP,50.932
1983-10-19,ALP FP,50.932
1983-10-20,ALP FP,50.919
1983-10-21,ALP FP,50.919
1983-10-22,ALP FP,50.937
1983-10-23,ALP FP,50.937
1983-10-24,ALP FP,50.962
1983-10-25,ALP FP,50.962
1983-10-26,ALP FP,50.973
1983-10-27,ALP FP,50.973
1983-10-28,ALP FP,50.953
1983-10-29,ALP FP,50.953
1983-10-30,ALP FP,50.952
1983-10-31,ALP FP,50.952
1983-11-01,ALP FP,50.958
1983-11-02,ALP FP,50.958
1983-11-03,ALP FP,50.992
1983-11-04,ALP FP,50.992
1983-11-05,ALP FP,51.044
1983-11-06,ALP FP,51.044
1983-11-07,ALP FP,51.101
1983-11-08,ALP FP,51.101
