prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7307984818924664,0.06985943287807002,-6.670260200096071,18.814878323835522,3.074684983814003,13.00244014934069,2.750311939223851
