prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7259296460510832,0.07018841129173041,-6.714839719296865,18.861424340106062,3.0018749592394607,13.278259608465234,2.325407643658741
