seat,prediction
Albert,0.3842248188261936
Archerfield,0.2647773974080047
Ashgrove,0.14222885333626786
Aspley,0.24417620835024723
Auburn,1.0
Balonne,1.0
Barambah,0.7881619937694704
Barron River,0.7088888888888889
Bowen,1.0
Brisbane Central,0.24893721009208758
Broadsound,0.8966292134831461
Bulimba,0.2802507538382346
Bundaberg,0.75
Burdekin,0.5079992319121187
Burnett,0.8534798534798534
Caboolture,0.3741935483870968
Cairns,1.0
Callide,1.0
Carnarvon,0.7605893186003683
Chatsworth,0.21191830093823233
Condamine,1.0
Cook,0.7568493150684932
Cooroora,0.3640667780670504
Cunningham,0.6636363636363637
Currumbin,0.2929278285337704
Everton,0.1563692427570612
Fassifern,0.4437993221165189
Flinders,0.9262295081967213
Glass House,0.4202344067840248
Greenslopes,0.2317463206297965
Gregory,0.9031078610603291
Gympie,0.6625763652465192
Hinchinbrook,0.46764078243749857
Ipswich,0.0
Ipswich West,0.0
Isis,0.5634477254588985
Landsborough,0.5486472488732894
Lockyer,0.5506392170678979
Logan,0.2870454606195318
Lytton,0.31316955979976885
Mackay,0.5699300914514743
Manly,0.3661018746283943
Mansfield,0.4371788037831443
Maryborough,0.8195020746887967
Merthyr,0.17475041374260378
Mirani,0.8447653429602888
Moggill,0.1869573451262095
Mount Coot-tha,0.16701992361357199
Mount Gravatt,0.30995541704819113
Mount Isa,0.16408904204064775
Mourilyan,1.0
Mulgrave,1.0
Murrumba,0.2695774243593986
Nerang,0.35200210755562134
Nicklin,0.3782517052738538
Nudgee,0.2716166396239208
Nundah,0.17289706892079232
Peak Downs,1.0
Pine Rivers,0.46347872565853887
Port Curtis,1.0
Redcliffe,0.12007842254707965
Redlands,0.41131813623193386
Rockhampton,1.0
Rockhampton North,0.7360406091370558
Roma,1.0
Salisbury,0.22271244065772636
Sandgate,0.2579257263554276
Sherwood,0.0
Somerset,0.6932270916334662
South Brisbane,0.2892519404175193
South Coast,0.3723573351884976
Southport,0.38364927169776464
Springwood,0.4010667196817235
Stafford,0.189765727345843
Surfers Paradise,0.3838230756537952
Tablelands,1.0
Thuringowa,0.4460440625459497
Toowong,0.1483164574852239
Toowoomba North,0.3910666016446222
Toowoomba South,0.5025481404432887
Townsville,0.4519720209541114
Townsville East,0.52177799678711
Warrego,0.9045871559633027
Warwick,0.7081174438687392
Whitsunday,0.4417869463530812
Windsor,0.2480846896300766
Wolston,0.0
Woodridge,0.27220671210909153
Yeronga,0.19148549562636089
