prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.730587947906053,0.06433459973094043,-5.595308329814648,18.74730770883204,2.9270604043239317,12.372316995601732,2.710113718201029
