seat,prediction
Albany,0.2456418383518225
Applecross,0.0
Armadale,0.0
Ashburton,0.0
Avon,0.4818200058968596
Balcatta,0.0
Belmont,0.0
Bunbury,0.0
Cockburn,0.0
Collie-Preston,0.5055324427344475
Cottesloe,0.0
Darling Range,0.0
Dianella,0.0
Eyre,0.0
Floreat,0.0
Fremantle,0.0
Geraldton,0.0
Glendalough,0.0
Greenough,0.2638700947225981
Helena,0.0
Jandakot,0.0
Kalgoorlie,0.0
Kenwick,0.0
Kimberley,0.0
Kingsley,0.0
Mandurah,0.0
Marangaroo,0.0
Marmion,0.0
Maylands,0.0
Melville,0.0
Merredin,1.0
Mitchell,0.0
Moore,0.3146429965580854
Morley,0.0
Murray-Wellington,0.0
Nedlands,0.0
Nollamara,0.0
Northern Rivers,0.0
Peel,0.0
Perth,0.0
Pilbara,0.0
Riverton,0.0
Rockingham,0.0
Roe,0.4456094364351245
Roleystone,0.0
Scarborough,0.0
South Perth,0.0
Stirling,0.501205741680967
Swan Hills,0.0
Thornlie,0.0
Vasse,0.20972222222222223
Victoria Park,0.0
Wagin,0.6364764267990074
Wanneroo,0.0
Warren-Blackwood,0.1542130365659777
Wellington,0.0
Whitford,0.0
