seat,prediction
Albany,0.0
Alfred Cove,0.0
Armadale,0.0
Avon,1.0
Ballajura,0.0
Bassendean,0.0
Belmont,0.0
Bunbury,0.0
Burrup,0.26095238095238094
Carine,0.0
Churchlands,0
Cockburn,0.0
Collie-Preston,1.0
Cottesloe,0.0
Darling Range,0.0
Dawesville,0.0
Eyre,0.5023364485981309
Fremantle,0.0
Geraldton,0.0
Girrawheen,0.0
Greenough,0.0
Hillarys,0.0
Innaloo,0.0
Joondalup,0.0
Kalgoorlie,0.28124999999999994
Kimberley,0.23848238482384823
Kingsley,0.0
Mandurah,0.0
Maylands,0.0
Merredin,1.0
Midland,0.0
Mitchell,0.05304518664047151
Moore,0.0
Murdoch,0.0
Murray-Wellington,0.0
Nedlands,0.0
Ningaloo,0.2727272727272727
Nollamara,0.0
Peel,0.0
Perth,0.0
Pilbara,0.19060773480662982
Riverton,0.0
Rockingham,0.0
Roe,1.0
Roleystone,0.0
South Perth,0.0
Southern River,0.0
Stirling,1.0
Swan Hills,0.0
Thornlie,0.0
Vasse,0.29966591492330064
Victoria Park,0.0
Wagin,1.0
Wanneroo,0.0
Warren-Blackwood,0.0
Willagee,0.0
Yokine,0.0
