prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.735688998973013,0.08145734975812433,-5.045985168294944,18.742379449883042,2.8253007654008107,11.72485306364249,3.039958306805373
