seat,prediction
Albert,0.7220588235294118
Archerfield,0.5649867374005305
Ashgrove,0.5241120294017575
Aspley,0.5297912843569328
Auburn,1.0
Balonne,1.0
Barambah,1.0
Barron River,1.0
Bowen,0.6116279069767442
Brisbane Central,0.5688073394495413
Broadsound,1.0
Bulimba,0.5919686386135837
Bundaberg,1.0
Burdekin,0.7772534470165096
Burnett,1.0
Caboolture,1.0
Cairns,1.0
Callide,0.8544520547945206
Carnarvon,1.0
Chatsworth,0.5508474576271186
Condamine,1.0
Cook,1.0
Cooroora,0.771875
Cunningham,1.0
Currumbin,0.7411545623836127
Everton,0.5080938277355013
Fassifern,0.7106295985328027
Flinders,1.0
Glass House,0.7858347386172008
Greenslopes,0.5339620115909913
Gregory,1.0
Gympie,0.8466076696165192
Hinchinbrook,0.75440622238188
Ipswich,0.5540847450363611
Ipswich West,0.6048371835967961
Isis,1.0
Landsborough,0.7440476190476191
Lockyer,0.7256658965369548
Logan,0.6865671641791045
Lytton,0.6373333333333333
Mackay,0.843298969072165
Manly,0.5795918367346938
Mansfield,0.5882178262777165
Maryborough,1.0
Merthyr,0.5002863162678376
Mirani,1.0
Moggill,0.41712707182320435
Mount Coot-tha,0.4999749255730787
Mount Gravatt,0.5227741794442304
Mount Isa,0.4293577981651376
Mourilyan,0.7714285714285714
Mulgrave,0.7288135593220338
Murrumba,0.594589029851948
Nerang,0.7087378640776699
Nicklin,0.7194029850746269
Nudgee,0.5680190930787589
Nundah,0.40353982300884955
Peak Downs,1.0
Pine Rivers,0.5553999604098421
Port Curtis,1.0
Redcliffe,0.35000000000000003
Redlands,0.7272802265469605
Rockhampton,1.0
Rockhampton North,1.0
Roma,1.0
Salisbury,0.562866015020972
Sandgate,0.6050029257115357
Sherwood,0.0
Somerset,1.0
South Brisbane,0.584068076698652
South Coast,0.6937564389636245
Southport,0.6729859953387461
Springwood,0.4619289340101523
Stafford,0.5079300099114132
Surfers Paradise,0.6985957013075837
Tablelands,0.8631756756756757
Thuringowa,0.6580406654343808
Toowong,0.46486192559469564
Toowoomba North,0.6953073949926649
Toowoomba South,0.7085746742280388
Townsville,0.5855292053704634
Townsville East,0.6617021276595745
Warrego,1.0
Warwick,1.0
Whitsunday,0.8411669367909238
Windsor,0.5660380055391047
Wolston,0.4377880184331797
Woodridge,0.6501991503017018
Yeronga,0.45149253731343286
