prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.8056947852381816,-0.10544095645886564,-6.356688555461779,15.534455897398907,3.233103373462213,12.024726663213153,2.5518001171404
