prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.745875689280662,0.0603941561843996,-6.268791415918536,18.87015239667931,2.934329346851184,12.758296310288717,2.580445928176351
