prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.5888526452319437,0.18832425985980625,0.8346352197065539,13.95053051149766,4.495551544353766,8.130812556670612,0
