seat,prediction
Adelaide,0.0
Aston,0.0
Ballarat,0.0
Banks,0.0
Barker,0.0
Barton,0.0
Bass,0.0
Batman,0.0
Bendigo,0.0
Bennelong,0.0
Berowra,0.0
Blaxland,0.0
Bonython,0.0
Boothby,0.0
Bowman,0.12651550574979348
Braddon,0.0
Bradfield,0.0
Brand,0.0
Brisbane,0.07708319511321339
Bruce,0.0
Burke,0.0
Calare,0.4959501041008499
Calwell,0.0
Canberra,0.0
Canning,0.0
Capricornia,0.5590979782270606
Casey,0.0
Charlton,0.0
Chifley,0.0
Chisholm,0.0
Cook,0.0
Corangamite,0.0
Corinella,0.0
Corio,0.0
Cowan,0.0
Cowper,1.0
Cunningham,0.0
Curtin,0.0
Dawson,0.7363522552765797
Deakin,0.0
Denison,0.0
Dickson,0.2332647932373772
Dobell,0.0
Dunkley,0.0
Eden-Monaro,0.17333311875403565
Fadden,0.10851885656824221
Fairfax,0.2651213541925873
Farrer,1.0
Fisher,0.2857711538319476
Flinders,0.0
Forde,0.11016210163988988
Forrest,0.0
Fowler,0.0
Franklin,0.0
Fraser,0.0
Fremantle,0.0
Gellibrand,0.0
Gilmore,0.10788293099765008
Gippsland,1.0
Goldstein,0.0
Grayndler,0.0
Greenway,0.0
Grey,0.07653806047966631
Griffith,0.1076478513132405
Groom,0.33408265656843605
Gwydir,1.0
Herbert,0.197221378038935
Higgins,0.0
Hindmarsh,0.0
Hinkler,0.6110271774351642
Holt,0.0
Hotham,0.0
Hughes,0.0
Hume,0.6363636363636365
Hunter,0.3969883276560418
Indi,0.36275278256780064
Isaacs,0.0
Jagajaga,0.0
Kalgoorlie,0.0
Kennedy,0.6693242566203607
Kingsford Smith,0.0
Kingston,0.0
Kooyong,0.0
Lalor,0.0
La Trobe,0.0
Leichhardt,0.2932141898548733
Lilley,0.10821450008366235
Lindsay,0.0
Lowe,0.0
Lyne,0.5000936855911561
Lyons,0.0
Macarthur,0.0
Mackellar,0.0
Macquarie,0.0
Makin,0.0
Mallee,0.5369261477045909
Maranoa,0.7562773834884629
Maribyrnong,0.0
Mayo,0.0
McEwen,0.0
McMillan,0.0
McPherson,0.09898465640366406
Melbourne,0.0
Melbourne Ports,0.0
Menzies,0.0
Mitchell,0.0
Moncrieff,0.11031644003791788
Moore,0.0
Moreton,0.07926604507281908
Murray,1.0
New England,1.0
Newcastle,0.0
North Sydney,0.0
Northern Territory,0.0
O'Connor,0.0
Oxley,0.17821327098615197
Page,0.6248374512353706
Parkes,1.0
Parramatta,0.0
Paterson,0.16143604374702805
Pearce,0.06312716657544243
Perth,0.0
Petrie,0.08476476631789659
Port Adelaide,0.0
Prospect,0.0
Rankin,0.18361497973090044
Reid,0.0
Richmond,0.5493168232280102
Riverina,0.6183893264748433
Robertson,0.0
Ryan,0.08183833446102487
Scullin,0.0
Shortland,0.0
Stirling,0.0
Sturt,0.0
Swan,0.0
Sydney,0.0
Tangney,0.0
Throsby,0.0
Wakefield,0.0
Wannon,0.0
Warringah,0.0
Watson,0.0
Wentworth,0.0
Werriwa,0.0
Wide Bay,0.836084234490609
Wills,0.0
