seat,prediction
Albany,0.2588481670290909
Alfred Cove,0.0
Armadale,0.0
Balcatta,0.0
Bassendean,0.0
Bateman,0.0
Belmont,0.0
Blackwood-Stirling,0.639197267292912
Bunbury,0.0
Cannington,0.0
Carine,0.0
Central Wheatbelt,0.6508239139316355
Churchlands,0
Cockburn,0.0
Collie-Preston,0.0
Cottesloe,0.0
Darling Range,0.0
Dawesville,0.0
Eyre,0.3658872077028886
Forrestfield,0.0
Fremantle,0.0
Geraldton,0.29284982163730766
Girrawheen,0.0
Gosnells,0.0
Hillarys,0.0
Jandakot,0.0
Joondalup,0.0
Kalamunda,0.0
Kalgoorlie,0.4328018223234624
Kimberley,0.41309255079006774
Kingsley,0.0
Kwinana,0.0
Mandurah,0.0
Maylands,0.0
Midland,0.0
Mindarie,0.0
Moore,0.3820244841435681
Morley,0.0
Mount Lawley,0.0
Murray-Wellington,0.1651891665920574
Nedlands,0.0
Nollamara,0.0
North West Central,0.45951417004048584
Ocean Reef,0.0
Perth,0.0
Pilbara,0.5654320987654321
Riverton,0.0
Rockingham,0.0
Scarborough,0.0
South Perth,0.0
Southern River,0.0
Swan Hills,0.0
Vasse,0.0
Victoria Park,0.0
Wagin,0.7739557739557739
Wanneroo,0.0
Warnbro,0.0
West Swan,0.0
Willagee,0.0
