prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.8552737025702752,-0.11155125852656439,-10.203316515428185,18.255518965182517,3.4021614651379304,16.140558303824914,1.8781977622614743
