prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.6251339098819045,0.15026458281078792,-7.261572132728492,19.099912396577402,3.1835836228542287,15.326090448164845,1.7972031703770859
