prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.736105012515901,0.07958355193129371,-5.142746652338384,18.922831188229722,2.809462158659643,12.033804864573037,2.871298175302636
