prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.731918030518249,0.06200299806496624,-5.556740476154502,18.733953644636298,2.9290325317044723,12.372316995601732,2.710113718201029
