seat,prediction
Albany,0.3714940232704408
Alfred Cove,0.0
Armadale,0.0
Balcatta,0.0
Bassendean,0.0
Bateman,0.0
Belmont,0.0
Bunbury,0.13036303630363036
Butler,0.0
Cannington,0.0
Carine,0.0
Central Wheatbelt,0.5129937925233925
Churchlands,0.0
Cockburn,0.0
Collie-Preston,0.15495867768595042
Cottesloe,0.0
Darling Range,0.0
Dawesville,0.03945111492281304
Eyre,0.4152602050853242
Forrestfield,0.0
Fremantle,0.0
Geraldton,0.33203817406795444
Girrawheen,0.0
Gosnells,0.0
Hillarys,0.0
Jandakot,0.0
Joondalup,0.0
Kalamunda,0.0
Kalgoorlie,0.4379941613040888
Kimberley,0.37917518103305387
Kingsley,0.0
Kwinana,0.0
Mandurah,0.045685279187817264
Maylands,0.0
Midland,0.0
Mirrabooka,0.0
Moore,0.4311679589680393
Morley,0.0
Mount Lawley,0.0
Murray-Wellington,0.1946871165000014
Nedlands,0.0
North West Central,0.5185916453650079
Ocean Reef,0.0
Perth,0.0
Pilbara,0.5415551552288688
Riverton,0.0
Rockingham,0.0
Scarborough,0.0
South Perth,0.0
Southern River,0.0
Swan Hills,0.0
Vasse,0.1130030959752322
Victoria Park,0.0
Wagin,0.6905609009226197
Wanneroo,0.0
Warnbro,0.0
Warren-Blackwood,0.5259026687598116
West Swan,0.0
Willagee,0.0
