prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7315629227955429,0.0644693004146098,-5.6491157114800625,18.610248811263578,2.954944937424999,11.995213195876602,2.9199862186434657
