prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7306033138150526,0.07172053283969204,-6.951850508950052,18.86188780161403,3.131794988120171,13.885560312039257,2.5027504535783964
