seat,prediction
Albert,0.46919220836840475
Archerfield,0.0
Ashgrove,0.24796887408592228
Aspley,0.2004420588847516
Barambah,0.7701103044271602
Barron River,0.4692373890230104
Beaudesert,0.7155797101449275
Brisbane Central,0.0
Broadwater,0.5746140651801029
Bulimba,0.0
Bundaberg,0.7196682168203529
Bundamba,0
Burdekin,0.6300171906839546
Burleigh,0.6272189349112426
Burnett,1.0
Caboolture,0.440083380402183
Cairns,0.3704663212435233
Callide,1.0
Caloundra,0.3776978417266187
Capalaba,0.0
Charters Towers,0.9323467230443974
Chatsworth,0.32989821901818933
Chermside,0.34328358208955223
Clayfield,0.0
Cleveland,0.3995535714285714
Cook,0.6248729332032348
Crows Nest,0.7701949860724234
Cunningham,0.7290603913483957
Currumbin,0.38254856156708505
Everton,0.3107325961779486
Ferny Grove,0.48275862068965525
Fitzroy,0.7585227272727272
Gladstone,0.7435897435897436
Greenslopes,0.0
Gregory,1.0
Gympie,0.6782260502702274
Hervey Bay,0.7784313725490196
Hinchinbrook,1.0
Inala,0.0
Indooroopilly,0.0
Ipswich,0.5488215488215488
Ipswich West,0.5721271393643031
Kallangur,0.0
Kedron,0.34680134680134683
Keppel,0.8883928571428571
Kurwongbah,0.4310344827586207
Lockyer,0.7401096932304259
Logan,0.4525105261445656
Lytton,0.0
Mackay,0.6424663340559817
Mansfield,0.2672193652175871
Maroochydore,0.6072106261859582
Maryborough,1.0
Merrimac,0.4464882943143813
Mirani,0.8573930573512584
Moggill,0.20067076176162196
Mooloolah,0.43492586490939045
Mount Coot-tha,0.2671965501609361
Mount Gravatt,0.0
Mount Isa,0.5013840619001176
Mount Ommaney,0.0
Mulgrave,0.759493670886076
Mundingburra,0.3975
Murrumba,0.0
Nerang,0.38823188411887594
Nicklin,0.47081734211488463
Noosa,0.27509293680297403
Nudgee,0.0
Redcliffe,0.27224940074476656
Redlands,0.5333600669107648
Rockhampton,0.8291925465838509
Sandgate,0.0
South Brisbane,0.0
Southport,0.45637349025369206
Springwood,0.41619743103452655
Sunnybank,0.31775700934579443
Surfers Paradise,0.5182348173021774
Tablelands,1.0
Thuringowa,0.5476899565407076
Toowoomba North,0.688991496021053
Toowoomba South,1.0
Townsville,0.3910410549009899
Warrego,1.0
Warwick,0.7886074327252134
Waterford,0.41333333333333333
Western Downs,1.0
Whitsunday,0.6404567117924104
Woodridge,0.0
Yeronga,0.0
