seat,prediction
Albany,0.0
Armadale,0.0
Ascot,0.0
Avon,0.5265367267196864
Balcatta,0.0
Balga,0.0
Bunbury,0.0
Canning,0.0
Clontarf,0.0
Cockburn,0.0
Collie-Preston,0.6162046908315565
Cottesloe,0.0
Dale,0.0
Darling Range,0.0
East Melville,0.0
Esperance-Dundas,0.0
Floreat,0.0
Fremantle,0.0
Gascoyne,0.0
Geraldton,0.0
Gosnells,0.0
Greenough,0.0
Helena,0.0
Joondalup,0.0
Kalamunda,0.0
Kalgoorlie,0
Karrinyup,0.0
Katanning,0.5663082437275986
Kimberley,0.0
Mandurah,0.0
Maylands,0.0
Melville,0.0
Merredin,0.7587275678817654
Mitchell,0.0
Moore,0.36497968187462426
Morley,0.0
Mount Lawley,0.0
Mount Marshall,0.4824752063858223
Mundaring,0.0
Murchison-Eyre,0.0
Murdoch,0.0
Murray-Wellington,0.0
Narrogin,0.5263157894736842
Nedlands,0.0
Nollamara,0.0
Perth,0.0
Pilbara,0.0
Rockingham,0.0
Scarborough,0.0
South Perth,0.0
Stirling,0.5988261462003018
Subiaco,0.0
Vasse,0.0
Victoria Park,0.0
Warren-Blackwood,0.0
Welshpool,0.0
Whitford,0.0
