prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7148019700348046,0.0829682570418839,-6.024256814931267,18.941739957159896,2.8852246610466286,12.729227063543027,2.544439896885962
