seat,prediction
Adelaide,0.19739111384533026
Aston,0.04128440366972478
Ballarat,0.3181451985975647
Banks,0.0
Barker,0.16026812343101074
Barton,0.0
Bass,0.0
Batman,0.0
Bendigo,0.45072151557105217
Bennelong,0.0
Berowra,0.0
Blaxland,0.0
Bonython,0.12903225806451613
Boothby,0.10410583737733302
Bowman,0.39204196599573704
Braddon,0.0
Bradfield,0.0
Brand,0.12285012285012284
Brisbane,0.31438890162751026
Bruce,0.0
Burke,0.1617237908993519
Calare,0.3957219826631503
Calwell,0.06551724137931034
Canberra,0.0
Canning,0.15575620767494358
Capricornia,0.6475590932076
Casey,0.05904130680661287
Charlton,0.0
Chifley,0.0
Chisholm,0.07386644153995958
Cook,0.0
Corangamite,0.1256501745967377
Corio,0.0
Cowan,0.0997920997920998
Cowper,1.0
Cunningham,0.0
Curtin,0.08191126279863482
Dawson,0.8665413533834586
Deakin,0.0
Denison,0.0
Dobell,0.0
Dundas,0.0
Dunkley,0.0
Eden-Monaro,0.3880287597619306
Fadden,0.3064971553956696
Fairfax,0.5743424843529658
Farrer,1.0
Fisher,0.6286588836647731
Flinders,0.0
Forde,0.25750735972237715
Forrest,0.15708812260536395
Fowler,0.0
Franklin,0.0
Fraser,0.0
Fremantle,0.16452442159383035
Gellibrand,0.0
Gilmore,1.0
Gippsland,0.5878958998243107
Goldstein,0.0
Grayndler,0.0
Greenway,0.0
Grey,0.20713490318481406
Griffith,0.34053834877007544
Groom,0.6458439414142204
Gwydir,1.0
Hawker,0.07963569663786896
Henty,0.0
Herbert,0.5246223717677567
Higgins,0.0
Hindmarsh,0.08009708737864078
Hinkler,0.761669868325328
Holt,0.0
Hotham,0.0
Hughes,0.0
Hume,0.0
Hunter,0.4853128396582523
Indi,0.3244466179266978
Isaacs,0.06575112049583551
Jagajaga,0.04381443298969072
Kalgoorlie,0.1325581395348837
Kennedy,0.7214947569674761
Kingsford Smith,0.0
Kingston,0.12636696218837315
Kooyong,0.0
Lalor,0.0
La Trobe,0.0
Leichhardt,0.6556129607127366
Lilley,0.3368719269825411
Lindsay,0.0
Lowe,0.0
Lyne,1.0
Lyons,0.0
Macarthur,0.0
Mackellar,0.0
Macquarie,0.0
Makin,0.11056888758661712
Mallee,0.5922437606181543
Maranoa,0.8685446009389671
Maribyrnong,0.0
Mayo,0.10808716949683746
McEwen,0.17734619227911913
McMillan,0.29909801530702945
McPherson,0.3487667740652924
Melbourne,0.0
Melbourne Ports,0.0
Menzies,0.0
Mitchell,0.0
Moncrieff,0.36806030282104024
Moore,0.1810344827586207
Moreton,0.24799457362785673
Murray,0.6397879311894039
New England,1.0
Newcastle,0.0
North Sydney,0.0
Northern Territory,0.0
O'Connor,0.3232556496459253
Oxley,0.4958432499285105
Page,1.0
Parkes,1.0
Parramatta,0.0
Perth,0.10538116591928251
Petrie,0.29830380029329084
Phillip,0.0
Port Adelaide,0.06840390879478828
Prospect,0.0
Rankin,0.5223730924126443
Reid,0.0
Richmond,1.0
Riverina-Darling,1.0
Robertson,0.0
Ryan,0.2519777503263989
Scullin,0.0
Shortland,0.0
St George,0.0
Stirling,0.08647450110864745
Streeton,0.06821238462152035
Sturt,0.03207547169811321
Swan,0.11407766990291261
Sydney,0.0
Tangney,0.04684684684684685
Throsby,0.18349184658542966
Wakefield,0.14805636134260045
Wannon,0.0
Warringah,0.0
Wentworth,0.0
Werriwa,0.0
Wide Bay,0.8691910499139415
Wills,0.0
