prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7450262133509555,0.04810347614612628,-5.147370496934269,18.694113490160493,2.9148421855666222,12.232247965184957,2.8773833250690117
