prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.8705183547287288,-0.12541408925651398,-10.12213491332246,18.255845801647055,3.4012559652587058,16.140558303824914,1.8781977622614743
