prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7321152064389521,0.06900701315420661,-6.591369931912573,18.878638299358933,3.0550932606502923,13.00244014934069,2.750311939223851
