prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7450502325786897,0.05857212991830816,-6.245703118148784,18.811424839367476,2.9440301401923374,12.758296310288717,2.580445928176351
