seat,prediction
Albany,0.3804921795977858
Applecross,0.0
Armadale,0.0
Ashburton,0.0
Avon,0.5284170727093396
Balcatta,0.0
Belmont,0.0
Bunbury,0.0
Cockburn,0.0
Collie-Preston,0.6246994184787318
Cottesloe,0.0
Darling Range,0.0
Dianella,0.0
Eyre,0.0
Floreat,0.0
Fremantle,0.0
Geraldton,0.3593004769475358
Glendalough,0.0
Greenough,0.2314499713074056
Helena,0.0
Jandakot,0.0
Kalgoorlie,0.0
Kenwick,0.0
Kimberley,0.0
Kingsley,0.0
Mandurah,0.0
Marangaroo,0.0
Marmion,0.0
Maylands,0.0
Melville,0.0
Merredin,0.6336866902237926
Mitchell,0.0
Moore,0.31889694307999605
Morley,0.0
Murray-Wellington,0.08571428571428572
Nedlands,0.0
Nollamara,0.0
Northern Rivers,0.15517241379310343
Peel,0.0
Perth,0.0
Pilbara,0.0
Riverton,0.0
Rockingham,0.0
Roe,0.547682331893935
Roleystone,0.0
Scarborough,0.0
South Perth,0.0
Stirling,0.60082602195238
Swan Hills,0.1072961373390558
Thornlie,0.0
Vasse,0.16184239787613192
Victoria Park,0.0
Wagin,0.6624023127343799
Wanneroo,0.0
Warren-Blackwood,0.0
Wellington,0.0
Whitford,0.0
