seat,prediction
Adelaide,0.0
Aston,0.0
Ballarat,0.0
Banks,0.0
Barker,0.0
Barton,0.0
Bass,0.0
Batman,0.0
Bendigo,0.2915211245092603
Bennelong,0.0
Berowra,0.0
Blaxland,0.0
Bonython,0.0
Boothby,0.0
Bowman,0.20774064087684824
Braddon,0.0
Bradfield,0.0
Brand,0.07966182370983246
Brisbane,0.12532129378049026
Bruce,0.0
Burke,0.0
Calare,0.4512948599467657
Calwell,0.0
Canberra,0.0
Canning,0.0
Capricornia,1.0
Casey,0.0
Charlton,0.0
Chifley,0.0
Chisholm,0.0
Cook,0.0
Corangamite,0.0
Corinella,0.0
Corio,0.0
Cowan,0.0
Cowper,1.0
Cunningham,0.0
Curtin,0.0
Dawson,0.6877120383319054
Deakin,0.0
Denison,0.0
Dobell,0.0
Dundas,0.0
Dunkley,0.0
Eden-Monaro,0.24373513036434996
Fadden,0.12196082581656717
Fairfax,0.4631673311065039
Farrer,1.0
Fisher,0.40926587194629493
Flinders,0.0
Forde,0.11761731890239185
Forrest,0.1422529221891651
Fowler,0.0
Franklin,0.0
Fraser,0.0
Fremantle,0.0
Gellibrand,0.0
Gilmore,1.0
Gippsland,1.0
Goldstein,0.0
Grayndler,0.0
Greenway,0.0
Grey,0.0
Griffith,0.13217251664045243
Groom,0.33971514047335505
Gwydir,1.0
Hawker,0.0
Herbert,0.4007460404717091
Higgins,0.0
Hindmarsh,0.0
Hinkler,0.6916274589007706
Holt,0.0
Hotham,0.0
Hughes,0.0
Hume,0.0
Hunter,0.297785873143523
Indi,0.0
Isaacs,0.0
Jagajaga,0.0
Kalgoorlie,0.11340697557630945
Kennedy,0.6285388950154712
Kingsford Smith,0.0
Kingston,0.0
Kooyong,0.0
Lalor,0.0
La Trobe,0.0
Leichhardt,0.46300283323139235
Lilley,0.13826706321128343
Lindsay,0.0
Lowe,0.0
Lyne,1.0
Lyons,0.0
Macarthur,0.0
Mackellar,0.0
Macquarie,0.0
Makin,0.0
Mallee,1.0
Maranoa,0.6953939600839147
Maribyrnong,0.0
Mayo,0.0
McEwen,0.0
McMillan,0.20742469779329212
McPherson,0.14039189330878535
Melbourne,0.0
Melbourne Ports,0.0
Menzies,0.0
Mitchell,0.0
Moncrieff,0.159175501954347
Moore,0.0
Moreton,0.08952391300689484
Murray,1.0
New England,1.0
Newcastle,0.0
North Sydney,0.0
Northern Territory,0.0
O'Connor,0.27676593549431516
Oxley,0.1719283094457461
Page,1.0
Parkes,1.0
Parramatta,0.0
Pearce,0.0
Perth,0.04301727024467888
Petrie,0.12132140324024898
Phillip,0.0
Port Adelaide,0.0
Prospect,0.0
Rankin,0.39152071483147877
Reid,0.0
Richmond,1.0
Riverina-Darling,1.0
Robertson,0.0
Ryan,0.15370545975158925
Scullin,0.0
Shortland,0.0
St George,0.0
Stirling,0.0
Sturt,0.0
Swan,0.0
Sydney,0.0
Tangney,0.0
Throsby,0.0
Wakefield,0.0
Wannon,0.0
Warringah,0.0
Wentworth,0.0
Werriwa,0.0
Wide Bay,1.0
Wills,0.0
