seat,prediction
Adelaide,0.01917808219178082
Aston,0.0
Ballarat,0.032679738562091505
Banks,0.0
Barker,0.10316990918180567
Barton,0.0
Bass,0.0
Batman,0.0
Bendigo,0.19517543859649122
Bennelong,0.0
Berowra,0.0
Blaxland,0.0
Bonython,0.0
Boothby,0.016333938294010888
Bowman,0.38410552143376847
Braddon,0.0
Bradfield,0.0
Brand,0.0
Brisbane,0.3545925793970839
Bruce,0.0
Burke,0.07191011235955057
Calare,0.5583756345177665
Calwell,0.0
Canberra,0.0
Canning,0.0
Capricornia,0.688989663790269
Casey,0.028761061946902658
Charlton,0.0
Chifley,0.0
Chisholm,0.024229074889867846
Cook,0.0
Corangamite,0.064453125
Corio,0.05602240896358543
Cowan,0.0
Cowper,0.6007984031936128
Cunningham,0.0
Curtin,0.0
Dawson,1.0
Deakin,0.0
Denison,0.0
Dobell,0.0
Dundas,0.0
Dunkley,0.056155507559395246
Eden-Monaro,0.08369098712446352
Fadden,0.3179876295256679
Fairfax,0.7609427609427609
Farrer,0.67601246105919
Fisher,0.6905761890366905
Flinders,0.06584362139917696
Forde,0.34161490683229817
Forrest,0.0
Fowler,0.0
Franklin,0.0
Fraser,0.0
Fremantle,0.0
Gellibrand,0.0
Gilmore,0.5740365111561867
Gippsland,0.6251857642401636
Goldstein,0.0297951582867784
Grayndler,0.0
Greenway,0.0
Grey,0.16125235712733507
Griffith,0.41370558375634514
Groom,0.8628659476117102
Gwydir,1.0
Hawker,0.039351851851851846
Henty,0.02736318407960199
Herbert,0.5618579802705339
Higgins,0.0436241610738255
Hindmarsh,0.0
Hinkler,0.8969072164948454
Holt,0.0
Hotham,0.0
Hughes,0.0
Hume,0.485996705107084
Hunter,0.4288702928870293
Indi,0.4428494764814904
Isaacs,0.03140096618357488
Jagajaga,0.0
Kalgoorlie,0.0
Kennedy,0.9263351749539595
Kingsford Smith,0.0
Kingston,0.02724795640326975
Kooyong,0.0
Lalor,0.0
La Trobe,0.0
Leichhardt,0.8383371824480369
Lilley,0.4411764705882353
Lindsay,0.0
Lowe,0.0
Lyne,1.0
Lyons,0.0
Macarthur,0.0
Mackellar,0.0
Macquarie,0.11802575107296137
Makin,0.017632241813602012
Mallee,0.7675523264125195
Maranoa,1.0
Maribyrnong,0.0
Mayo,0.07746478873239437
McEwen,0.1840354767184036
McMillan,0.1993455676377194
McPherson,0.41500818453804406
Melbourne,0.0
Melbourne Ports,0.04347826086956521
Menzies,0.0
Mitchell,0.0
Moncrieff,0.4744897959183673
Moore,0.0
Moreton,0.1760154738878143
Murray,0.7636821483713797
New England,1.0
Newcastle,0.0
North Sydney,0.0
Northern Territory,0.0
O'Connor,0.26785022196905095
Oxley,0.5307262569832403
Page,1.0
Parkes,0.5008880994671403
Parramatta,0.0
Perth,0.0
Petrie,0.32244897959183677
Phillip,0.0
Port Adelaide,0.0
Prospect,0.0
Rankin,0.6981132075471698
Reid,0.0
Richmond,1.0
Riverina-Darling,0.8777777777777778
Robertson,0.0
Ryan,0.29462738301559793
Scullin,0.0
Shortland,0.0
St George,0.0
Stirling,0.0
Streeton,0.06666666666666667
Sturt,0.0
Swan,0.0
Sydney,0.0
Tangney,0.0
Throsby,0.2631578947368421
Wakefield,0.08604535741327544
Wannon,0.08176100628930817
Warringah,0.0
Wentworth,0.0
Werriwa,0.0
Wide Bay,1.0
Wills,0.0
