prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7220935455178401,0.0752546832043529,-6.7261440469504965,18.6565894844345,3.1283890367627385,13.180506601395884,2.939760461816316
