prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7221971330419236,0.07367877254782006,-6.687808168923855,18.702225389281484,3.118716887401516,13.180506601395884,2.939760461816316
