prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.5341696972080914,0.25241402658498646,1.2989179607072483,13.411799191457401,5.985198499234015,9.021659240391157,0
