prev_coef,old_coef,intercept,seat_rmse,seat_kurtosis,overall_rmse,overall_kurtosis
0.7418658786459669,0.07551397143767351,-5.063654484557396,18.926741098782646,2.8004579051326632,12.033804864573037,2.871298175302636
