seat,prediction
Albany,0.0
Alfred Cove,0.0
Armadale,0
Avon,0.60880195599022
Ballajura,0.0
Bassendean,0.0
Belmont,0.0
Bunbury,0.0
Burrup,0.0
Carine,0.0
Churchlands,0.0
Cockburn,0.0
Collie-Preston,0.6069651741293531
Cottesloe,0.0
Darling Range,0.0
Dawesville,0.0
Eyre,0.0
Fremantle,0.0
Geraldton,0.27514792899408286
Girrawheen,0.0
Greenough,0.2236842105263158
Hillarys,0.0
Innaloo,0.0
Joondalup,0.0
Kalgoorlie,0.0
Kimberley,0.41516114879934457
Kingsley,0.0
Mandurah,0.0
Maylands,0.0
Merredin,1.0
Midland,0.0
Mitchell,0.0
Moore,0.3060836501901141
Murdoch,0.0
Murray-Wellington,0.0
Nedlands,0.0
Ningaloo,0.0
Nollamara,0.0
Peel,0.0
Perth,0.0
Pilbara,0.0
Riverton,0.0
Rockingham,0.0
Roe,0.636986301369863
Roleystone,0.0
South Perth,0.0
Southern River,0.0
Stirling,1.0
Swan Hills,0.0
Thornlie,0.0
Vasse,0.38161330719209985
Victoria Park,0.0
Wagin,0.5194805194805195
Wanneroo,0.0
Warren-Blackwood,0.0
Willagee,0.0
Yokine,0.0
