Firm,Day,ALP TPP,ALP TPP adj
Morgan phone,1,45.2272,45.49116390165149
Newspoll,112,44.887,43.48950669239129
Newspoll,173,46.3945,44.99700669239129
Newspoll,234,50.3945,48.99700669239129
Newspoll,296,48.5642,47.16670669239129
Morgan phone,348,49.08,49.343963901651485
Newspoll,356,50.547599999999996,49.15010669239128
Morgan phone,425,49.5709,49.83486390165149
Newspoll,478,51.2114,49.813906692391285
Morgan phone,488,47.073299999999996,47.33726390165148
Newspoll,539,56.2264,54.828906692391286
Essential,593,51.580799999999996,51.48612474896689
Newspoll,600,56.2098,54.81230669239129
ReachTEL,652,53.44897,53.71643201899435
Newspoll,662,54.3945,52.99700669239129
ReachTEL,683,49.449529999999996,49.71699201899434
ReachTEL,695,50.01844,50.28590201899434
Nielsen,697,52.2264,51.57936199977082
Essential,704,49.4111,49.31642474896689
Newspoll,721,50.9036,49.506106692391285
ReachTEL,732,46.6707,46.93816201899434
Essential,766,54.212999999999994,54.118324748966884
ReachTEL,782,48.91408,49.18154201899434
Newspoll,782,49.8886,48.491106692391284
Newspoll,843,52.7339,51.336406692391286
Newspoll,904,54.0567,52.65920669239129
Essential,950,52.7339,52.63922474896689
ReachTEL,956,49.80905,50.07651201899434
Nielsen,957,53.2264,52.57936199977082
Essential,979,51.9052,51.81052474896689
Essential,1010,53.073299999999996,52.97862474896689
Essential,1041,55.9036,55.80892474896689
Nielsen,1053,52.2264,51.57936199977082
Galaxy,1053,52.4111,52.14362198727869
Newspoll,1053,54.7189,53.321406692391285
Essential,1069,51.3977,51.30302474896689
Essential,1100,52.073299999999996,51.97862474896689
Essential,1130,54.212999999999994,54.118324748966884
Newspoll,1147,55.7173,54.31980669239129
Essential,1161,52.735499999999995,52.640824748966885
Nielsen,1167,57.0717,56.42466199977082
Nielsen,1195,52.2248,51.57776199977082
Newspoll,1208,56.1948,54.79730669239129
Galaxy,1222,52.8886,52.62112198727869
Essential,1253,53.550799999999995,53.456124748966886
SMS Morgan,1266,54.11665,54.22914938404676
Essential,1280,55.3937,55.29902474896689
Essential,1283,53.381099999999996,53.28642474896689
Galaxy,1291,53.2264,52.95892198727869
ReachTEL,1292,53.763490000000004,54.03095201899435
SMS Morgan,1294,54.28555,54.39804938404676
Ipsos,1295,55.547599999999996,55.51297382866765
Newspoll,1297,55.2414,53.843906692391286
Ipsos,1307,55.2398,55.205173828667654
SMS Morgan,1310,55.054300000000005,55.16679938404676
Essential,1312,53.7339,53.63922474896689
SMS Morgan,1313,56.615849999999995,56.72834938404675
Galaxy,1318,53.7339,53.46642198727869
SMS Morgan,1322,52.709,52.82149938404676
Galaxy,1324,53.7339,53.46642198727869
Newspoll,1325,53.3961,51.998606692391284
Ipsos,1325,51.3945,51.35987382866765
SMS Morgan,1326,50.16405,50.27654938404676
ReachTEL,1326,53.6953,53.96276201899435
