Firm,Day,ALP FP,ALP FP adj
Newspoll,1,44.0,43.478
Newspoll,63,45.5,44.978
Newspoll,122,43.0,42.478
Newspoll,183,43.0,42.478
Newspoll,244,44.0,43.478
Newspoll,305,45.0,44.478
Newspoll,366,42.0,41.478
Newspoll,428,38.0,37.478
Newspoll,487,36.0,35.478
Newspoll,548,31.0,30.478
Newspoll,578,30.0,29.478
Saulwick,609,23.0,24.693
Newspoll,640,29.0,28.478
Newspoll,701,25.0,24.478
Newspoll,731,25.0,24.478
F2F Morgan,776,24.0,23.309
Newspoll,793,26.0,25.478
Newspoll,852,25.0,24.478
Saulwick,875,20.0,21.693
Newspoll,876,28.0,27.478
Newspoll,892,25.0,24.478
Newspoll,908,30.0,29.478
Saulwick,897,27.0,28.693
F2F Morgan,906,29.0,28.309
F2F Morgan,988,31.0,30.309
F2F Morgan,1019,33.5,32.809
Saulwick,1058,30.0,31.693
Saulwick,1087,34.0,35.693
Newspoll,1096,36.0,35.478
Saulwick,1156,30.0,31.693
Newspoll,1158,34.0,33.478
Saulwick,1183,28.0,29.925
Newspoll,1218,31.0,30.286
Saulwick,1219,32.0,34.306
Saulwick,1247,30.0,32.602
Saulwick,1275,25.0,27.898
Newspoll,1279,28.0,27.074
Saulwick,1310,21.0,23.961
Saulwick,1338,22.0,24.961
Newspoll,1340,33.0,32.067
Saulwick,1352,24.0,26.961
Saulwick,1371,24.0,26.961
Newspoll,1383,37.0,36.067
Saulwick,1387,35.0,37.961
Newspoll,1400,40.0,39.067
Morgan Phone,1400,38.0,37.436
Saulwick,1401,35.0,37.961
