Firm,Day,GRN FP,GRN FP adj
Essential,1,11.0,10.92823552777866
Galaxy,55,10.0,10.012122391718837
Galaxy,147,10.0,10.012122391718837
Galaxy,237,11.0,11.012122391718837
Galaxy,330,11.0,11.012122391718837
Galaxy,426,11.0,11.012122391718837
Galaxy,622,13.0,13.012122391718837
Galaxy,783,10.0,10.012122391718837
Galaxy,902,12.0,12.026008866158927
Newspoll2,954,12.0,11.950205665908108
Galaxy,1018,12.0,12.029849805897676
Newspoll2,1032,11.0,10.950205665908108
Morgan SMS,1041,10.0,10.051431346289347
Newspoll2,1048,11.0,10.950205665908108
