Firm,Day,ALP TPP,ALP TPP adj
Newspoll,1,51.07749999999999,50.92450267331468
Newspoll,93,56.6834,56.53040267331468
Newspoll,182,53.9844,53.831402673314685
Newspoll,274,54.68579999999999,54.53280267331468
Newspoll,366,51.078900000000004,50.92590267331469
Newspoll,458,55.7234,55.57040267331468
Newspoll,547,57.38719999999999,57.23420267331468
Newspoll,639,56.154799999999994,56.00180267331468
Newspoll,731,52.898599999999995,52.74560267331468
Newspoll,823,57.682399999999994,57.52940267331468
Newspoll,914,60.72,60.56700267331468
Westpoll,953,55.200300000000006,55.39146982045603
Westpoll,1001,52.335674999999995,52.52684482045602
Newspoll,1002,56.8962,56.743202673314684
Galaxy,1018,55.0993,55.31272686238258
Westpoll,1018,58.5962,58.78736982045603
Newspoll,1024,54.12479999999999,53.97180267331468
Westpoll,1024,54.3873,54.57846982045603
