Firm,Day,OTH FP,OTH FP adj
ResolvePM,1,17.0,15.586
ResolvePM,60,17.0,15.586
SMS Morgan,109,17.0,15.413
ResolvePM,121,18.0,16.586
SMS Morgan,170,19.0,17.413
ResolvePM,182,20.0,18.586
Redbridge,227,16.0,17.788
ResolvePM,243,17.0,15.586
ResolvePM,304,20.0,18.586
Redbridge,318,14.0,15.788
Redbridge,411,16.0,17.788
ResolvePM,402,19.0,17.586
ResolvePM,458,22.0,20.586
Redbridge,426,13.0,14.788
ResolvePM,514,21.0,19.586
Redbridge,544,17.0,18.788
Wolf&Smith,565,18.0,18.162
ResolvePM,567,22.0,20.586
Redbridge,608,18.0,19.788
Redbridge,663,13.0,14.788
ResolvePM,715,23.0,21.586
DemosAU,778,21.0,20.616
ResolvePM,760,21.0,19.586
Redbridge,791,17.0,18.788
Newspoll3,878,18.0,18.353
Redbridge,876,16.0,17.788
ResolvePM,913,22.0,20.586
Redbridge,953,18.0,19.788
DemosAU,949,21.0,20.616
ResolvePM,944,25.0,23.586
DemosAU,997,21.0,20.616
Newspoll3,1023,22.0,22.353
Freshwater,1027,18.0,19.33
ResolvePM,1005,20.0,18.586
Redbridge,1035,17.0,18.788
DemosAU,1102,33.0,32.842
ResolvePM,1093,29.0,27.853
SMS Morgan,1111,39.5,38.121
Freshwater,1117,32.0,33.059
Redbridge,1119,34.0,35.003
Freshwater,1145,29.0,29.947
ResolvePM,1155,34.0,33.229
SMS Morgan,1178,37.0,35.816
Freshwater,1223,36.0,36.852
DemosAU,1225,34.0,34.138
ResolvePM,1217,36.0,35.314
Redbridge,1239,35.0,35.442
ResolvePM,1252,34.0,33.314
Newspoll3,1271,28.0,30.296
Redbridge,1276,33.0,33.442
Freshwater,1279,30.0,30.852
SMS Morgan,1283,35.5,34.316
YouGov2,1244,38.0,36.97
DemosAU,1285,32.0,32.138
ResolvePM,1289,36.0,35.314
