Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,54.0,53.616
F2F Morgan,19,51.0,50.616
F2F Morgan,33,49.0,48.616
F2F Morgan,47,49.0,48.616
F2F Morgan,61,52.0,51.616
F2F Morgan,75,50.0,49.616
F2F Morgan,89,51.0,50.616
F2F Morgan,103,48.0,47.616
F2F Morgan,117,47.0,46.616
F2F Morgan,131,50.0,49.616
F2F Morgan,145,50.0,49.616
F2F Morgan,159,50.0,49.616
F2F Morgan,173,51.0,50.616
F2F Morgan,187,50.0,49.616
F2F Morgan,201,47.0,46.616
F2F Morgan,215,49.0,48.616
F2F Morgan,229,51.0,50.616
F2F Morgan,243,51.0,50.616
F2F Morgan,257,50.0,49.616
F2F Morgan,271,49.0,48.616
F2F Morgan,285,50.0,49.616
F2F Morgan,299,47.0,46.616
F2F Morgan,313,49.0,48.616
F2F Morgan,327,47.0,46.616
F2F Morgan,337,45.0,44.616
F2F Morgan,369,49.0,48.616
F2F Morgan,383,44.0,43.616
F2F Morgan,397,45.0,44.616
F2F Morgan,412,49.0,48.616
F2F Morgan,425,47.0,46.616
F2F Morgan,439,48.0,47.616
F2F Morgan,453,47.0,46.616
F2F Morgan,467,47.0,46.616
F2F Morgan,481,44.0,43.616
F2F Morgan,495,44.0,43.616
F2F Morgan,509,42.0,41.616
F2F Morgan,523,44.0,43.616
F2F Morgan,537,44.0,43.616
F2F Morgan,551,41.0,40.616
F2F Morgan,565,43.0,42.616
F2F Morgan,575,43.0,42.616
F2F Morgan,586,40.0,39.616
F2F Morgan,600,42.0,41.616
F2F Morgan,614,43.0,42.616
F2F Morgan,628,44.0,43.616
F2F Morgan,642,44.0,43.616
F2F Morgan,653,45.0,44.616
F2F Morgan,660,47.0,46.616
F2F Morgan,667,40.0,39.616
F2F Morgan,674,42.0,41.616
