Firm,Day,GRN FP,GRN FP adj
F2F Morgan,1,7.5,7.678
F2F Morgan,23,8.5,8.678
F2F Morgan,36,8.5,8.678
Newspoll,39,6.0,8.28
F2F Morgan,50,9.0,9.178
Newspoll,53,8.0,10.28
F2F Morgan,64,9.5,9.678
Newspoll,67,6.0,8.28
F2F Morgan,92,7.5,7.678
Nielsen,102,8.0,6.745
Newspoll,102,7.0,9.28
F2F Morgan,106,8.0,8.178
Newspoll,116,6.0,8.28
F2F Morgan,120,9.0,9.178
Nielsen,123,9.0,7.745
Newspoll,130,6.0,8.28
F2F Morgan,134,7.5,7.678
Newspoll,144,6.0,8.28
F2F Morgan,145,7.0,7.178
Nielsen,151,11.0,9.745
F2F Morgan,152,10.0,10.178
Newspoll,158,6.0,8.28
F2F Morgan,162,8.0,8.178
Newspoll,172,5.0,7.28
F2F Morgan,176,8.0,8.178
Nielsen,179,10.0,8.745
Newspoll,186,5.0,7.28
F2F Morgan,190,8.5,8.678
Newspoll,200,6.0,8.28
F2F Morgan,204,8.0,8.178
Nielsen,207,10.0,8.745
Newspoll,214,6.0,8.28
F2F Morgan,215,8.0,8.178
F2F Morgan,225,7.5,7.678
Newspoll,228,5.0,7.28
Nielsen,235,9.0,7.745
F2F Morgan,239,7.5,7.678
Newspoll,249,7.0,9.28
F2F Morgan,253,9.0,9.178
Nielsen,263,10.0,8.745
Newspoll,263,6.0,8.28
F2F Morgan,267,7.5,7.678
Newspoll,277,5.0,7.28
Nielsen,291,11.0,9.745
Newspoll,291,7.0,9.28
F2F Morgan,295,7.5,7.678
Newspoll,305,6.0,8.28
F2F Morgan,309,8.0,8.178
Nielsen,319,10.0,8.745
Newspoll,319,6.0,8.28
F2F Morgan,323,8.5,8.678
Newspoll,333,7.0,9.28
F2F Morgan,334,7.0,7.178
F2F Morgan,341,10.0,10.178
Nielsen,347,10.0,8.745
Newspoll,347,8.0,10.28
F2F Morgan,351,9.0,9.178
Newspoll,361,7.0,9.28
F2F Morgan,365,9.0,9.178
Nielsen,375,10.0,8.745
Newspoll,375,9.0,11.28
F2F Morgan,379,9.5,9.678
Newspoll,389,8.0,10.28
F2F Morgan,390,9.5,9.678
F2F Morgan,396,9.0,9.178
Nielsen,403,10.0,8.745
Newspoll,403,7.0,9.28
F2F Morgan,407,9.0,9.178
Newspoll,417,6.0,8.28
F2F Morgan,421,10.0,10.178
Nielsen,431,10.0,8.745
Newspoll,431,7.0,9.28
F2F Morgan,432,10.5,10.678
F2F Morgan,456,8.0,8.178
Newspoll,459,7.0,9.28
F2F Morgan,470,8.5,8.678
Nielsen,473,11.0,9.745
Newspoll,473,7.0,9.28
F2F Morgan,481,8.0,8.178
Newspoll,487,5.0,7.28
F2F Morgan,491,8.0,8.178
Nielsen,501,10.0,8.745
Newspoll,501,7.0,9.28
F2F Morgan,505,8.0,8.178
Newspoll,515,6.0,8.28
F2F Morgan,519,8.5,8.678
Nielsen,529,8.0,6.745
Newspoll,529,4.0,6.28
F2F Morgan,533,8.0,8.178
Newspoll,543,7.0,9.28
F2F Morgan,547,9.5,9.678
Nielsen,557,10.0,8.745
F2F Morgan,561,8.5,8.678
Newspoll,564,7.0,9.28
F2F Morgan,572,9.5,9.678
Newspoll,578,6.0,8.28
F2F Morgan,579,7.0,7.178
Nielsen,584,11.0,9.745
F2F Morgan,589,7.5,7.678
Newspoll,592,7.0,9.28
F2F Morgan,603,8.0,8.178
Nielsen,612,11.0,9.745
Newspoll,613,7.0,9.28
F2F Morgan,617,8.5,8.678
Newspoll,627,5.0,7.28
F2F Morgan,631,8.5,8.678
Nielsen,640,10.0,8.745
Newspoll,641,5.0,7.28
F2F Morgan,642,7.5,7.678
F2F Morgan,652,8.0,8.178
Newspoll,655,5.0,7.28
Newspoll,662,7.0,9.28
F2F Morgan,666,8.5,8.678
Nielsen,668,9.0,7.745
Newspoll,669,7.0,9.28
F2F Morgan,680,8.0,8.178
Newspoll,683,5.0,7.28
F2F Morgan,694,9.0,9.178
Nielsen,696,10.0,8.745
Newspoll,697,6.0,8.28
F2F Morgan,708,8.0,8.178
Newspoll,711,6.0,8.28
F2F Morgan,722,9.5,9.678
Nielsen,724,9.0,7.745
Newspoll,732,6.0,8.28
F2F Morgan,736,8.5,8.678
Newspoll,746,7.0,9.28
F2F Morgan,750,9.0,9.178
Nielsen,752,11.0,9.745
Newspoll,760,9.0,11.28
F2F Morgan,764,10.0,10.178
Newspoll,774,7.0,9.28
F2F Morgan,778,9.0,9.178
Nielsen,780,12.0,10.745
Newspoll,787,7.0,9.28
F2F Morgan,789,7.0,7.178
F2F Morgan,796,7.0,7.178
F2F Morgan,820,8.0,8.178
Newspoll,830,7.0,9.28
F2F Morgan,834,7.5,7.678
Newspoll,844,5.0,7.28
F2F Morgan,845,8.0,8.178
Nielsen,850,11.0,9.745
F2F Morgan,855,7.0,7.178
Newspoll,858,5.0,7.28
F2F Morgan,866,7.5,7.678
Newspoll,872,5.0,7.28
F2F Morgan,873,7.0,7.178
Nielsen,878,9.0,7.745
F2F Morgan,880,7.5,7.678
Newspoll,886,5.0,7.28
F2F Morgan,887,8.0,8.178
F2F Morgan,897,9.0,9.178
Newspoll,900,4.0,6.278
F2F Morgan,911,7.5,7.656
Newspoll,914,6.0,8.264
Galaxy,921,9.0,7.495
Nielsen,920,7.0,5.934
F2F Morgan,925,6.5,6.633
Newspoll,928,5.0,7.25
F2F Morgan,936,7.0,7.116
Newspoll,942,4.0,6.237
Galaxy,942,9.0,7.382
F2F Morgan,943,8.0,8.103
Nielsen,948,7.0,6.174
Newspoll,949,3.0,5.229
F2F Morgan,950,8.0,8.094
Newspoll,953,5.0,7.225
Newspoll,956,3.0,5.223
F2F Morgan,957,6.0,6.081
Galaxy,963,10.0,8.258
F2F Morgan,964,5.5,5.571
F2F Morgan,974,6.5,6.555
Nielsen,976,8.0,7.414
Newspoll,977,5.0,7.201
F2F Morgan,988,7.0,7.032
Galaxy,991,9.0,7.099
Newspoll,998,4.0,6.181
F2F Morgan,1002,5.5,5.509
Nielsen,1004,7.0,6.654
Newspoll,1012,4.0,6.168
F2F Morgan,1016,6.5,6.486
Galaxy,1019,10.0,7.952
Newspoll,1026,4.0,6.162
F2F Morgan,1030,7.0,6.983
Nielsen,1032,7.0,6.774
Newspoll,1040,5.0,7.162
F2F Morgan,1044,6.5,6.483
Galaxy,1047,9.0,6.952
Newspoll,1054,3.0,5.162
F2F Morgan,1055,9.0,8.983
Nielsen,1060,7.0,6.774
F2F Morgan,1062,6.0,5.983
Newspoll,1068,4.0,6.162
F2F Morgan,1069,6.0,5.983
Galaxy,1075,9.0,6.952
F2F Morgan,1076,5.5,5.483
Newspoll,1082,5.0,7.162
F2F Morgan,1083,5.5,5.483
Nielsen,1088,8.0,7.774
F2F Morgan,1090,6.0,5.983
Newspoll,1096,4.0,6.162
F2F Morgan,1097,7.0,6.983
Galaxy,1099,8.0,5.952
Nielsen,1099,6.0,5.774
Morgan Phone,1101,9.0,7.49
Newspoll,1103,5.0,7.162
F2F Morgan,1104,8.0,7.983
Morgan Phone,1108,10.5,8.99
Newspoll,1110,4.0,6.162
F2F Morgan,1111,7.5,7.483
Nielsen,1113,6.0,5.774
Galaxy,1117,9.0,6.952
Newspoll,1117,5.0,7.162
F2F Morgan,1118,6.0,5.983
Morgan Phone,1122,10.5,8.99
Newspoll,1124,6.0,8.162
F2F Morgan,1125,7.0,6.983
Nielsen,1127,7.0,6.774
Morgan Phone,1130,8.0,6.49
Newspoll,1131,7.0,9.162
F2F Morgan,1132,8.0,7.983
Nielsen,1134,8.0,7.774
Newspoll,1135,7.0,9.162
Morgan Phone,1136,9.0,7.49
Morgan Phone,1137,8.5,6.99
