Firm,Day,ALP FP,ALP FP adj
F2F Morgan,1,47.0,47.792
F2F Morgan,31,43.0,43.792
F2F Morgan,62,42.0,42.792
F2F Morgan,92,43.0,43.792
F2F Morgan,99,41.0,41.792
F2F Morgan,116,39.0,39.792
F2F Morgan,130,39.0,39.792
F2F Morgan,184,38.0,38.792
F2F Morgan,215,40.0,40.792
F2F Morgan,250,44.0,44.792
F2F Morgan,264,43.0,43.792
F2F Morgan,278,49.0,49.792
F2F Morgan,292,44.0,44.792
F2F Morgan,306,40.0,40.792
F2F Morgan,320,44.0,44.792
F2F Morgan,334,40.0,40.792
F2F Morgan,348,40.0,40.792
F2F Morgan,362,38.0,38.792
F2F Morgan,376,39.0,39.792
F2F Morgan,387,33.0,33.792
F2F Morgan,411,36.0,36.792
F2F Morgan,439,37.0,37.792
F2F Morgan,453,34.0,34.792
F2F Morgan,467,35.0,35.792
F2F Morgan,481,39.0,39.792
F2F Morgan,492,43.0,43.792
F2F Morgan,499,44.0,44.792
F2F Morgan,505,43.0,43.792
F2F Morgan,512,47.0,47.792
F2F Morgan,519,44.0,44.792
F2F Morgan,526,42.0,42.792
F2F Morgan,533,42.0,42.792
F2F Morgan,540,41.0,41.792
