Firm,Day,ALP FP,ALP FP adj
SMS Morgan,1,40.5,39.707
Morgan Phone,4,36.0,35.94
F2F Morgan,10,40.5,37.393
Essential,14,39.0,36.947
SMS Morgan,18,39.5,38.707
Newspoll,20,34.0,34.71
Morgan Phone,25,35.5,35.44
F2F Morgan,28,40.5,37.393
Essential,28,42.0,39.947
F2F Morgan,42,44.0,40.893
Essential,42,41.0,38.947
Newspoll,48,35.0,35.71
F2F Morgan,52,43.0,39.893
Essential,56,41.0,38.947
Nielsen,61,34.0,35.613
Newspoll,62,33.0,33.71
F2F Morgan,66,41.0,37.893
Essential,70,39.0,36.947
F2F Morgan,97,43.0,39.893
Newspoll,76,34.0,34.71
F2F Morgan,80,41.0,37.893
Essential,84,38.0,35.947
Nielsen,89,35.0,36.613
Newspoll,90,36.0,36.71
F2F Morgan,94,40.5,37.393
Essential,98,38.0,35.947
Newspoll,104,34.0,34.71
F2F Morgan,105,40.5,37.393
Morgan Phone,110,31.0,30.94
F2F Morgan,112,38.0,34.893
Essential,112,38.0,35.947
F2F Morgan,140,38.5,35.393
Essential,149,45.0,42.947
F2F Morgan,150,40.5,37.393
Essential,163,38.0,35.947
Morgan Phone,164,35.0,34.94
F2F Morgan,166,39.0,35.893
Newspoll,167,32.0,32.71
Nielsen,173,32.0,33.613
Essential,177,39.0,36.947
F2F Morgan,178,39.5,36.393
Newspoll,181,36.0,36.71
Morgan Phone,184,36.0,35.94
F2F Morgan,189,41.0,37.893
Essential,191,36.0,33.947
Newspoll,195,30.0,30.71
F2F Morgan,196,37.0,33.893
Morgan Phone,199,31.5,31.44
Nielsen,201,33.0,34.613
F2F Morgan,203,38.0,34.893
Essential,205,36.0,33.947
Morgan Phone,207,35.5,35.44
Newspoll,209,36.0,36.71
F2F Morgan,210,39.5,36.393
Morgan Phone,213,34.5,34.44
F2F Morgan,217,35.5,32.393
Essential,219,36.0,33.947
Newspoll,223,32.0,32.71
F2F Morgan,224,36.5,33.393
Essential,233,35.0,32.947
Nielsen,236,31.0,32.613
F2F Morgan,234,35.0,31.893
Essential,247,35.0,32.947
F2F Morgan,248,37.0,33.893
Newspoll,251,33.0,33.71
Morgan Phone,255,34.0,33.94
F2F Morgan,259,34.0,30.893
Essential,261,36.0,33.947
Nielsen,264,31.0,32.613
Newspoll,265,33.0,33.71
F2F Morgan,266,36.0,32.893
Essential,275,34.0,31.947
F2F Morgan,276,36.0,32.893
Newspoll,279,34.0,34.71
Morgan Phone,283,30.0,29.94
F2F Morgan,287,33.5,30.393
Essential,290,34.0,31.947
Newspoll,293,31.0,31.71
Nielsen,297,27.0,28.613
F2F Morgan,297,35.0,31.893
Essential,303,32.0,29.947
Newspoll,307,30.0,30.71
F2F Morgan,301,31.5,28.393
Essential,317,30.0,27.947
Newspoll,321,27.0,27.71
F2F Morgan,322,33.5,30.393
Morgan Phone,326,27.5,27.44
Nielsen,327,26.0,27.613
Essential,331,32.0,29.947
F2F Morgan,332,34.5,31.393
Newspoll,335,29.0,29.71
Essential,345,31.0,28.947
Galaxy,346,31.0,30.675
F2F Morgan,346,34.5,31.393
Newspoll,349,29.0,29.71
Morgan Phone,353,29.5,29.44
Nielsen,355,28.0,29.613
Essential,359,32.0,29.947
