Firm,Day,ALP FP,ALP FP adj
Essential,1,36.0,35.584
Essential,15,37.0,36.584
Essential,31,37.0,36.584
Newspoll2,47,36.0,35.071
Essential,45,37.0,36.584
Newspoll2,61,36.0,35.071
Essential,58,37.0,36.584
Essential,73,36.0,35.584
Newspoll2,75,37.0,36.071
Essential,86,36.0,35.584
Newspoll2,89,36.0,35.071
Essential,102,37.0,36.584
Newspoll2,103,37.0,36.071
Essential,116,37.0,36.584
Newspoll2,117,38.0,37.071
Essential,129,37.0,36.584
Newspoll2,131,38.0,37.071
Ipsos,137,30.0,32.167
Essential,143,36.0,35.584
Newspoll2,145,36.0,35.071
Essential,157,37.0,36.584
ReachTEL,185,35.0,35.531
Essential,187,37.0,36.584
Essential,198,35.0,34.584
Newspoll2,208,36.0,35.071
Essential,212,35.0,34.584
Essential,226,37.0,36.584
Newspoll2,229,37.0,36.071
Essential,240,36.0,35.584
Newspoll2,250,35.0,34.071
Ipsos,256,34.0,36.167
Essential,254,37.0,36.584
Newspoll2,264,36.0,35.071
Essential,266,36.0,35.584
Essential,280,36.0,35.584
Newspoll2,285,35.0,34.071
Essential,294,38.0,37.584
Ipsos,305,35.0,37.167
ReachTEL,304,34.1,34.631
Newspoll2,306,36.0,35.071
Essential,308,37.0,36.584
Newspoll2,321,36.0,35.071
Essential,322,37.0,36.584
Essential,336,35.0,34.584
Newspoll2,341,37.0,36.071
YouGov,349,34.0,36.566
Essential,350,36.0,35.584
ReachTEL,353,35.4,35.931
Newspoll2,362,36.0,35.071
YouGov,363,33.0,35.566
Essential,364,38.0,37.584
ReachTEL,373,35.1,35.631
Newspoll2,376,37.0,36.071
YouGov,376,33.0,35.566
Essential,378,36.0,35.584
Newspoll2,390,36.0,35.071
YouGov,390,32.0,34.566
Essential,392,39.0,38.584
Newspoll2,404,38.0,37.071
YouGov,404,33.0,35.566
Essential,406,36.0,35.584
ReachTEL,408,36.7,37.231
Essential,414,37.0,36.584
Newspoll2,418,38.0,37.071
YouGov,418,32.0,34.566
Ipsos,424,34.0,36.167
Essential,428,36.0,35.584
YouGov,432,35.0,37.566
Essential,435,36.0,35.584
Newspoll2,439,38.0,37.071
Essential,442,38.0,37.584
ReachTEL,447,38.0,38.531
Essential,453,36.0,35.584
Newspoll2,460,37.0,36.071
Essential,470,37.0,36.584
Newspoll2,474,37.0,36.071
Essential,488,38.0,37.584
Newspoll2,487,38.0,37.071
YouGov,488,34.0,36.566
Essential,498,38.0,37.584
YouGov,502,32.0,34.566
ReachTEL,506,36.0,36.531
Ipsos,509,33.0,35.167
Newspoll2,509,37.0,36.071
YouGov,516,35.0,37.566
Essential,516,38.0,37.584
Newspoll2,523,37.0,36.071
Essential,551,38.0,37.584
ReachTEL,563,36.0,36.531
Essential,565,36.0,35.584
Newspoll2,571,37.0,36.071
Essential,579,37.0,36.584
Newspoll2,586,37.0,36.071
ReachTEL,593,37.0,37.531
Essential,593,35.0,34.584
Newspoll2,600,38.0,37.071
Morgan multi-mode,604,36.0,36.384
Essential,607,38.0,37.584
Morgan multi-mode,618,35.0,35.384
Newspoll2,621,39.0,38.071
Essential,621,36.0,35.584
ReachTEL,625,36.0,36.531
Morgan multi-mode,625,37.5,37.884
Ipsos,632,34.0,36.167
Newspoll2,635,37.0,36.071
Essential,635,37.0,36.584
Newspoll2,649,37.0,36.071
Essential,649,36.0,35.584
ReachTEL,658,35.0,35.531
Essential,663,37.0,36.584
Ipsos,669,37.0,39.167
Newspoll2,670,38.0,37.071
Essential,670,36.0,35.584
Essential,677,36.0,35.584
Newspoll2,684,38.0,37.071
ReachTEL,689,34.0,34.531
Essential,691,37.0,36.584
Essential,705,35.0,34.584
Newspoll2,705,38.0,37.071
Ipsos,712,35.0,37.167
Newspoll2,719,37.0,36.071
Essential,719,37.0,36.584
Newspoll2,733,36.0,35.071
Essential,733,36.0,35.584
Ipsos,739,34.0,36.167
Newspoll2,747,36.0,35.071
Essential,747,36.0,35.584
Newspoll2,761,35.0,34.071
Essential,761,37.0,36.584
Ipsos,767,35.0,37.167
Morgan multi-mode,769,39.0,39.384
Newspoll2,775,41.0,40.071
Essential,775,39.0,38.584
Morgan multi-mode,776,36.0,36.384
Newspoll2,789,42.0,41.071
Essential,789,37.0,36.584
Ipsos,795,31.0,33.167
Newspoll2,803,39.0,38.06
Essential,803,36.0,35.61
Essential,817,37.0,36.702
Ipsos,823,35.0,37.193
Newspoll2,823,38.0,37.005
Essential,831,37.0,36.794
Newspoll2,838,39.0,37.967
Essential,845,39.0,38.886
Newspoll2,852,40.0,38.929
Ipsos,858,34.0,36.231
Essential,859,35.0,34.977
Newspoll2,866,40.0,38.89
Essential,873,39.0,39.069
Newspoll2,880,41.0,39.852
Ipsos,886,37.0,39.263
Essential,887,36.0,36.161
Essential,914,38.0,38.331
Newspoll2,929,38.0,36.743
Essential,930,36.0,36.37
Morgan multi-mode,940,36.0,36.631
Newspoll2,943,39.0,37.743
Essential,943,38.0,38.37
Ipsos,948,33.0,35.301
Morgan multi-mode,951,37.0,37.631
Newspoll2,957,39.0,37.743
Essential,957,37.0,37.37
uComms,961,36.7,37.235
Newspoll2,971,39.0,37.743
Essential,971,38.0,38.37
Essential,985,36.0,36.37
Galaxy,989,37.0,36.936
Morgan multi-mode,982,36.5,37.131
Ipsos,998,34.0,36.301
Newspoll2,999,37.0,35.743
Morgan multi-mode,1000,35.0,35.631
Essential,999,35.0,35.37
Newspoll2,1006,39.0,37.743
Morgan multi-mode,1014,35.5,36.131
Galaxy,1017,37.0,36.936
Newspoll2,1020,37.0,35.743
Morgan multi-mode,1021,36.0,36.631
Essential,1020,37.0,37.37
Ipsos,1026,33.0,35.301
Newspoll2,1027,36.0,34.743
Morgan multi-mode,1028,34.0,34.631
Essential,1027,34.0,34.37
Newspoll2,1034,37.0,35.743
Morgan multi-mode,1034,35.5,36.131
Essential,1035,36.2,36.57
Ipsos,1037,33.0,35.301
Galaxy,1037,37.0,36.936
Newspoll2,1039,37.0,35.743
