Firm,Day,OTH FP,OTH FP adj
F2F Morgan,1,7.0,6.746
F2F Morgan,15,8.0,7.746
F2F Morgan,29,7.0,6.746
F2F Morgan,43,8.0,7.746
F2F Morgan,57,7.0,6.746
F2F Morgan,68,8.0,7.746
F2F Morgan,78,8.0,7.746
F2F Morgan,92,8.0,7.746
F2F Morgan,106,7.0,6.746
F2F Morgan,120,7.0,6.746
F2F Morgan,131,7.0,6.746
F2F Morgan,138,10.0,9.746
F2F Morgan,148,8.0,7.746
F2F Morgan,159,7.0,6.746
F2F Morgan,166,8.0,7.746
F2F Morgan,176,7.0,6.746
F2F Morgan,190,7.0,6.746
F2F Morgan,204,7.0,6.746
F2F Morgan,218,7.0,6.746
F2F Morgan,232,7.0,6.746
F2F Morgan,246,7.0,6.746
F2F Morgan,260,8.0,7.746
F2F Morgan,274,7.0,6.746
F2F Morgan,302,7.0,6.746
F2F Morgan,316,6.0,5.746
F2F Morgan,330,6.0,5.746
F2F Morgan,344,6.0,5.746
F2F Morgan,358,6.0,5.746
F2F Morgan,372,6.0,5.746
F2F Morgan,386,7.0,6.746
F2F Morgan,400,6.0,5.746
F2F Morgan,414,6.0,5.746
F2F Morgan,428,7.0,6.746
F2F Morgan,442,8.0,7.746
F2F Morgan,456,7.0,6.746
F2F Morgan,470,8.0,7.746
F2F Morgan,484,7.0,6.746
F2F Morgan,495,6.0,5.746
F2F Morgan,502,6.0,5.746
F2F Morgan,512,7.0,6.746
F2F Morgan,526,7.0,6.746
F2F Morgan,540,9.0,8.746
F2F Morgan,551,7.0,6.746
F2F Morgan,558,8.0,7.746
F2F Morgan,565,8.0,7.746
F2F Morgan,572,8.0,7.746
F2F Morgan,579,10.0,9.746
F2F Morgan,586,9.0,8.746
F2F Morgan,593,10.0,9.746
F2F Morgan,600,10.0,9.746
F2F Morgan,607,9.0,8.746
F2F Morgan,614,9.0,8.746
F2F Morgan,621,9.0,8.746
