Firm,Day,OTH FP,OTH FP adj
Newspoll2,37,12.0,11.949
Newspoll2,58,13.0,12.949
Newspoll2,78,10.0,9.949
Newspoll2,100,12.0,11.949
Newspoll2,121,12.0,11.949
Newspoll2,142,13.0,12.949
Newspoll2,155,14.0,13.949
Newspoll2,169,14.0,13.949
Newspoll2,204,12.0,11.949
Newspoll2,225,14.0,13.949
ANU,220,10.5,12.157
Essential,204,13.83,14.669
Essential,218,13.83,14.669
Essential,232,14.894,15.733
Essential,246,10.638,11.478
Newspoll2,246,15.0,14.949
Morgan multi-mode,258,16.5,15.794
Essential,261,12.903,13.743
Newspoll2,267,12.0,11.949
Essential,275,11.957,12.796
Essential,282,10.87,11.709
Newspoll2,287,11.0,10.949
Essential,289,10.989,11.829
Essential,296,11.702,12.542
Essential,303,11.828,12.667
Morgan multi-mode,307,12.0,11.294
Newspoll2,309,11.0,10.949
Essential,310,10.638,11.478
Essential,317,9.89,10.73
Essential,324,10.989,11.829
Newspoll2,330,12.0,11.949
Essential,331,10.989,11.829
Morgan multi-mode,335,11.5,10.794
Essential,338,10.753,11.592
Essential,345,13.83,14.669
Newspoll2,351,12.0,11.949
Essential,354,10.87,11.709
Essential,361,12.766,13.605
Morgan multi-mode,363,12.5,11.794
Essential,368,10.989,11.829
Newspoll2,371,12.0,11.949
Essential,375,10.989,11.829
Essential,387,10.989,11.829
Newspoll2,393,12.0,11.949
Morgan multi-mode,391,12.0,11.294
Essential,401,10.87,11.709
Newspoll2,414,13.0,12.949
Essential,415,10.0,10.84
Morgan multi-mode,419,10.5,9.794
Essential,429,10.753,11.592
Newspoll2,435,12.0,11.949
Essential,443,13.043,13.883
Newspoll2,456,11.0,10.949
Essential,457,9.89,10.73
Essential,471,11.828,12.667
Newspoll2,477,11.0,10.949
Essential,478,8.889,9.728
Essential,485,10.753,11.592
Morgan multi-mode,489,11.5,10.794
Newspoll2,505,12.0,11.949
Morgan multi-mode,517,12.0,11.294
Newspoll2,526,10.0,9.949
Essential,499,8.791,9.631
Essential,513,10.87,11.709
Essential,527,10.87,11.709
Essential,541,12.088,12.927
Essential,576,10.753,11.592
Newspoll2,589,12.0,11.949
Essential,590,10.87,11.709
Morgan multi-mode,601,12.5,11.794
Newspoll2,610,11.0,10.949
Newspoll2,631,12.0,11.949
Morgan multi-mode,629,12.0,11.294
Newspoll2,645,11.0,10.949
ResolvePM,667,17.0,13.591
Newspoll2,673,11.0,10.949
Newspoll2,695,11.0,10.949
ResolvePM,694,14.0,10.591
Newspoll2,715,12.0,11.949
Morgan multi-mode,713,13.0,12.294
ResolvePM,722,15.0,11.591
Morgan multi-mode,727,12.0,11.294
Newspoll2,736,11.0,10.949
Newspoll2,757,12.0,11.949
ResolvePM,756,16.0,12.591
Essential,603,11.828,12.667
Essential,617,13.043,13.883
Essential,631,11.957,12.796
Essential,645,10.753,11.592
Essential,659,10.753,11.592
Essential,673,10.753,11.592
Essential,687,8.791,9.631
Essential,701,9.89,10.73
Essential,715,10.753,11.592
Essential,729,9.677,10.517
Essential,743,10.989,11.829
Essential,757,10.753,11.592
Morgan multi-mode,755,12.5,11.794
Morgan multi-mode,769,13.5,12.794
Newspoll2,778,11.0,10.949
Morgan multi-mode,783,12.5,11.794
ResolvePM,791,15.0,11.591
Newspoll2,799,14.0,13.949
Morgan multi-mode,797,12.5,11.794
Morgan multi-mode,811,13.5,12.794
Newspoll2,820,15.0,14.949
ResolvePM,819,20.0,16.591
Morgan multi-mode,825,15.5,14.748
Newspoll2,834,15.0,14.918
Morgan multi-mode,839,15.0,14.09
Newspoll2,855,16.0,15.861
ResolvePM,856,17.0,13.588
Morgan multi-mode,853,15.0,13.931
Essential,771,10.87,11.709
Essential,785,9.89,10.73
Essential,799,10.638,11.478
Essential,813,13.043,13.883
Essential,827,9.783,10.739
Essential,841,12.222,13.45
Essential,855,11.702,13.202
Morgan multi-mode,867,17.0,15.772
Newspoll2,876,14.0,13.809
ResolvePM,884,17.0,13.584
Essential,869,10.0,11.772
Essential,883,11.702,13.746
Morgan multi-mode,881,17.0,15.613
Newspoll2,897,16.0,15.753
Morgan multi-mode,895,17.0,15.454
Morgan multi-mode,909,17.5,15.795
ResolvePM,940,20.0,16.578
Morgan multi-mode,935,16.5,14.5
Newspoll2,952,14.0,13.639
Morgan multi-mode,949,18.0,15.932
Essential,895,10.753,13.029
Essential,902,10.989,13.382
Essential,944,12.903,16.073
Essential,958,11.957,15.126
Newspoll2,967,17.0,16.639
Morgan multi-mode,963,17.0,14.932
Essential,972,12.766,15.936
ResolvePM,976,22.0,18.578
Newspoll2,981,15.0,14.639
Morgan multi-mode,975,17.5,15.432
Morgan multi-mode,983,17.0,14.932
Essential,986,10.989,14.159
Newspoll2,995,16.0,15.639
Morgan multi-mode,992,18.5,16.432
Morgan multi-mode,1001,19.5,17.432
Essential,1000,9.783,12.953
ANU,576,8.122,9.779
ANU,972,11.147,12.628
Morgan multi-mode,1008,19.0,16.932
Newspoll2,1016,16.0,15.639
Ipsos,1016,15.556,14.943
Morgan multi-mode,1015,16.5,14.432
Essential,1014,12.632,15.802
ResolvePM,1016,17.0,13.578
Newspoll2,1023,17.0,16.639
Morgan multi-mode,1022,19.0,16.932
ResolvePM,1029,21.0,17.578
Newspoll2,1031,17.0,16.639
Morgan multi-mode,1029,15.5,13.432
Essential,1028,12.903,16.073
Ipsos,1037,16.129,15.516
Newspoll2,1037,16.0,15.639
Morgan multi-mode,1036,17.5,15.432
ResolvePM2,1043,18.0,16.869
Newspoll2,1044,15.0,14.639
Morgan multi-mode,1043,17.0,14.932
Essential,1042,12.903,16.073
Ipsos,1051,18.28,17.667
Newspoll2,1051,15.0,14.639
Morgan multi-mode,1050,17.5,15.432
Newspoll2,1057,16.0,15.639
Morgan multi-mode,1057,19.0,16.932
ResolvePM2,1060,20.0,18.869
Essential,1059,13.978,17.148
Ipsos,1062,16.0,15.387
Newspoll2,1061,17.0,16.639
