Firm,Day,ALP FP,ALP FP adj
Newspoll,1,42.0,41.693
Newspoll,93,41.0,40.693
F2F Morgan,139,38.5,38.824
Newspoll,183,40.0,39.693
F2F Morgan,188,38.5,38.824
Newspoll,275,42.0,41.693
Newspoll,367,41.0,40.693
Newspoll,459,44.0,43.693
Newspoll,548,41.0,40.693
Newspoll,640,40.0,39.693
Newspoll,732,43.0,42.618
Newspoll,824,41.0,40.41
Morgan Phone,864,39.0,39.172
Newspoll,913,41.0,40.41
Newspoll,928,44.0,43.41
Morgan Phone,936,41.0,41.172
Morgan Phone,940,40.0,40.172
Newspoll,940,41.5,40.91
Nielsen,940,36.0,36.778
