Firm,Day,LNP FP,LNP FP adj
Newspoll,1,48.0,48.105
Newspoll,63,45.5,45.605
Newspoll,122,47.0,47.105
Newspoll,183,47.0,47.105
Newspoll,244,47.0,47.105
Newspoll,305,43.0,43.105
Newspoll,366,45.0,45.105
Newspoll,428,47.0,47.105
Newspoll,487,47.0,47.105
Newspoll,548,53.0,53.105
Newspoll,578,55.0,55.105
Saulwick,609,56.0,57.198
Newspoll,640,54.0,54.105
Newspoll,701,61.0,61.105
Newspoll,731,55.0,55.105
F2F Morgan,776,57.0,58.545
Newspoll,793,57.0,57.105
Newspoll,852,60.0,60.105
Saulwick,875,61.0,62.198
Newspoll,876,57.0,57.105
Newspoll,892,62.0,62.105
Newspoll,908,50.0,50.105
Saulwick,897,53.4,54.598
F2F Morgan,906,51.0,52.545
F2F Morgan,988,52.0,53.545
F2F Morgan,1019,50.5,52.045
Saulwick,1058,48.0,49.198
Saulwick,1087,48.0,49.198
Newspoll,1096,52.0,52.105
Saulwick,1156,55.0,56.198
Newspoll,1158,55.0,55.105
Saulwick,1183,54.0,55.3
Newspoll,1218,54.0,54.203
Saulwick,1219,47.0,48.465
Saulwick,1247,43.0,44.594
Saulwick,1275,45.0,46.723
Newspoll,1279,55.0,55.312
Saulwick,1310,52.0,53.751
Saulwick,1338,50.0,51.751
Newspoll,1340,50.0,50.315
Saulwick,1352,51.0,52.751
Saulwick,1371,51.0,52.751
Newspoll,1383,53.0,53.315
Saulwick,1387,52.0,53.751
Newspoll,1400,51.5,51.815
Morgan Phone,1400,48.0,49.577
Saulwick,1401,53.0,54.751
