Firm,Day,LNP FP,LNP FP adj
ResolvePM,1,31.0,31.375
ResolvePM,62,32.0,32.375
ResolvePM,124,36.0,36.375
ResolvePM,277,38.0,38.375
ResolvePM,341,36.0,36.375
Redbridge,337,40.0,39.365
ResolvePM,397,35.0,35.375
ResolvePM,453,38.0,38.375
Wolf&Smith,476,38.0,37.986
ResolvePM,509,37.0,37.375
Redbridge,573,41.0,40.365
ResolvePM,581,37.0,37.375
ResolvePM,643,38.0,38.375
DemosAU,695,34.0,34.407
ResolvePM,702,36.0,36.375
ResolvePM,793,32.0,32.375
ResolvePM,855,28.0,28.375
DemosAU,904,30.0,30.407
ResolvePM,916,28.0,28.375
Redbridge,946,30.0,29.365
Spectre,959,23.0,23.81
ResolvePM,993,27.0,27.298
SMS Morgan,1025,19.0,19.698
DemosAU,1035,23.0,23.514
ResolvePM,1047,25.0,25.111
ResolvePM,1097,26.0,25.958
DemosAU,1144,20.0,20.609
ResolvePM,1158,23.0,22.958
DemosAU,1211,25.0,25.609
